restaurante,categoria,pedidos
1330,CAT_B,1010
1331,CAT_B,190
1332,CAT_A,163
1333,CAT_A,60
1334,CAT_B,74
1335,CAT_A,3
1336,CAT_B,22
1337,CAT_A,50
1338,CAT_B,585
1339,CAT_A,1407
1340,CAT_B,1251
1341,CAT_B,868
1342,CAT_B,267
1343,CAT_A,604
1344,CAT_A,1027
1345,CAT_A,3951
1346,CAT_A,1087
1347,CAT_A,354
1348,CAT_A,4438
1349,CAT_B,33
1350,CAT_B,149
1351,CAT_B,2454
1352,CAT_B,1413
1353,CAT_B,1622
1354,CAT_B,50
1355,CAT_B,82
1356,CAT_B,19
1357,CAT_B,38
1358,CAT_B,25
1359,CAT_A,61
1360,CAT_A,225
1361,CAT_B,2004
1362,CAT_A,213
1363,CAT_B,600
1364,CAT_A,5373
1365,CAT_B,205
1366,CAT_B,207
1367,CAT_B,480
1368,CAT_B,706
1369,CAT_B,548
1370,CAT_A,209
1371,CAT_B,318
1372,CAT_B,873
1373,CAT_B,98
1374,CAT_A,218
1375,CAT_B,22
1376,CAT_B,15
1377,CAT_A,771
1378,CAT_A,986
1379,CAT_A,2321
1380,CAT_B,164
1381,CAT_B,122
1382,CAT_A,167
1383,CAT_A,231
1384,CAT_B,577
1385,CAT_A,493
1386,CAT_B,1039
1387,CAT_A,149
1388,CAT_A,23
1389,CAT_B,269
1390,CAT_B,554
1391,CAT_B,29
1392,CAT_B,29
1393,CAT_B,66
1394,CAT_A,84
1395,CAT_A,366
1396,CAT_B,2306
1397,CAT_B,233
1398,CAT_A,254
1399,CAT_A,130
1400,CAT_B,204
1401,CAT_A,1068
1402,CAT_B,741
1403,CAT_A,78
1404,CAT_B,2256
1405,CAT_A,27
1406,CAT_A,6
1407,CAT_A,1034
1408,CAT_B,18
1409,CAT_A,115
1410,CAT_B,33
1411,CAT_B,196
1412,CAT_A,2214
1413,CAT_A,1217
1414,CAT_A,777
1415,CAT_A,7308
1416,CAT_A,49
1417,CAT_A,75
1418,CAT_A,1008
1419,CAT_B,242
1420,CAT_B,39
1421,CAT_A,467
1422,CAT_B,767
1423,CAT_B,540
1424,CAT_A,265
1425,CAT_B,6
1426,CAT_A,118
1427,CAT_B,211
1428,CAT_B,33
1429,CAT_B,338
1430,CAT_A,500
1431,CAT_B,79
1432,CAT_A,340
1433,CAT_A,22
1434,CAT_A,230
1435,CAT_A,143
1436,CAT_A,570
1437,CAT_A,82
1438,CAT_B,1721
1439,CAT_B,415
1440,CAT_B,85
1441,CAT_A,2805
1442,CAT_A,1490
1443,CAT_B,433
1444,CAT_A,1981
1445,CAT_B,179
1446,CAT_A,1046
1447,CAT_B,98
1448,CAT_A,315
1449,CAT_B,423
1450,CAT_A,341
1451,CAT_A,1169
1452,CAT_A,126
1453,CAT_B,287
1454,CAT_A,54
1455,CAT_B,795
1456,CAT_A,382
1457,CAT_B,417
1458,CAT_B,778
1459,CAT_A,2654
1460,CAT_B,87
1461,CAT_A,370
1462,CAT_B,648
1463,CAT_B,38
1464,CAT_A,920
1465,CAT_A,43
1466,CAT_A,273
1467,CAT_A,953
1468,CAT_A,300
1469,CAT_B,695
1470,CAT_B,63
1471,CAT_A,12
1472,CAT_A,41
1473,CAT_A,872
1474,CAT_B,1171
1475,CAT_A,909
1476,CAT_A,277
1477,CAT_A,316
1478,CAT_B,886
1479,CAT_A,1074
1480,CAT_A,27
1481,CAT_B,288
1482,CAT_A,499
1483,CAT_A,351
1484,CAT_A,43
1485,CAT_A,539
1486,CAT_B,1386
1487,CAT_A,2855
1488,CAT_B,608
1489,CAT_A,1143
1490,CAT_A,2595
1491,CAT_A,219
1492,CAT_B,200
1493,CAT_A,990
1494,CAT_B,1499
1495,CAT_A,1047
1496,CAT_B,310
1497,CAT_A,430
1498,CAT_B,126
1499,CAT_B,441
1500,CAT_A,45
1501,CAT_A,117
1502,CAT_A,186
1503,CAT_B,1659
1504,CAT_B,2352
1505,CAT_B,69
1506,CAT_A,1533
1507,CAT_A,1129
1508,CAT_A,1626
1509,CAT_A,580
1510,CAT_A,528
1511,CAT_B,606
1512,CAT_A,1309
1513,CAT_B,1580
1514,CAT_B,1778
1515,CAT_A,35
1516,CAT_A,498
1517,CAT_B,481
1518,CAT_B,723
1519,CAT_A,41
1520,CAT_B,706
1521,CAT_B,30
1522,CAT_B,233
1523,CAT_B,39
1524,CAT_A,195
1525,CAT_A,9
1526,CAT_B,59
1527,CAT_A,906
1528,CAT_B,183
1529,CAT_A,4151
1530,CAT_A,491
1531,CAT_A,555
1532,CAT_A,2310
1533,CAT_A,1344
1534,CAT_A,6280
1535,CAT_A,5413
1536,CAT_B,659
1537,CAT_A,1001
1538,CAT_B,253
1539,CAT_A,1704
1540,CAT_A,547
1541,CAT_A,344
1542,CAT_B,2616
1543,CAT_B,21
1544,CAT_A,53
1545,CAT_B,93
1546,CAT_B,76
1547,CAT_A,367
1548,CAT_B,195
1549,CAT_A,263
1550,CAT_B,118
1551,CAT_B,1689
1552,CAT_A,102
1553,CAT_B,619
1554,CAT_A,146
1555,CAT_A,57
1556,CAT_A,30
1557,CAT_A,20
1558,CAT_A,10
1559,CAT_B,3
1560,CAT_A,1706
1561,CAT_A,1047
1562,CAT_A,5941
1563,CAT_B,396
1564,CAT_A,5754
1565,CAT_B,514
1566,CAT_A,152
1567,CAT_A,1089
1568,CAT_A,306
1569,CAT_A,418
1570,CAT_A,2048
1571,CAT_A,549
1572,CAT_B,75
1573,CAT_B,525
1574,CAT_B,977
1575,CAT_B,428
1576,CAT_A,1338
1577,CAT_A,338
1578,CAT_B,19
1579,CAT_B,14
1580,CAT_A,104
1581,CAT_A,47
1582,CAT_B,166
1583,CAT_A,998
1584,CAT_A,614
1585,CAT_B,616
1586,CAT_B,359
1587,CAT_A,1561
1588,CAT_B,288
1589,CAT_B,805
1590,CAT_B,51
1591,CAT_A,177
1592,CAT_A,113
1593,CAT_B,13
1594,CAT_A,81
1595,CAT_B,2702
1596,CAT_A,1276
1597,CAT_A,2552
1598,CAT_B,510
1599,CAT_B,90
1600,CAT_A,2884
1601,CAT_A,809
1602,CAT_B,209
1603,CAT_B,11
1604,CAT_A,3428
1605,CAT_B,238
1606,CAT_B,666
1607,CAT_A,3712
1608,CAT_B,1457
1609,CAT_A,955
1610,CAT_B,761
1611,CAT_B,95
1612,CAT_B,865
1613,CAT_A,609
1614,CAT_B,3328
1615,CAT_A,191
1616,CAT_A,160
1617,CAT_A,46
1618,CAT_B,694
1619,CAT_B,26
1620,CAT_B,76
1621,CAT_A,90
1622,CAT_A,110
1623,CAT_A,28
1624,CAT_A,789
1625,CAT_B,513
1626,CAT_A,21
1627,CAT_B,1619
1628,CAT_B,117
1629,CAT_B,515
1630,CAT_A,30
1631,CAT_B,63
1632,CAT_A,13
1633,CAT_B,1
1634,CAT_B,481
1635,CAT_A,1215
1636,CAT_A,311
1637,CAT_A,2123
1638,CAT_A,2541
1639,CAT_A,528
1640,CAT_A,404
1641,CAT_A,391
1642,CAT_B,234
1643,CAT_B,435
1644,CAT_A,241
1645,CAT_A,1278
1646,CAT_A,170
1647,CAT_B,185
1648,CAT_B,34
1649,CAT_B,47
1650,CAT_B,61
1651,CAT_B,15
1652,CAT_B,5
1653,CAT_B,53
1654,CAT_A,31
1655,CAT_A,148
1656,CAT_A,15
1657,CAT_A,309
1658,CAT_A,1390
1659,CAT_A,125
1660,CAT_A,139
1661,CAT_A,606
1662,CAT_A,2
1663,CAT_B,1478
1664,CAT_B,2100
1665,CAT_A,26
1666,CAT_B,391
1667,CAT_A,9
1668,CAT_B,388
1669,CAT_B,340
1670,CAT_A,77
1671,CAT_B,46
1672,CAT_A,171
1673,CAT_A,1365
1674,CAT_B,805
1675,CAT_B,244
1676,CAT_B,42
1677,CAT_A,1833
1678,CAT_B,188
1679,CAT_A,788
1680,CAT_B,71
1681,CAT_A,1222
1682,CAT_A,100
1683,CAT_B,1504
1684,CAT_B,25
1685,CAT_B,347
1686,CAT_A,131
1687,CAT_A,913
1688,CAT_A,8
1689,CAT_B,246
1690,CAT_A,809
1691,CAT_B,21
1692,CAT_B,52
1693,CAT_B,4
1694,CAT_A,271
1695,CAT_A,1220
1696,CAT_A,165
1697,CAT_B,239
1698,CAT_B,1061
1699,CAT_B,1279
1700,CAT_B,283
1701,CAT_A,886
1702,CAT_A,554
1703,CAT_A,25
1704,CAT_A,2956
1705,CAT_B,385
1706,CAT_B,1670
1707,CAT_A,2087
1708,CAT_B,1955
1709,CAT_B,534
1710,CAT_B,108
1711,CAT_B,644
1712,CAT_A,272
1713,CAT_B,219
1714,CAT_A,646
1715,CAT_B,15
1716,CAT_B,975
1717,CAT_A,868
1718,CAT_B,20
1719,CAT_B,41
1720,CAT_A,684
1721,CAT_A,816
1722,CAT_B,42
1723,CAT_A,3
1724,CAT_A,1639
1725,CAT_B,685
1726,CAT_B,15
1727,CAT_B,9
1728,CAT_B,407
1729,CAT_B,41
1730,CAT_B,67
1731,CAT_B,624
1732,CAT_A,217
1733,CAT_B,247
1734,CAT_B,17
1735,CAT_B,666
1736,CAT_B,143
1737,CAT_A,225
1738,CAT_B,1064
1739,CAT_A,4
1740,CAT_A,560
1741,CAT_A,53
1742,CAT_A,22
1743,CAT_B,1
1744,CAT_B,2005
1745,CAT_B,1197
1746,CAT_A,1128
1747,CAT_A,1086
1748,CAT_A,219
1749,CAT_A,260
1750,CAT_B,419
1751,CAT_A,53
1752,CAT_B,1310
1753,CAT_B,409
1754,CAT_B,25
1755,CAT_A,745
1756,CAT_B,47
1757,CAT_A,116
1758,CAT_B,78
1759,CAT_B,304
1760,CAT_B,170
1761,CAT_B,57
1762,CAT_A,162
1763,CAT_B,248
1764,CAT_B,818
1765,CAT_B,496
1766,CAT_B,22
1767,CAT_A,224
1768,CAT_A,1401
1769,CAT_A,1171
1770,CAT_A,2040
1771,CAT_B,550
1772,CAT_B,477
1773,CAT_B,103
1774,CAT_A,1074
1775,CAT_B,611
1776,CAT_A,840
1777,CAT_B,289
1778,CAT_A,62
1779,CAT_A,61
1780,CAT_B,141
1781,CAT_A,1846
1782,CAT_A,4154
1783,CAT_B,4976
1784,CAT_B,258
1785,CAT_B,822
1786,CAT_B,73
1787,CAT_B,222
1788,CAT_A,76
1789,CAT_B,1240
1790,CAT_A,1507
1791,CAT_A,109
1792,CAT_B,1713
1793,CAT_B,37
1794,CAT_A,594
1795,CAT_B,207
1796,CAT_B,391
1797,CAT_A,414
1798,CAT_B,619
1799,CAT_B,476
1800,CAT_A,53
1801,CAT_B,105
1802,CAT_B,74
1803,CAT_A,2766
1804,CAT_A,1144
1805,CAT_B,883
1806,CAT_B,998
1807,CAT_A,266
1808,CAT_B,2105
1809,CAT_B,1038
1810,CAT_A,2430
1811,CAT_A,446
1812,CAT_A,100
1813,CAT_A,8
1814,CAT_B,6
1815,CAT_A,20
1816,CAT_B,14
1817,CAT_B,1379
1818,CAT_A,1468
1819,CAT_A,513
1820,CAT_A,1081
1821,CAT_A,1211
1822,CAT_A,5712
1823,CAT_A,2748
1824,CAT_B,434
1825,CAT_B,392
1826,CAT_B,383
1827,CAT_A,243
1828,CAT_A,27
1829,CAT_A,68
1830,CAT_A,428
1831,CAT_B,508
1832,CAT_B,3292
1833,CAT_A,66
1834,CAT_A,724
1835,CAT_A,2003
1836,CAT_A,89
1837,CAT_B,857
1838,CAT_B,802
1839,CAT_B,3
1840,CAT_B,32
1841,CAT_A,546
1842,CAT_A,1233
1843,CAT_A,2902
1844,CAT_B,59
1845,CAT_B,234
1846,CAT_B,23
1847,CAT_B,32
1848,CAT_B,1156
1849,CAT_B,2247
1850,CAT_B,91
1851,CAT_A,42
1852,CAT_B,43
1853,CAT_A,3525
1854,CAT_B,1270
1855,CAT_B,285
1856,CAT_A,51
1857,CAT_A,103
1858,CAT_A,12
1859,CAT_B,58
1860,CAT_B,1
1861,CAT_B,506
1862,CAT_A,574
1863,CAT_A,840
1864,CAT_A,5952
1865,CAT_A,1333
1866,CAT_B,289
1867,CAT_A,89
1868,CAT_B,438
1869,CAT_A,507
1870,CAT_A,3098
1871,CAT_B,180
1872,CAT_A,408
1873,CAT_A,171
1874,CAT_B,352
1875,CAT_A,3989
1876,CAT_A,3
1877,CAT_B,439
1878,CAT_A,883
1879,CAT_B,910
1880,CAT_A,9
1881,CAT_B,337
1882,CAT_A,1727
1883,CAT_B,340
1884,CAT_A,3828
1885,CAT_B,673
1886,CAT_B,602
1887,CAT_B,340
1888,CAT_B,196
1889,CAT_B,259
1890,CAT_B,1892
1891,CAT_B,15
1892,CAT_A,75
1893,CAT_A,420
1894,CAT_B,999
1895,CAT_A,430
1896,CAT_B,65
1897,CAT_A,39
1898,CAT_A,95
1899,CAT_A,477
1900,CAT_B,1201
1901,CAT_B,20
1902,CAT_B,7
1903,CAT_A,1906
1904,CAT_A,990
1905,CAT_A,432
1906,CAT_B,34
1907,CAT_B,858
1908,CAT_A,87
1909,CAT_A,20
1910,CAT_A,1579
1911,CAT_A,2194
1912,CAT_A,933
1913,CAT_B,23
1914,CAT_A,628
1915,CAT_A,4198
1916,CAT_B,1288
1917,CAT_B,1024
1918,CAT_B,607
1919,CAT_A,1046
1920,CAT_B,906
1921,CAT_B,328
1922,CAT_A,777
1923,CAT_A,558
1924,CAT_B,1755
1925,CAT_B,1797
1926,CAT_B,1225
1927,CAT_B,324
1928,CAT_A,104
1929,CAT_A,612
1930,CAT_B,12
1931,CAT_A,496
1932,CAT_B,31
1933,CAT_B,133
1934,CAT_B,35
1935,CAT_B,2708
1936,CAT_A,10
1937,CAT_A,265
1938,CAT_B,362
1939,CAT_A,915
1940,CAT_B,19
1941,CAT_B,123
1942,CAT_A,413
1943,CAT_A,475
1944,CAT_A,130
1945,CAT_A,840
1946,CAT_A,1006
1947,CAT_B,498
1948,CAT_A,5473
1949,CAT_A,2140
1950,CAT_B,202
1951,CAT_B,526
1952,CAT_B,110
1953,CAT_A,78
1954,CAT_A,365
1955,CAT_A,308
1956,CAT_A,4954
1957,CAT_A,1327
1958,CAT_A,9
1959,CAT_A,133
1960,CAT_B,417
1961,CAT_A,31
1962,CAT_B,831
1963,CAT_B,637
1964,CAT_B,1745
1965,CAT_B,138
1966,CAT_A,214
1967,CAT_B,85
1968,CAT_B,485
1969,CAT_B,213
1970,CAT_B,386
1971,CAT_A,550
1972,CAT_A,3506
1973,CAT_B,21
1974,CAT_B,499
1975,CAT_A,89
1976,CAT_B,776
1977,CAT_B,5
1978,CAT_B,43
1979,CAT_A,24
1980,CAT_B,809
1981,CAT_A,396
1982,CAT_A,77
1983,CAT_A,1927
1984,CAT_A,4133
1985,CAT_A,2659
1986,CAT_A,1942
1987,CAT_B,2025
1988,CAT_A,403
1989,CAT_A,869
1990,CAT_A,214
1991,CAT_A,118
1992,CAT_A,30
1993,CAT_A,1332
1994,CAT_A,547
1995,CAT_B,194
1996,CAT_A,358
1997,CAT_B,2667
1998,CAT_B,227
1999,CAT_B,565
2000,CAT_A,120
2001,CAT_B,260
2002,CAT_A,19
2003,CAT_B,110
2004,CAT_A,400
2005,CAT_A,124
2006,CAT_A,218
2007,CAT_B,49
2008,CAT_A,446
2009,CAT_B,1248
2010,CAT_A,325
2011,CAT_B,486
2012,CAT_B,342
2013,CAT_B,40
2014,CAT_A,529
2015,CAT_B,3005
2016,CAT_B,61
2017,CAT_A,181
2018,CAT_A,2809
2019,CAT_A,393
2020,CAT_A,1
2021,CAT_A,1623
2022,CAT_A,4595
2023,CAT_A,358
2024,CAT_B,1715
2025,CAT_A,326
2026,CAT_A,120
2027,CAT_A,1195
2028,CAT_B,1406
2029,CAT_A,819
2030,CAT_B,2162
2031,CAT_B,712
2032,CAT_A,41
2033,CAT_A,534
2034,CAT_A,683
2035,CAT_B,4
2036,CAT_A,292
2037,CAT_A,1728
2038,CAT_A,174
2039,CAT_B,81
2040,CAT_A,125
2041,CAT_B,671
2042,CAT_B,303
2043,CAT_B,437
2044,CAT_A,305
2045,CAT_B,703
2046,CAT_B,1419
2047,CAT_A,311
2048,CAT_A,487
2049,CAT_B,32
2050,CAT_B,38
2051,CAT_B,2736
2052,CAT_A,66
2053,CAT_A,577
2054,CAT_B,493
2055,CAT_A,1809
2056,CAT_B,1040
2057,CAT_A,4101
2058,CAT_A,784
2059,CAT_A,10478
2060,CAT_A,4174
2061,CAT_B,298
2062,CAT_A,193
2063,CAT_B,185
2064,CAT_B,171
2065,CAT_A,2520
2066,CAT_A,1375
2067,CAT_A,191
2068,CAT_B,94
2069,CAT_A,2190
2070,CAT_B,54
2071,CAT_B,417
2072,CAT_A,67
2073,CAT_B,99
2074,CAT_A,84
2075,CAT_B,122
2076,CAT_A,698
2077,CAT_A,253
2078,CAT_B,36
2079,CAT_A,1279
2080,CAT_B,28
2081,CAT_B,706
2082,CAT_A,871
2083,CAT_A,336
2084,CAT_A,96
2085,CAT_B,30
2086,CAT_B,227
2087,CAT_A,336
2088,CAT_A,168
2089,CAT_A,109
2090,CAT_B,126
2091,CAT_B,115
2092,CAT_B,890
2093,CAT_B,413
2094,CAT_B,30
2095,CAT_A,321
2096,CAT_B,15
2097,CAT_A,3157
2098,CAT_A,1594
2099,CAT_A,2358
2100,CAT_B,901
2101,CAT_A,2601
2102,CAT_B,309
2103,CAT_A,530
2104,CAT_B,337
2105,CAT_A,70
2106,CAT_A,319
2107,CAT_A,57
2108,CAT_A,1318
2109,CAT_A,69
2110,CAT_B,149
2111,CAT_A,404
2112,CAT_A,145
2113,CAT_A,1257
2114,CAT_A,223
2115,CAT_B,10
2116,CAT_A,35
2117,CAT_A,526
2118,CAT_A,1
2119,CAT_A,355
2120,CAT_A,426
2121,CAT_A,108
2122,CAT_B,102
2123,CAT_B,1695
2124,CAT_B,7
2125,CAT_B,380
2126,CAT_B,798
2127,CAT_A,128
2128,CAT_A,229
2129,CAT_B,2192
2130,CAT_A,76
2131,CAT_A,235
2132,CAT_A,69
2133,CAT_A,59
2134,CAT_A,15
2135,CAT_A,2
2136,CAT_A,1061
2137,CAT_B,1795
2138,CAT_A,5547
2139,CAT_A,940
2140,CAT_B,563
2141,CAT_A,4042
2142,CAT_A,320
2143,CAT_B,996
2144,CAT_A,371
2145,CAT_A,91
2146,CAT_A,714
2147,CAT_A,4550
2148,CAT_B,109
2149,CAT_A,35
2150,CAT_B,2253
2151,CAT_A,13
2152,CAT_B,222
2153,CAT_A,1480
2154,CAT_B,297
2155,CAT_A,1814
2156,CAT_A,1448
2157,CAT_B,541
2158,CAT_B,783
2159,CAT_B,427
2160,CAT_B,111
2161,CAT_B,171
2162,CAT_A,981
2163,CAT_A,25
2164,CAT_B,5
2165,CAT_B,8
2166,CAT_A,843
2167,CAT_B,1185
2168,CAT_B,581
2169,CAT_B,1
2170,CAT_A,392
2171,CAT_B,689
2172,CAT_B,435
2173,CAT_A,296
2174,CAT_B,189
2175,CAT_A,479
2176,CAT_A,145
2177,CAT_A,882
2178,CAT_A,2151
2179,CAT_A,879
2180,CAT_A,1015
2181,CAT_B,496
2182,CAT_B,433
2183,CAT_A,1498
2184,CAT_A,898
2185,CAT_B,35
2186,CAT_A,2562
2187,CAT_B,24
2188,CAT_B,76
2189,CAT_B,21
2190,CAT_A,10
2191,CAT_A,286
2192,CAT_B,12
2193,CAT_A,1304
2194,CAT_A,995
2195,CAT_A,213
2196,CAT_A,580
2197,CAT_A,81
2198,CAT_A,982
2199,CAT_B,144
2200,CAT_A,265
2201,CAT_B,1795
2202,CAT_B,423
2203,CAT_A,57
2204,CAT_A,28
2205,CAT_A,1243
2206,CAT_A,2603
2207,CAT_A,3665
2208,CAT_A,4800
2209,CAT_A,5565
2210,CAT_B,291
2211,CAT_A,4219
2212,CAT_A,306
2213,CAT_A,108
2214,CAT_A,32
2215,CAT_B,1177
2216,CAT_A,1025
2217,CAT_A,86
2218,CAT_B,377
2219,CAT_B,783
2220,CAT_A,56
2221,CAT_A,1128
2222,CAT_A,1052
2223,CAT_A,193
2224,CAT_B,226
2225,CAT_B,156
2226,CAT_B,85
2227,CAT_B,12
2228,CAT_B,231
2229,CAT_A,72
2230,CAT_B,15
2231,CAT_B,70
2232,CAT_A,62
2233,CAT_A,148
2234,CAT_A,51
2235,CAT_A,3
2236,CAT_A,1124
2237,CAT_A,9474
2238,CAT_A,195
2239,CAT_A,1054
2240,CAT_A,610
2241,CAT_A,4373
2242,CAT_B,131
2243,CAT_A,640
2244,CAT_B,913
2245,CAT_A,3617
2246,CAT_B,35
2247,CAT_A,2662
2248,CAT_A,259
2249,CAT_A,709
2250,CAT_A,864
2251,CAT_B,5909
2252,CAT_A,197
2253,CAT_B,674
2254,CAT_B,192
2255,CAT_A,562
2256,CAT_B,84
2257,CAT_B,43
2258,CAT_B,27
2259,CAT_B,326
2260,CAT_B,35
2261,CAT_A,170
2262,CAT_B,140
2263,CAT_B,2939
2264,CAT_B,823
2265,CAT_B,610
2266,CAT_A,8806
2267,CAT_B,27
2268,CAT_A,134
2269,CAT_A,57
2270,CAT_B,17
2271,CAT_B,539
2272,CAT_B,386
2273,CAT_B,353
2274,CAT_B,46
2275,CAT_A,496
2276,CAT_B,508
2277,CAT_B,2770
2278,CAT_A,1341
2279,CAT_B,472
2280,CAT_A,612
2281,CAT_A,964
2282,CAT_A,565
2283,CAT_B,70
2284,CAT_A,944
2285,CAT_A,49
2286,CAT_A,1430
2287,CAT_A,2228
2288,CAT_B,11
2289,CAT_A,174
2290,CAT_A,231
2291,CAT_B,612
2292,CAT_A,680
2293,CAT_A,631
2294,CAT_B,43
2295,CAT_B,728
2296,CAT_B,610
2297,CAT_A,35
2298,CAT_B,90
2299,CAT_B,724
2300,CAT_B,66
2301,CAT_B,446
2302,CAT_A,310
2303,CAT_A,154
2304,CAT_B,8
2305,CAT_B,1
2306,CAT_A,1278
2307,CAT_B,1215
2308,CAT_A,3091
2309,CAT_B,540
2310,CAT_A,365
2311,CAT_A,1125
2312,CAT_B,613
2313,CAT_A,294
2314,CAT_A,45
2315,CAT_A,639
2316,CAT_B,1854
2317,CAT_B,51
2318,CAT_A,1302
2319,CAT_A,72
2320,CAT_B,2645
2321,CAT_B,218
2322,CAT_B,12
2323,CAT_A,109
2324,CAT_A,155
2325,CAT_A,312
2326,CAT_A,123
2327,CAT_B,41
2328,CAT_B,532
2329,CAT_B,119
2330,CAT_B,642
2331,CAT_B,20
2332,CAT_A,600
2333,CAT_A,28
2334,CAT_A,56
2335,CAT_B,336
2336,CAT_B,339
2337,CAT_B,65
2338,CAT_A,79
2339,CAT_A,5
2340,CAT_B,73
2341,CAT_B,1
2342,CAT_A,3
2343,CAT_A,17
2344,CAT_A,991
2345,CAT_A,1952
2346,CAT_B,1285
2347,CAT_A,2209
2348,CAT_A,6021
2349,CAT_A,5017
2350,CAT_A,772
2351,CAT_A,3953
2352,CAT_A,143
2353,CAT_A,187
2354,CAT_A,126
2355,CAT_A,611
2356,CAT_A,58
2357,CAT_A,3
2358,CAT_A,1768
2359,CAT_B,831
2360,CAT_B,17
2361,CAT_B,23
2362,CAT_B,1
2363,CAT_B,50
2364,CAT_A,11
2365,CAT_B,26
2366,CAT_B,723
2367,CAT_B,450
2368,CAT_B,1125
2369,CAT_B,58
2370,CAT_A,415
2371,CAT_A,48
2372,CAT_B,1170
2373,CAT_B,167
2374,CAT_A,59
2375,CAT_A,234
2376,CAT_A,156
2377,CAT_B,819
2378,CAT_B,468
2379,CAT_A,192
2380,CAT_A,648
2381,CAT_A,1480
2382,CAT_A,798
2383,CAT_A,3883
2384,CAT_B,407
2385,CAT_A,471
2386,CAT_A,174
2387,CAT_A,504
2388,CAT_B,406
2389,CAT_B,520
2390,CAT_A,142
2391,CAT_A,112
2392,CAT_A,2853
2393,CAT_B,660
2394,CAT_B,41
2395,CAT_B,30
2396,CAT_A,126
2397,CAT_A,470
2398,CAT_B,614
2399,CAT_B,558
2400,CAT_B,255
2401,CAT_B,2476
2402,CAT_A,152
2403,CAT_A,14
2404,CAT_A,9
2405,CAT_A,25
2406,CAT_B,37
2407,CAT_A,127
2408,CAT_A,76
2409,CAT_B,1007
2410,CAT_A,14
2411,CAT_A,124
2412,CAT_A,159
2413,CAT_A,12
2414,CAT_B,50
2415,CAT_B,68
2416,CAT_B,992
2417,CAT_A,842
2418,CAT_A,225
2419,CAT_A,190
2420,CAT_B,563
2421,CAT_B,602
2422,CAT_A,38
2423,CAT_B,218
2424,CAT_A,1340
2425,CAT_A,77
2426,CAT_B,3843
2427,CAT_B,1607
2428,CAT_B,659
2429,CAT_A,57
2430,CAT_B,1883
2431,CAT_A,69
2432,CAT_B,1207
2433,CAT_A,97
2434,CAT_A,540
2435,CAT_B,71
2436,CAT_B,13
2437,CAT_B,99
2438,CAT_A,1
2439,CAT_A,90
2440,CAT_B,2555
2441,CAT_B,454
2442,CAT_A,115
2443,CAT_A,120
2444,CAT_A,71
2445,CAT_A,72
2446,CAT_B,18
2447,CAT_B,27
2448,CAT_A,1308
2449,CAT_A,1761
2450,CAT_A,1482
2451,CAT_A,2570
2452,CAT_A,193
2453,CAT_B,168
2454,CAT_A,232
2455,CAT_B,414
2456,CAT_A,611
2457,CAT_A,970
2458,CAT_A,138
2459,CAT_B,416
2460,CAT_A,823
2461,CAT_A,127
2462,CAT_A,391
2463,CAT_A,125
2464,CAT_B,56
2465,CAT_B,87
2466,CAT_A,489
2467,CAT_B,1352
2468,CAT_B,364
2469,CAT_B,884
2470,CAT_A,1202
2471,CAT_A,1121
2472,CAT_B,141
2473,CAT_A,122
2474,CAT_A,1156
2475,CAT_B,28
2476,CAT_A,160
2477,CAT_A,19
2478,CAT_B,12
2479,CAT_B,1557
2480,CAT_A,295
2481,CAT_A,2622
2482,CAT_A,170
2483,CAT_A,384
2484,CAT_B,227
2485,CAT_B,812
2486,CAT_A,34
2487,CAT_A,26
2488,CAT_B,1157
2489,CAT_A,2239
2490,CAT_A,2200
2491,CAT_A,1848
2492,CAT_B,627
2493,CAT_A,1371
2494,CAT_A,2214
2495,CAT_B,86
2496,CAT_A,282
2497,CAT_A,1154
2498,CAT_B,528
2499,CAT_A,606
2500,CAT_B,899
2501,CAT_B,615
2502,CAT_B,1268
2503,CAT_B,1309
2504,CAT_B,631
2505,CAT_B,46
2506,CAT_B,30
2507,CAT_B,57
2508,CAT_B,31
2509,CAT_A,1032
2510,CAT_A,49
2511,CAT_B,492
2512,CAT_B,1521
2513,CAT_A,409
2514,CAT_B,750
2515,CAT_A,137
2516,CAT_A,71
2517,CAT_B,269
2518,CAT_A,386
2519,CAT_B,638
2520,CAT_A,61
2521,CAT_B,19
2522,CAT_A,523
2523,CAT_A,7
2524,CAT_A,2885
2525,CAT_A,1648
2526,CAT_A,155
2527,CAT_A,204
2528,CAT_A,3454
2529,CAT_A,1680
2530,CAT_A,999
2531,CAT_A,5402
2532,CAT_A,1831
2533,CAT_A,1003
2534,CAT_B,538
2535,CAT_B,814
2536,CAT_B,946
2537,CAT_A,364
2538,CAT_A,487
2539,CAT_A,332
2540,CAT_A,1591
2541,CAT_A,3257
2542,CAT_A,88
2543,CAT_A,12
2544,CAT_A,2102
2545,CAT_A,394
2546,CAT_A,7322
2547,CAT_A,412
2548,CAT_B,535
2549,CAT_A,3654
2550,CAT_B,206
2551,CAT_B,6
2552,CAT_B,30
2553,CAT_A,58
2554,CAT_B,80
2555,CAT_B,37
2556,CAT_B,626
2557,CAT_B,47
2558,CAT_B,233
2559,CAT_A,762
2560,CAT_B,669
2561,CAT_A,722
2562,CAT_B,536
2563,CAT_A,270
2564,CAT_B,791
2565,CAT_A,20
2566,CAT_B,681
2567,CAT_B,471
2568,CAT_A,348
2569,CAT_A,76
2570,CAT_A,7
2571,CAT_A,14
2572,CAT_A,20
2573,CAT_B,1944
2574,CAT_A,2081
