restaurante,categoria,pedidos
2575,CAT_B,1106
2576,CAT_A,4202
2577,CAT_A,3166
2578,CAT_A,6290
2579,CAT_A,975
2580,CAT_A,673
2581,CAT_B,930
2582,CAT_A,299
2583,CAT_A,241
2584,CAT_A,1499
2585,CAT_A,1339
2586,CAT_A,225
2587,CAT_A,304
2588,CAT_A,519
2589,CAT_A,297
2590,CAT_A,4309
2591,CAT_B,664
2592,CAT_A,123
2593,CAT_B,1525
2594,CAT_A,100
2595,CAT_A,1343
2596,CAT_B,130
2597,CAT_B,52
2598,CAT_A,76
2599,CAT_A,112
2600,CAT_A,114
2601,CAT_A,145
2602,CAT_B,613
2603,CAT_B,29
2604,CAT_A,592
2605,CAT_A,233
2606,CAT_B,249
2607,CAT_A,1260
2608,CAT_A,390
2609,CAT_A,163
2610,CAT_A,3504
2611,CAT_A,117
2612,CAT_A,79
2613,CAT_A,694
2614,CAT_A,93
2615,CAT_A,2
2616,CAT_B,28
2617,CAT_A,2748
2618,CAT_A,3138
2619,CAT_B,1895
2620,CAT_B,1564
2621,CAT_A,3444
2622,CAT_A,2075
2623,CAT_B,574
2624,CAT_A,2263
2625,CAT_B,1602
2626,CAT_A,733
2627,CAT_A,8
2628,CAT_B,38
2629,CAT_B,1652
2630,CAT_B,1274
2631,CAT_A,238
2632,CAT_B,644
2633,CAT_A,246
2634,CAT_A,168
2635,CAT_A,284
2636,CAT_A,585
2637,CAT_B,691
2638,CAT_A,45
2639,CAT_B,237
2640,CAT_B,283
2641,CAT_A,1147
2642,CAT_B,1385
2643,CAT_B,539
2644,CAT_A,352
2645,CAT_B,255
2646,CAT_A,1465
2647,CAT_A,4372
2648,CAT_B,406
2649,CAT_A,855
2650,CAT_A,604
2651,CAT_B,482
2652,CAT_A,605
2653,CAT_A,241
2654,CAT_A,106
2655,CAT_B,1863
2656,CAT_B,1721
2657,CAT_A,527
2658,CAT_A,159
2659,CAT_A,287
2660,CAT_A,229
2661,CAT_A,968
2662,CAT_A,25
2663,CAT_B,551
2664,CAT_A,659
2665,CAT_B,184
2666,CAT_B,48
2667,CAT_A,201
2668,CAT_A,153
2669,CAT_A,123
2670,CAT_A,162
2671,CAT_B,276
2672,CAT_B,2
2673,CAT_B,548
2674,CAT_A,65
2675,CAT_A,57
2676,CAT_A,84
2677,CAT_A,2456
2678,CAT_A,3213
2679,CAT_B,332
2680,CAT_A,1
2681,CAT_A,2382
2682,CAT_B,388
2683,CAT_B,1609
2684,CAT_A,84
2685,CAT_A,2991
2686,CAT_A,3652
2687,CAT_B,433
2688,CAT_A,2835
2689,CAT_A,3078
2690,CAT_B,1242
2691,CAT_B,13
2692,CAT_B,622
2693,CAT_A,996
2694,CAT_B,1598
2695,CAT_B,21
2696,CAT_A,682
2697,CAT_A,5
2698,CAT_A,11
2699,CAT_A,125
2700,CAT_B,145
2701,CAT_B,575
2702,CAT_A,2234
2703,CAT_B,1040
2704,CAT_B,42
2705,CAT_A,447
2706,CAT_B,582
2707,CAT_B,278
2708,CAT_A,256
2709,CAT_B,58
2710,CAT_B,72
2711,CAT_A,1834
2712,CAT_A,2116
2713,CAT_A,408
2714,CAT_A,1864
2715,CAT_A,784
2716,CAT_A,379
2717,CAT_A,281
2718,CAT_A,104
2719,CAT_A,124
2720,CAT_B,75
2721,CAT_A,2643
2722,CAT_B,748
2723,CAT_A,5405
2724,CAT_A,931
2725,CAT_A,237
2726,CAT_A,751
2727,CAT_A,58
2728,CAT_A,15
2729,CAT_A,291
2730,CAT_B,485
2731,CAT_B,28
2732,CAT_B,58
2733,CAT_A,625
2734,CAT_B,838
2735,CAT_A,271
2736,CAT_A,19
2737,CAT_A,1181
2738,CAT_A,235
2739,CAT_A,16
2740,CAT_B,85
2741,CAT_B,621
2742,CAT_B,768
2743,CAT_B,495
2744,CAT_A,37
2745,CAT_A,17
2746,CAT_A,17
2747,CAT_A,153
2748,CAT_A,2223
2749,CAT_A,2708
2750,CAT_B,409
2751,CAT_A,3398
2752,CAT_B,309
2753,CAT_B,208
2754,CAT_B,2642
2755,CAT_A,1870
2756,CAT_A,1173
2757,CAT_A,5188
2758,CAT_B,485
2759,CAT_B,297
2760,CAT_B,479
2761,CAT_B,65
2762,CAT_B,2173
2763,CAT_B,965
2764,CAT_B,19
2765,CAT_A,396
2766,CAT_B,331
2767,CAT_B,152
2768,CAT_A,1257
2769,CAT_A,456
2770,CAT_B,1177
2771,CAT_B,1631
2772,CAT_A,1256
2773,CAT_A,444
2774,CAT_A,93
2775,CAT_B,130
2776,CAT_A,123
2777,CAT_B,119
2778,CAT_A,1
2779,CAT_A,11424
2780,CAT_A,4989
2781,CAT_B,268
2782,CAT_A,942
2783,CAT_B,330
2784,CAT_B,1509
2785,CAT_A,1322
2786,CAT_A,59
2787,CAT_A,150
2788,CAT_A,291
2789,CAT_A,2461
2790,CAT_A,168
2791,CAT_B,537
2792,CAT_A,2473
2793,CAT_A,64
2794,CAT_B,1254
2795,CAT_B,1084
2796,CAT_B,5
2797,CAT_B,186
2798,CAT_A,1130
2799,CAT_A,2228
2800,CAT_B,28
2801,CAT_A,489
2802,CAT_B,759
2803,CAT_A,123
2804,CAT_B,802
2805,CAT_B,102
2806,CAT_A,14
2807,CAT_B,22
2808,CAT_B,4
2809,CAT_A,3
2810,CAT_B,90
2811,CAT_A,1173
2812,CAT_A,1727
2813,CAT_A,2178
2814,CAT_A,227
2815,CAT_A,135
2816,CAT_A,1221
2817,CAT_B,2876
2818,CAT_A,823
2819,CAT_A,3766
2820,CAT_B,224
2821,CAT_B,149
2822,CAT_B,435
2823,CAT_B,1417
2824,CAT_A,2221
2825,CAT_B,1062
2826,CAT_A,79
2827,CAT_B,971
2828,CAT_B,592
2829,CAT_B,460
2830,CAT_B,740
2831,CAT_A,56
2832,CAT_B,117
2833,CAT_A,429
2834,CAT_B,880
2835,CAT_B,855
2836,CAT_A,1300
2837,CAT_A,425
2838,CAT_B,1385
2839,CAT_A,297
2840,CAT_B,151
2841,CAT_A,18
2842,CAT_A,30
2843,CAT_B,59
2844,CAT_B,474
2845,CAT_A,170
2846,CAT_A,2832
2847,CAT_B,394
2848,CAT_A,358
2849,CAT_B,316
2850,CAT_B,1267
2851,CAT_B,887
2852,CAT_A,464
2853,CAT_B,758
2854,CAT_B,157
2855,CAT_A,2474
2856,CAT_B,352
2857,CAT_A,228
2858,CAT_A,2772
2859,CAT_A,1466
2860,CAT_B,1243
2861,CAT_A,1210
2862,CAT_B,306
2863,CAT_A,614
2864,CAT_A,768
2865,CAT_B,2381
2866,CAT_B,77
2867,CAT_B,480
2868,CAT_B,1811
2869,CAT_B,44
2870,CAT_B,215
2871,CAT_B,271
2872,CAT_A,408
2873,CAT_B,659
2874,CAT_B,356
2875,CAT_B,149
2876,CAT_B,18
2877,CAT_B,2345
2878,CAT_B,1515
2879,CAT_A,43
2880,CAT_B,1005
2881,CAT_B,147
2882,CAT_B,46
2883,CAT_B,21
2884,CAT_A,475
2885,CAT_B,71
2886,CAT_A,423
2887,CAT_A,11
2888,CAT_A,3
2889,CAT_A,1128
2890,CAT_B,616
2891,CAT_B,1070
2892,CAT_A,2770
2893,CAT_B,546
2894,CAT_A,2784
2895,CAT_B,1855
2896,CAT_A,4231
2897,CAT_B,787
2898,CAT_A,404
2899,CAT_A,689
2900,CAT_A,26
2901,CAT_A,1185
2902,CAT_A,57
2903,CAT_B,111
2904,CAT_B,692
2905,CAT_A,45
2906,CAT_A,147
2907,CAT_A,79
2908,CAT_B,40
2909,CAT_A,169
2910,CAT_B,564
2911,CAT_B,1458
2912,CAT_A,5
2913,CAT_B,358
2914,CAT_B,20
2915,CAT_B,42
2916,CAT_A,104
2917,CAT_A,14
2918,CAT_B,192
2919,CAT_A,103
2920,CAT_A,364
2921,CAT_B,957
2922,CAT_B,370
2923,CAT_B,2107
2924,CAT_B,614
2925,CAT_B,94
2926,CAT_B,250
2927,CAT_B,628
2928,CAT_A,6
2929,CAT_B,19
2930,CAT_B,255
2931,CAT_B,243
2932,CAT_B,3105
2933,CAT_B,574
2934,CAT_A,1032
2935,CAT_B,783
2936,CAT_A,105
2937,CAT_A,35
2938,CAT_B,459
2939,CAT_A,73
2940,CAT_A,113
2941,CAT_A,260
2942,CAT_A,99
2943,CAT_A,57
2944,CAT_A,1684
2945,CAT_A,1178
2946,CAT_B,840
2947,CAT_A,2550
2948,CAT_B,317
2949,CAT_A,472
2950,CAT_A,8225
2951,CAT_A,68
2952,CAT_A,1571
2953,CAT_A,31
2954,CAT_A,1288
2955,CAT_A,2214
2956,CAT_B,1742
2957,CAT_A,2207
2958,CAT_A,44
2959,CAT_B,486
2960,CAT_B,1038
2961,CAT_A,121
2962,CAT_B,171
2963,CAT_A,187
2964,CAT_B,258
2965,CAT_B,1014
2966,CAT_B,51
2967,CAT_B,179
2968,CAT_B,517
2969,CAT_A,34
2970,CAT_A,123
2971,CAT_A,37
2972,CAT_B,43
2973,CAT_B,342
2974,CAT_B,11
2975,CAT_B,432
2976,CAT_A,518
2977,CAT_B,396
2978,CAT_A,19
2979,CAT_A,14
2980,CAT_A,1801
2981,CAT_B,2018
2982,CAT_A,2577
2983,CAT_A,982
2984,CAT_B,1906
2985,CAT_A,335
2986,CAT_B,218
2987,CAT_B,641
2988,CAT_B,183
2989,CAT_A,141
2990,CAT_B,1977
2991,CAT_A,1791
2992,CAT_A,353
2993,CAT_A,6330
2994,CAT_A,2587
2995,CAT_B,152
2996,CAT_B,47
2997,CAT_A,347
2998,CAT_B,2824
2999,CAT_B,608
3000,CAT_B,73
3001,CAT_B,26
3002,CAT_B,1
3003,CAT_A,6
3004,CAT_A,299
3005,CAT_A,61
3006,CAT_A,824
3007,CAT_A,10
3008,CAT_B,51
3009,CAT_B,1205
3010,CAT_B,862
3011,CAT_B,899
3012,CAT_A,520
3013,CAT_B,25
3014,CAT_A,68
3015,CAT_B,1466
3016,CAT_B,716
3017,CAT_B,1
3018,CAT_B,124
3019,CAT_A,2706
3020,CAT_A,542
3021,CAT_A,1898
3022,CAT_A,603
3023,CAT_A,6595
3024,CAT_B,158
3025,CAT_A,2121
3026,CAT_A,155
3027,CAT_A,2603
3028,CAT_A,210
3029,CAT_B,1258
3030,CAT_B,172
3031,CAT_A,44
3032,CAT_A,2092
3033,CAT_A,347
3034,CAT_A,392
3035,CAT_B,181
3036,CAT_B,41
3037,CAT_B,54
3038,CAT_A,1390
3039,CAT_B,73
3040,CAT_A,15
3041,CAT_A,337
3042,CAT_B,86
3043,CAT_B,41
3044,CAT_B,27
3045,CAT_A,136
3046,CAT_A,66
3047,CAT_A,22
3048,CAT_A,5867
3049,CAT_A,2017
3050,CAT_B,1061
3051,CAT_A,350
3052,CAT_B,359
3053,CAT_A,1009
3054,CAT_A,271
3055,CAT_A,2643
3056,CAT_A,237
3057,CAT_A,141
3058,CAT_B,3292
3059,CAT_B,363
3060,CAT_A,269
3061,CAT_A,104
3062,CAT_A,426
3063,CAT_A,886
3064,CAT_B,268
3065,CAT_B,42
3066,CAT_A,182
3067,CAT_B,22
3068,CAT_B,3418
3069,CAT_B,30
3070,CAT_A,322
3071,CAT_B,378
3072,CAT_A,113
3073,CAT_B,58
3074,CAT_B,95
3075,CAT_B,89
3076,CAT_B,28
3077,CAT_B,4
3078,CAT_B,6
3079,CAT_B,13
3080,CAT_A,652
3081,CAT_A,1992
3082,CAT_A,2163
3083,CAT_B,599
3084,CAT_A,6367
3085,CAT_A,2276
3086,CAT_B,582
3087,CAT_A,2227
3088,CAT_B,475
3089,CAT_A,488
3090,CAT_A,475
3091,CAT_B,875
3092,CAT_A,1047
3093,CAT_A,4208
3094,CAT_A,1037
3095,CAT_A,2565
3096,CAT_B,50
3097,CAT_A,269
3098,CAT_A,175
3099,CAT_B,45
3100,CAT_A,1297
3101,CAT_B,39
3102,CAT_B,475
3103,CAT_B,282
3104,CAT_A,805
3105,CAT_B,51
3106,CAT_A,89
3107,CAT_A,2293
3108,CAT_A,171
3109,CAT_B,219
3110,CAT_A,354
3111,CAT_B,593
3112,CAT_B,255
3113,CAT_B,55
3114,CAT_B,214
3115,CAT_A,2803
3116,CAT_A,16
3117,CAT_A,48
3118,CAT_A,3766
3119,CAT_B,1362
3120,CAT_B,23
3121,CAT_B,386
3122,CAT_B,29
3123,CAT_B,398
3124,CAT_A,68
3125,CAT_A,531
3126,CAT_B,29
3127,CAT_B,5
3128,CAT_A,3198
3129,CAT_A,94
3130,CAT_A,522
3131,CAT_A,1741
3132,CAT_B,1055
3133,CAT_B,115
3134,CAT_A,878
3135,CAT_A,633
3136,CAT_A,597
3137,CAT_A,66
3138,CAT_A,113
3139,CAT_A,674
3140,CAT_B,507
3141,CAT_B,59
3142,CAT_B,808
3143,CAT_B,1074
3144,CAT_A,1379
3145,CAT_A,1165
3146,CAT_B,827
3147,CAT_B,37
3148,CAT_A,748
3149,CAT_B,58
3150,CAT_A,182
3151,CAT_B,173
3152,CAT_A,6
3153,CAT_B,41
3154,CAT_B,25
3155,CAT_B,177
3156,CAT_B,23
3157,CAT_B,580
3158,CAT_B,325
3159,CAT_A,499
3160,CAT_A,216
3161,CAT_A,11
3162,CAT_A,15
3163,CAT_B,19
3164,CAT_A,1081
3165,CAT_A,3126
3166,CAT_B,1686
3167,CAT_B,1190
3168,CAT_A,2319
3169,CAT_B,281
3170,CAT_A,46
3171,CAT_B,853
3172,CAT_A,647
3173,CAT_A,839
3174,CAT_B,147
3175,CAT_B,170
3176,CAT_A,58
3177,CAT_A,2283
3178,CAT_A,2
3179,CAT_A,2401
3180,CAT_B,725
3181,CAT_A,348
3182,CAT_B,277
3183,CAT_A,49
3184,CAT_B,220
3185,CAT_B,2060
3186,CAT_B,968
3187,CAT_B,145
3188,CAT_A,78
3189,CAT_A,145
3190,CAT_A,1133
3191,CAT_A,1859
3192,CAT_A,1185
3193,CAT_A,1765
3194,CAT_A,36
3195,CAT_A,1
3196,CAT_B,178
3197,CAT_B,71
3198,CAT_A,1015
3199,CAT_B,317
3200,CAT_A,106
3201,CAT_A,9
3202,CAT_B,1016
3203,CAT_A,16
3204,CAT_A,21
3205,CAT_B,680
3206,CAT_B,543
3207,CAT_A,196
3208,CAT_A,13
3209,CAT_A,277
3210,CAT_A,1269
3211,CAT_A,1962
3212,CAT_A,27
3213,CAT_B,28
3214,CAT_A,177
3215,CAT_B,35
3216,CAT_B,518
3217,CAT_B,106
3218,CAT_A,3399
3219,CAT_B,31
3220,CAT_B,647
3221,CAT_B,14
3222,CAT_A,45
3223,CAT_B,32
3224,CAT_B,5
3225,CAT_A,50
3226,CAT_A,1730
3227,CAT_A,2746
3228,CAT_A,1196
3229,CAT_B,1083
3230,CAT_B,1276
3231,CAT_B,188
3232,CAT_B,292
3233,CAT_B,380
3234,CAT_B,1295
3235,CAT_A,834
3236,CAT_B,484
3237,CAT_A,159
3238,CAT_A,91
3239,CAT_B,813
3240,CAT_A,750
3241,CAT_A,258
3242,CAT_A,640
3243,CAT_B,1084
3244,CAT_B,114
3245,CAT_A,38
3246,CAT_A,112
3247,CAT_A,1867
3248,CAT_B,623
3249,CAT_A,354
3250,CAT_A,670
3251,CAT_B,986
3252,CAT_B,47
3253,CAT_B,73
3254,CAT_B,1858
3255,CAT_A,16
3256,CAT_A,29
3257,CAT_B,1113
3258,CAT_A,149
3259,CAT_B,313
3260,CAT_B,1468
3261,CAT_B,240
3262,CAT_B,7
3263,CAT_A,37
3264,CAT_A,25
3265,CAT_A,4
3266,CAT_A,135
3267,CAT_A,1691
3268,CAT_B,1816
3269,CAT_A,1863
3270,CAT_A,1706
3271,CAT_B,214
3272,CAT_B,444
3273,CAT_A,303
3274,CAT_B,63
3275,CAT_A,828
3276,CAT_B,220
3277,CAT_A,24
3278,CAT_B,962
3279,CAT_B,269
3280,CAT_A,454
3281,CAT_A,9
3282,CAT_B,41
3283,CAT_A,91
3284,CAT_B,212
3285,CAT_B,2469
3286,CAT_A,513
3287,CAT_A,2235
3288,CAT_A,714
3289,CAT_B,496
3290,CAT_B,112
3291,CAT_B,95
3292,CAT_B,240
3293,CAT_A,1267
3294,CAT_B,697
3295,CAT_B,831
3296,CAT_A,1313
3297,CAT_B,137
3298,CAT_B,1072
3299,CAT_A,450
3300,CAT_B,20
3301,CAT_A,88
3302,CAT_A,64
3303,CAT_A,2
3304,CAT_B,783
3305,CAT_A,627
3306,CAT_B,757
3307,CAT_A,5275
3308,CAT_B,2471
3309,CAT_B,433
3310,CAT_B,526
3311,CAT_B,275
3312,CAT_B,160
3313,CAT_B,577
3314,CAT_B,1204
3315,CAT_B,250
3316,CAT_A,929
3317,CAT_A,268
3318,CAT_A,333
3319,CAT_A,803
3320,CAT_A,80
3321,CAT_A,508
3322,CAT_A,185
3323,CAT_A,1475
3324,CAT_A,148
3325,CAT_A,210
3326,CAT_B,1342
3327,CAT_B,389
3328,CAT_B,842
3329,CAT_A,362
3330,CAT_B,65
3331,CAT_A,50
3332,CAT_B,826
3333,CAT_A,1323
3334,CAT_A,8
3335,CAT_B,275
3336,CAT_A,285
3337,CAT_B,454
3338,CAT_B,3
3339,CAT_A,33
3340,CAT_B,60
3341,CAT_B,62
3342,CAT_A,16
3343,CAT_A,472
3344,CAT_B,166
3345,CAT_B,93
3346,CAT_B,21
3347,CAT_A,2353
3348,CAT_A,2858
3349,CAT_A,842
3350,CAT_A,1882
3351,CAT_A,267
3352,CAT_B,813
3353,CAT_A,814
3354,CAT_A,251
3355,CAT_B,871
3356,CAT_A,1
3357,CAT_A,181
3358,CAT_B,9
3359,CAT_B,1
3360,CAT_A,347
3361,CAT_A,887
3362,CAT_A,62
3363,CAT_A,8
3364,CAT_A,93
3365,CAT_A,13
3366,CAT_A,99
3367,CAT_B,541
3368,CAT_B,198
3369,CAT_A,3885
3370,CAT_A,1131
3371,CAT_B,720
3372,CAT_B,474
3373,CAT_A,1729
3374,CAT_B,678
3375,CAT_B,252
3376,CAT_A,882
3377,CAT_B,467
3378,CAT_A,84
3379,CAT_B,78
3380,CAT_B,348
3381,CAT_A,129
3382,CAT_B,507
3383,CAT_A,80
3384,CAT_A,122
3385,CAT_A,149
3386,CAT_A,564
3387,CAT_B,167
3388,CAT_B,5062
3389,CAT_A,40
3390,CAT_B,269
3391,CAT_A,3138
3392,CAT_A,25
3393,CAT_A,232
3394,CAT_A,163
3395,CAT_A,61
3396,CAT_A,191
3397,CAT_B,531
3398,CAT_B,98
3399,CAT_B,710
3400,CAT_A,297
3401,CAT_A,262
3402,CAT_A,4038
3403,CAT_A,80
3404,CAT_B,87
3405,CAT_A,325
3406,CAT_A,465
3407,CAT_A,2
3408,CAT_B,8
3409,CAT_A,1758
3410,CAT_A,943
3411,CAT_A,590
3412,CAT_B,767
3413,CAT_B,1526
3414,CAT_A,149
3415,CAT_A,1315
3416,CAT_A,570
3417,CAT_A,365
3418,CAT_A,81
3419,CAT_A,3376
3420,CAT_A,377
3421,CAT_A,2878
3422,CAT_A,476
3423,CAT_A,398
3424,CAT_B,38
3425,CAT_A,7198
3426,CAT_B,82
3427,CAT_A,481
3428,CAT_A,71
3429,CAT_B,29
3430,CAT_B,182
3431,CAT_B,2784
3432,CAT_B,3622
3433,CAT_B,340
3434,CAT_B,469
3435,CAT_A,7
3436,CAT_B,13
3437,CAT_B,298
3438,CAT_B,41
3439,CAT_B,10
3440,CAT_A,1027
3441,CAT_B,109
3442,CAT_B,25
3443,CAT_B,18
3444,CAT_B,50
3445,CAT_A,58
3446,CAT_B,125
3447,CAT_B,444
3448,CAT_B,582
3449,CAT_A,102
3450,CAT_A,25
3451,CAT_B,366
3452,CAT_A,283
3453,CAT_A,2930
3454,CAT_A,338
3455,CAT_A,4809
3456,CAT_B,521
3457,CAT_B,246
3458,CAT_B,433
3459,CAT_A,442
3460,CAT_A,3294
3461,CAT_A,134
3462,CAT_B,102
3463,CAT_A,551
3464,CAT_B,417
3465,CAT_A,1908
3466,CAT_A,1320
3467,CAT_B,1513
3468,CAT_A,110
3469,CAT_A,194
3470,CAT_B,119
3471,CAT_B,393
3472,CAT_B,525
3473,CAT_A,4
3474,CAT_B,528
3475,CAT_B,184
3476,CAT_B,197
3477,CAT_A,286
3478,CAT_B,281
3479,CAT_B,572
3480,CAT_A,42
3481,CAT_B,383
3482,CAT_A,149
3483,CAT_B,509
3484,CAT_B,17
3485,CAT_B,1666
3486,CAT_A,54
3487,CAT_A,15
3488,CAT_A,4
3489,CAT_A,169
3490,CAT_A,6
3491,CAT_B,4
3492,CAT_A,2447
3493,CAT_B,642
3494,CAT_B,245
3495,CAT_A,2061
3496,CAT_B,253
3497,CAT_B,501
3498,CAT_B,1625
3499,CAT_B,146
3500,CAT_A,559
3501,CAT_B,765
3502,CAT_A,136
3503,CAT_A,1520
3504,CAT_A,240
3505,CAT_A,63
3506,CAT_B,137
3507,CAT_B,78
3508,CAT_B,1494
3509,CAT_A,372
3510,CAT_A,151
3511,CAT_A,515
3512,CAT_B,20
3513,CAT_B,1921
3514,CAT_A,164
3515,CAT_A,1
3516,CAT_A,197
3517,CAT_B,100
3518,CAT_B,13
3519,CAT_B,18
3520,CAT_A,876
3521,CAT_B,25
3522,CAT_A,3
3523,CAT_A,27
3524,CAT_B,423
3525,CAT_A,58
3526,CAT_A,123
3527,CAT_B,2077
3528,CAT_B,487
3529,CAT_B,55
3530,CAT_A,422
3531,CAT_A,2746
3532,CAT_B,308
3533,CAT_B,1136
3534,CAT_B,21
3535,CAT_A,1
3536,CAT_A,351
3537,CAT_A,13
3538,CAT_A,1
3539,CAT_A,14
3540,CAT_B,2
3541,CAT_B,1358
3542,CAT_B,2027
3543,CAT_A,1498
3544,CAT_A,25
3545,CAT_A,1896
3546,CAT_B,329
3547,CAT_B,67
3548,CAT_B,2717
3549,CAT_A,461
3550,CAT_A,564
3551,CAT_B,558
3552,CAT_A,120
3553,CAT_A,350
3554,CAT_A,274
3555,CAT_B,62
3556,CAT_B,671
3557,CAT_A,42
3558,CAT_A,449
3559,CAT_B,1291
3560,CAT_B,1054
3561,CAT_A,48
3562,CAT_A,8
3563,CAT_A,1368
3564,CAT_A,536
3565,CAT_A,3003
3566,CAT_B,973
3567,CAT_A,1702
3568,CAT_A,504
3569,CAT_A,5417
3570,CAT_B,171
3571,CAT_A,1173
3572,CAT_B,253
3573,CAT_A,6111
3574,CAT_A,96
3575,CAT_A,115
3576,CAT_A,67
3577,CAT_B,448
3578,CAT_A,469
3579,CAT_B,350
3580,CAT_A,53
3581,CAT_B,41
3582,CAT_B,56
3583,CAT_A,24
3584,CAT_A,231
3585,CAT_B,85
3586,CAT_B,683
3587,CAT_B,41
3588,CAT_B,399
3589,CAT_B,17
3590,CAT_A,1244
3591,CAT_B,156
3592,CAT_A,172
3593,CAT_B,532
3594,CAT_B,708
3595,CAT_B,35
3596,CAT_A,321
3597,CAT_A,20
3598,CAT_A,47
3599,CAT_A,314
3600,CAT_B,2196
3601,CAT_B,872
3602,CAT_B,698
3603,CAT_B,1428
3604,CAT_B,368
3605,CAT_B,119
3606,CAT_B,53
3607,CAT_B,92
3608,CAT_B,39
3609,CAT_A,61
3610,CAT_A,271
3611,CAT_B,901
3612,CAT_A,126
3613,CAT_B,270
3614,CAT_A,432
3615,CAT_B,233
3616,CAT_B,140
3617,CAT_B,599
3618,CAT_B,1256
3619,CAT_B,309
3620,CAT_B,41
3621,CAT_B,40
3622,CAT_B,39
3623,CAT_B,504
3624,CAT_B,561
3625,CAT_B,1859
3626,CAT_B,33
3627,CAT_B,770
3628,CAT_B,1448
3629,CAT_A,1723
3630,CAT_A,980
3631,CAT_A,185
3632,CAT_A,47
3633,CAT_A,21
3634,CAT_B,282
3635,CAT_B,30
3636,CAT_B,359
3637,CAT_B,25
3638,CAT_A,735
3639,CAT_B,2274
3640,CAT_B,26
3641,CAT_B,9
3642,CAT_A,35
3643,CAT_A,572
3644,CAT_B,886
3645,CAT_B,75
3646,CAT_B,89
3647,CAT_B,264
3648,CAT_A,735
3649,CAT_B,134
3650,CAT_B,988
3651,CAT_B,1820
3652,CAT_B,691
3653,CAT_B,1123
3654,CAT_A,330
3655,CAT_A,49
3656,CAT_A,58
3657,CAT_A,23
