nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
antônio prado;Rio Grande do Sul;Não;0,001455991;-0,316413;-2,7415042;0,35390592;0,3916713;-0,38966686;0,19608597;0,2832648;-0,43604034;-1,6458662;0,3658732;0,13503234;-0,68441206;-0,20467359;-0,26498416;-1,2032467;0,01273329;-0,0074120387;-0,6630545;0,6870508;-0,16970865;0,0978669;-0,44489467;-0,36518854;0,48869893;-0,028384231;0,1004625;0,49266595;-0,028123692;0,22250366;0,39058468;0,15860364;0,42073283;-0,46253425;-0,15816183;-0,0072045773;-0,35712633;0,35856965;-0,39852422
marabá;Pará;Não;0,0014541438;-0,06879874;-2,577258;-0,87028825;-0,9373502;-0,20247394;0,1882625;-0,9001693;-0,48373893;0,3201494;-1,4379478;-0,3943538;0,87162566;0,040090367;0,29014644;0,5075604;-0,4214949;0,55505466;0,26283526;-0,66491216;-0,18522719;-0,23211636;-0,4355945;-0,3495543;0,48806587;0,022188634;0,06923992;0,41211006;-0,012953458;-0,25152957;0,43244;-0,12764968;0,110671945;-0,305598;-0,09718603;0,06396248;0,056267377;0,40681598;0,036622483
duque de caxias;Rio de Janeiro;Não;0,0014317347;0,28594223;1,4127617;-0,28614944;-0,73824525;0,07549924;-0,14535949;0,32033134;-0,9767755;0,1851403;-2,3619099;0,060708538;0,34666446;0,29144117;0,2521606;0,8799578;-0,45512065;-0,06785059;-0,2058823;-1,109858;0,16531856;-0,23108104;-0,09870225;0,10382915;-0,21550319;-0,20457295;0,09167688;-0,7772789;-0,03420725;-0,7062998;-1,1578475;-0,020714035;-0,5405434;-0,2500822;0,12481181;0,06561437;0,060855117;-0,03600758;0,059640985
alegrete;Rio Grande do Sul;Não;0,0014272287;-0,09991483;-3,9428442;0,036643945;-0,7538236;-0,23317002;0,03573916;0,005141743;-0,034084424;0,56785387;-0,06537744;-0,27912286;0,83770967;-0,34506702;-0,09158472;-0,07695746;-0,26570678;-0,12694295;-0,4970545;-1,124084;-0,00036590267;-0,17507695;-0,51006895;0,19196357;-0,34221125;0,166326;0,06895581;0,28877786;-0,00830559;0,40160927;0,66299367;-0,046249285;-0,015888644;-0,4471652;-0,1454967;0,039950013;0,029216293;0,34249437;0,110390514
engenheiro coelho;São Paulo;Não;0,0014063168;-0,25219736;-0,76350904;-0,77425086;-1,0119064;-0,18041474;0,1029967;0,3548888;-0,57134664;-1,8594452;0,31115663;-0,09540614;-0,544782;-0,14837176;-0,24497667;0,02480435;-0,57375705;0,43440524;-0,14883752;-1,4455802;-0,012517618;-0,057703726;-0,25069833;0,2000471;-0,49398354;-0,22032797;0,06862158;0,09002521;0,092740975;0,33244586;0,6591353;-0,1736159;0,4866711;0,55558884;-0,08688123;0,00055114925;-0,086689;0,3705082;0,057028696
mairiporã;São Paulo;Não;0,0013766505;-0,16851093;0,75782907;0,07172568;0,38105205;0,16732493;0,13400184;-0,90087426;0,21147513;-0,39523223;-0,1077022;-0,039990433;0,81711954;-0,36012334;-0,110050134;-1,4978576;-0,8736093;0,04940956;-0,6200768;-0,514534;-0,066208474;0,053766962;0,036065906;-1,0384878;-0,4583876;-0,29134646;-0,055982206;0,112252615;0,08815996;0,32789245;-0,5240893;-0,18768896;-0,2315448;-0,46510303;-0,14576374;-0,02469536;-0,14243056;0,044216577;0,09106645
guaporé;Rio Grande do Sul;Não;0,0013739092;0,041166235;-1,4545852;0,39094386;0,32527584;-0,40264866;0,13585147;0,26212487;-0,5177819;-1,655432;0,62203217;-0,5719992;-0,5347213;-0,2143906;-0,15922879;-0,845304;0,5444241;-0,24545604;-0,79028237;0,7066588;-0,15074052;0,12178528;-0,408481;-0,42311394;0,33127332;-0,04612253;0,08316198;-0,7011591;-0,022835393;0,22735637;-0,32036477;0,38817376;0,57994163;-0,5498254;-0,17323837;-0,0059122723;-0,4030829;0,40876892;-0,45116168
itaperuna;Rio de Janeiro;Não;0,0013363499;-0,19539565;-1,1940138;0,2647312;0,29381257;-0,17508247;0,13495307;-0,15900716;-0,8124964;-1,0406233;0,013830593;-0,4990989;0,70297444;-0,07167038;0,23602118;0,88241696;-0,67369;-1,0260304;-0,9385228;0,38085946;-0,022676438;-0,15090373;-0,81103915;0,0456497;-0,52868426;0,21585684;-0,27672955;0,34587115;0,113986336;0,42818698;0,29250777;-0,1585303;-0,59762806;-0,40584373;-0,21878748;0,0073562283;-0,07977181;-0,37454978;0,14507528
horizontina;Rio Grande do Sul;Não;0,0012857107;-0,20819296;-1,5522318;0,42510888;0,34080353;-0,3195601;0,2085677;-0,4137902;0,10031814;-1,5543454;-0,14599225;-0,43448445;-0,6258997;-0,22023442;-0,24096876;-1,0116144;0,067059666;-0,18833326;-0,7952879;0,44635144;-0,11341334;0,13820066;-0,08980124;0,4415708;0,21623856;0,10054646;-0,26306745;-0,8844717;0,090962015;0,31508452;-0,16666111;0,109847836;0,35598698;1,0350791;0,12457371;-0,02277986;-0,37111166;-0,34938616;-0,49003857
araputanga;Mato Grosso;Não;0,0012824978;-0,22237824;-2,8019772;-0,6919657;-0,88115585;0,15456377;0,14765115;-0,45634297;-0,18835603;0,5558577;-1,182586;-0,38082963;-0,5731317;-0,1556993;-0,3090576;-0,7689491;0,2649322;0,51657295;0,279547;1,0030867;-0,18008219;-0,1392975;-0,30500776;-0,3038985;-0,5722087;0,12492961;-0,28852022;0,34589124;-0,27103856;0,44327688;0,7741818;-0,043300778;0,451859;-0,3330035;-0,14209539;0,012411456;-0,07655608;0,1859893;0,058820814
pato branco;Paraná;Não;0,0012650146;-0,32654738;-1,21754;-0,2556306;-0,6262416;0,18375547;0,016198263;0,34608266;0,14404239;-0,51153344;0,17846322;-0,5494501;0,8819341;-0,3573925;-0,08951085;0,6455624;-0,97233564;-1,0365285;0,3671938;0,44844922;-0,21605171;0,08026881;-0,6396326;-0,036508806;0,013040641;-0,01166994;-0,32401797;0,2851856;0,12326441;0,5054793;0,59060353;-0,25118947;-0,5152353;-0,47440875;0,017501457;0,0034956355;-1,5958325;-0,3985334;-0,38634166
bom jesus dos perdões;São Paulo;Não;0,0012629674;-0,32896322;0,47782013;-0,13507766;-0,79073995;-0,014495896;0,13200615;0,39400518;-0,099451445;-0,5511929;-0,68573654;0,15221345;-0,540275;-0,12162116;-0,31144744;-1,1754143;-0,7891801;0,4827593;-0,31753173;-1,2781137;-0,018498808;0,11496832;-0,07368684;-0,97914827;-0,39542523;-0,2354225;0,0027398271;0,5982097;-0,052908905;0,28270438;-0,04052858;0,12203026;0,55568314;-0,5235246;-0,17261688;-0,036014836;-0,12865716;0,45976102;0,057538994
dois irmãos;Rio Grande do Sul;Não;0,0012576154;-0,0872032;1,1243182;0,050576337;0,83800846;-0,38610077;-0,2058363;0,2622;-0,4959882;-1,2843313;-0,5076908;0,09488839;0,052948344;-0,22563154;-0,18906613;-0,94303936;-0,112712756;-0,24110179;-0,5808471;-0,031275224;0,008025743;0,117790334;-0,50989467;-0,68033814;0,35680988;0,12525515;0,08480905;-1,2112153;-0,08543901;0,18227166;-0,8699152;0,15206955;0,56857055;-0,43361348;-0,014898081;-0,026035447;-0,4145271;-0,5477251;0,09839137
porto nacional;Tocantins;Não;0,001255369;-0,13355073;-2,8868277;-1,022039;-1,004729;0,18474086;0,118941166;-0,009459306;0,12757315;0,37612766;0,027044306;-0,51203537;-0,76542634;-0,26646087;-0,103872366;0,49531105;-0,7244565;0,19495094;0,25412363;-0,5816235;-0,25003546;-0,13051175;-0,1398904;-0,4952057;0,4103991;-0,04346226;-0,30711195;0,46796632;0,05343703;0,37601364;0,65428144;-0,16781487;0,28983718;-0,40370426;-0,52403253;0,044089526;-0,06351998;0,44071198;0,050947748
iracemápolis;São Paulo;Não;0,0012547134;-0,65417725;0,34052825;0,023779958;0,5549181;-0,03802697;-0,15454681;-0,95069164;0,12958199;0,31404465;0,8074238;-0,76981866;-0,14225449;-0,13989264;-0,31826186;-1,6479173;-0,56159055;0,49553984;-0,489714;-1,7570996;0,026685953;-0,036832362;-0,21837828;-1,0660083;-0,53836614;-0,36761817;0,047630604;0,028224504;0,034552842;0,24862418;-0,28657034;0,08404108;0,5170684;0,060506567;0,03199655;-0,04279052;0,07387806;0,30570993;0,08601998
laranjeiras;Sergipe;Não;0,0012446749;-0,06964666;-0,21237436;-0,81226754;-1,336344;-0,19100444;0,19450235;-0,38459155;-0,063921556;0,036871754;-1,3619772;-0,34943682;-0,4237078;-0,17118;-0,27295867;-0,9537764;-0,5470346;0,41921672;0,19318922;-1,3921461;-0,102732554;-0,25451985;-0,30542743;-0,41446579;0,3405333;0,12833172;0,048333008;0,16084984;-0,35529685;0,32674325;0,89983505;-0,12979147;0,4865982;0,8713821;0,18383136;-0,59106195;0,039728343;0,35611266;0,031765312
guarabira;Paraíba;Não;0,001219529;-0,18495932;1,2208627;-0,9107636;-1,3057139;-0,1733806;0,17484546;0,3662242;-0,19083188;0,40314725;-0,75064963;-0,78251964;-0,45700943;-0,17282355;-0,026244812;-0,36909655;-0,59982455;-0,51131654;0,30709758;-0,32391;-0,27506408;-0,2528856;-0,39487052;-0,530682;-0,10117315;-0,1941853;0,078678414;0,14457916;-0,08067938;-0,90616053;0,63921684;-0,06046523;0,51276195;-0,44690594;-0,43718797;0,0835286;0,06584375;0,40725794;0,036979865
maranguape;Ceará;Não;0,0012177803;-0,03187776;0,60736907;-0,877865;-1,3575504;0,1527044;0,17876571;-0,58129376;0,03944883;-0,0096669225;-1,6319968;0,25834978;-0,26951808;-0,047171816;-0,07554974;-0,5922057;-0,63113666;0,30637568;-0,32595384;-1,5700885;-0,18306847;-0,23671234;-0,31773263;-0,53281826;0,27729616;0,122000426;0,059770424;0,24252145;-0,05905621;0,2457923;0,63180035;0,08661771;0,5650074;-0,48583412;-0,43413734;0,060304932;0,011269296;0,38166326;0,024462735
porto feliz;São Paulo;Não;0,0012032648;-0,10824495;-0,88835984;0,03928972;-0,16493212;-0,09593772;0,18462601;0,26845965;0,007917709;-0,5422052;0,47741097;-0,16814545;-0,6676715;-0,23595938;-0,26679352;-1,4661328;-0,3766508;0,05361651;-0,58938706;-0,28346166;-0,17503026;0,07383453;-0,5126548;-0,58763236;-0,8178513;-0,4521279;0,085586436;0,15534817;0,18414408;0,34947908;0,5297084;-0,16326593;0,43744788;-0,41580445;-0,069053024;0,006055936;-0,04821683;0,09042798;0,14044341
monte carmelo;Minas Gerais;Não;0,0011773154;-0,258115;-2,8601856;0,101652294;0,31973097;0,25254586;0,20941757;-0,031377196;-0,4995769;-1,9079051;0,65595114;-0,46227205;-0,50152105;-0,30886835;-0,2558721;-1,1868335;-0,07717471;0,11583036;-0,24719027;0,98921776;-0,0052011204;-0,12803942;0,42266515;-0,43880558;-0,4990411;-0,026530046;0,061051622;0,34980437;0,0077577746;0,40988764;0,6243452;-0,15525581;0,011641176;-0,43689358;-0,16325864;-0,0045516957;-0,03030271;-0,24869514;0,16841601
são luís;Maranhão;Não;0,0011760987;0,45576286;0,8105442;-1,8265749;-1,1178885;-0,56677306;0,22118996;0,04637223;0,28568715;-0,60577786;-0,31013364;-0,27450088;0,4194372;0,3438599;0,40837094;0,9821126;-1,0155584;0,18376239;0,31985086;0,9938517;-0,11180896;-0,18035638;-0,59097475;-1,0317901;-0,39143226;-0,15046705;0,075460136;-1,0263968;-0,05491613;-0,5273946;-1,0839422;-0,02839856;0,119406454;-0,36990944;-0,02188219;-0,50428456;-0,14095464;0,18968748;0,042180907
taboão da serra;São Paulo;Não;0,0011731745;-0,0800048;1,5071511;-0,2649104;0,29964817;-0,9480011;-0,5109728;-0,98187494;0,06908309;0,2600931;-0,10551614;-0,4633957;-0,30863035;-0,11582631;0,34831205;0,8328609;-0,38366905;0,15117028;0,51924676;-1,8510842;0,2072109;0,08541746;-0,41957068;-1,2577636;-0,44818023;-0,3597674;0,09956576;-0,9438459;-0,014329384;0,3404165;-0,93929434;-0,12311875;-0,12181863;0,10336834;-0,0043746633;0,061016083;0,06759491;-0,40536803;0,06208834
igarassu;Pernambuco;Não;0,0011398103;-0,10664087;0,72253984;-1,0886697;-0,98958665;0,13639651;0,16652021;-0,9229776;-0,45697662;-0,07529058;-1,660409;-0,5705295;1,0646188;-0,031987496;-0,049351167;0,42104748;-0,616349;0,40427896;-0,21023144;-1,3844956;0,054654017;-0,18133433;-0,4360569;-0,49907994;0,18135494;0,018958218;0,094626546;0,13253771;0,03219944;0,34428903;-0,5063029;0,11317176;0,6058771;-0,5136766;-0,13423054;-0,63815427;0,02378235;0,46962842;0,019889688
são ludgero;Santa Catarina;Não;0,0011303078;-0,40467712;-0,24571782;-0,8873917;-1,2337124;-0,07053477;0,15215017;0,20599814;-0,48335898;-1,4128016;0,6105964;-0,40751427;-0,38349032;-0,14797628;-0,2007129;-0,97047716;0,38872898;0,47304106;-0,30761865;-1,5121641;-0,14850219;0,09951764;-0,08872564;-0,41232;0,44009796;0,001989285;0,024632128;0,45686254;-0,07066311;0,26838505;-0,07484839;0,35736293;0,63327956;-0,43942755;0,07754535;0,005975317;-0,4183049;0,33208248;-0,28164545
sapezal;Mato Grosso;Não;0,0010858114;-0,32574546;-2,8658366;-0,8529749;-0,8868479;-0,16782776;0,18892768;-0,41714433;-0,093644984;-0,3956682;0,31394547;-0,38586667;-0,5924018;-0,18436085;-0,29974064;-1,2400298;-0,3722095;0,5893853;0,2837881;0,52465695;-0,12532616;0,0026478984;-0,54791665;-0,31760725;0,3731473;0,1034816;-0,30490887;0,38502094;-0,035022464;0,26197404;0,7467917;-0,20868976;0,5177211;-0,11402712;0,14952524;0,016646277;-0,09955425;0,13083956;0,13030636
formiga;Minas Gerais;Não;0,0010825281;-0,2755575;-3,1717184;0,27949038;0,3247003;-0,31932917;0,16530018;0,151737;-0,2587216;-2,3003929;0,4609853;0,2884263;-0,53167653;-0,2315579;-0,2081943;-0,203612;0,5078069;-0,12456552;-0,8855363;0,7702592;-0,1654102;0,007079332;0,42464;-0,39727068;0,16248208;0,2594065;-0,20694366;0,32377517;-0,06674923;0,16716754;0,43039015;-0,21560796;-0,02995493;-0,47790027;-0,14750096;-0,00850294;-0,47335565;-0,27345705;0,13228692
senador canedo;Goiás;Não;0,0010720994;-0,06598451;1,2099013;-1,0392834;-1,2348634;-0,31801966;-0,13896404;-0,41675588;-0,0023676846;0,48571822;-1,4210262;-0,49092972;-0,40221438;-0,077641025;-0,10053599;-1,0381963;-0,0745054;0,48025194;-0,12824667;-1,3743578;-0,24876653;-0,19679268;-0,06798148;0,51828194;-0,22795065;-0,021794364;0,08931214;0,17536603;0,079531446;0,26886696;-0,29481563;-0,08093439;0,23566319;-0,41571587;-0,4220757;0,043225296;0,038693767;0,50908786;0,039551564
goiandira;Goiás;Não;0,0010698722;-0,3252678;-2,8928397;0,28028044;0,16734628;-0,30191562;0,15121847;-0,4482707;0,027212061;0,50123745;0,12886736;-0,58722556;-0,5486462;-0,1911265;-0,34057668;-1,3595276;0,017644923;0,7450849;-0,73209393;0,48216933;-0,20305419;0,021668449;-0,49916428;-0,4330053;-0,6158895;-0,27935317;0,09057652;0,23855197;0,124809526;0,30827886;0,53875077;-0,08838995;0,48127216;-0,37223065;-0,31882218;-0,31062004;0,061058816;0,28086454;0,07177385
bayeux;Paraíba;Não;0,0010621612;-0,016864138;1,8722888;-1,0649719;-1,3851875;0,09935029;-0,13477053;-0,47878522;-0,55388147;0,4909859;-1,5741904;-0,27226147;-0,2223135;-0,04129833;-0,057866562;-1,1900051;-0,18394072;0,349107;-0,31851774;-0,95123994;-0,24421062;-0,2078572;-0,18448803;0,66965055;0,27386105;0,040701985;0,08240553;-0,73160726;0,07633861;0,37489766;-0,8341174;-0,043486938;0,53021324;-0,6265524;-0,3795558;0,08241046;0,089113474;0,49135855;0,03869413
barbacena;Minas Gerais;Não;0,0010599131;0,032780062;-1,182459;0,038380735;0,3334337;-0,13195436;0,0218225;-0,13258493;-0,2908738;-1,0711325;-0,023330385;-0,47404262;0,8190132;-0,038526867;0,1764461;0,61341983;-0,7903575;-1,1373174;-0,9073015;0,58326256;-0,08656922;-0,16450007;0,33417493;0,38236693;0,21377273;-0,3453747;-0,21748324;0,2795286;-0,47316393;-0,8472962;0,42748147;-0,089714676;-0,56623197;-0,39188176;-0,15716647;-0,4467966;0,13008629;-0,29420254;-0,26442257
iperó;São Paulo;Não;0,001048788;-0,053424384;-0,5053386;-1,0061804;-0,7787221;-0,2351961;-0,029444115;0,33951503;0,11581414;0,3739848;-1,3514745;-0,42000785;-0,52713084;-0,17303336;-0,2618632;-1,2733073;-0,20212135;0,4040033;-0,21551208;-0,9977429;-0,19660114;-0,24198695;-0,13173898;0,3750935;-0,34287757;-0,065445825;0,041018065;-0,83764637;0,030922499;0,24111462;-0,4312743;0,062220752;0,48524123;1,0945972;-0,11077679;-0,017896336;0,08471889;0,5495609;0,05966264
quatis;Rio de Janeiro;Não;0,0010482426;-0,2593592;-3,0977478;0,045395304;-0,011179887;-0,0135889165;0,18796457;0,20943588;-0,1836756;0,5030033;-0,57183135;-0,59207594;-0,70809335;-0,19010782;-0,38494545;-1,4225562;-0,4931673;0,05290392;-0,6581347;0,89093596;-0,041846663;-0,19566894;-0,34905094;-0,008741591;0,28454047;-0,23304366;-0,29585937;0,27482942;-0,05927764;0,36785248;0,56055707;-0,15967752;0,44766158;-0,42404372;0,060591944;-0,0061874473;-0,046317067;0,32414567;0,04655838
colombo;Paraná;Não;0,0010418167;-0,03538035;1,3381822;-0,9422602;-1,0196577;-0,5199247;0,20030345;0,37185937;-0,65629554;0,498876;-1,7644342;-0,16863613;1,0782285;-0,030054769;0,049772713;-1,0078855;-0,7911991;0,37884527;0,30583918;-1,5789866;-0,19001722;0,108883925;0,19749697;-1,075806;0,17556788;0,105637394;0,062981814;-0,42718312;-0,16139464;0,26277936;0,05467911;-0,0988797;-0,060584046;-0,61373997;-0,46199423;-0,025534283;-0,15316406;0,3928479;0,044277273
juatuba;Minas Gerais;Não;0,0010243322;0,09533488;0,6591125;-0,90929264;-1,3199652;0,1616274;-0,1908377;0,019741923;-0,55210924;-0,08948028;-1,5423108;0,10399749;-0,44890517;-0,15610918;-0,26438847;-1,1318419;-0,4107588;0,45291328;-0,120848276;-1,7723701;-0,048078835;-0,19941546;-0,38960776;-0,56130636;0,19458541;0,1231268;0,04382096;0,34940425;0,028506774;0,39023048;0,028037373;0,117744565;0,5729956;-0,25905317;0,21829924;0,06548087;0,043341603;0,42760172;0,097876705
tubarão;Santa Catarina;Não;0,0010151743;-0,22078581;0,7682681;0,36133084;0,40984002;0,010661195;-0,029739534;0,0804411;-0,021320697;-0,8173474;0,14109743;-0,27012354;0,9428807;-0,27510098;-0,014093444;0,8913404;-0,99086875;-0,9707215;-0,3937976;-1,1624254;-0,2698294;0,028704394;0,30353424;0,27286974;0,2542653;-0,10959723;0,06701847;-1,1556218;-0,076239586;0,22318247;-0,73456216;-0,10817185;-0,641515;-0,53722525;-0,05417981;-0,05565584;-1,6363643;-0,37618098;-0,015857643
almeirim;Pará;Não;0,0010147769;-0,100881115;-2,6602902;-0,7359238;-0,9816824;-0,23376726;0,13111007;-0,39127132;-0,042646565;0,51668066;-0,44657743;-0,35287252;-0,53137594;-0,19151022;-0,24059306;-1,2494044;-0,4171126;0,43705896;0,20404886;-1,123843;-0,11926239;-0,19585994;-0,17548108;-0,5216986;0,44682154;0,08579601;0,06320697;0,3901025;-0,30414128;0,4753992;0,79975045;-0,068979956;0,49564797;0,18113834;0,06127038;0,060879394;0,11969126;0,37037906;0,06391998
macatuba;São Paulo;Não;0,0010135227;-0,314836;-1,3657343;-0,023971928;-0,6349768;-0,04907904;0,19550146;-0,7431504;-0,053375088;0,049965993;-0,7399876;-0,6493885;-0,8185537;-0,18747404;-0,38830712;-1,696119;-0,32428378;0,07426443;0,119070455;0,7669649;-0,020986523;0,08598588;-0,0682577;-0,5790551;-0,7428356;-0,2737195;0,06739422;0,64427704;-0,01865162;0,29684576;0,69690806;-0,14811505;0,40466285;-0,16330466;0,05654621;0,010626762;-0,05127504;0,32706338;0,07584126
guaxupé;Minas Gerais;Não;0,0010131501;-0,23547526;-0,4095224;-0,0025292633;0,25147754;-0,3007264;0,14033763;-0,8429404;-0,47258037;-2,2264392;-0,07195344;-0,42845672;0,07984882;-0,3145378;-0,20666353;-0,10267801;0,37790275;-0,2866805;-0,42736143;-0,7537361;0,017730188;0,033259984;0,31348124;-0,14646666;0,38384897;0,10941534;0,029538916;0,2988777;0,023993894;0,26249155;0,5553294;-0,20595938;-0,13841777;-0,5051443;-0,04559928;-0,012317749;-0,050232407;-0,41737825;-0,457622
votorantim;São Paulo;Não;0,001006169;-0,0057324152;1,3261508;-0,24279012;-0,43363056;0,15005076;0,17544758;-0,9777533;-0,13871866;-0,06631826;0,52900946;-0,8088694;1,3722028;-0,07961372;-0,07371521;-1,4856908;-0,38693118;0,09174957;-0,45110232;-1,0040357;-0,14285144;0,13499382;-0,46956825;-1,1805571;-0,4219047;-0,28473455;0,09917845;-0,8378987;-0,09116196;-0,7152324;-0,99197567;-0,09188798;-0,16532198;0,6406446;-0,024420705;0,07375072;0,08764956;0,64820284;0,05257911
jaboticabal;São Paulo;Não;0,0010037204;-0,2975516;-1,1982912;0,044659413;0,27971196;-0,22352703;-0,17997973;-0,9972203;-0,08850653;-0,878004;0,16654089;-0,14522369;0,80201906;-0,29970083;-0,14405106;0,96258706;-0,6932546;-0,24216439;-0,98208797;0,7476142;-0,15050116;0,07490482;-0,6796292;0,044256672;-0,7584788;-0,38681537;0,058648013;0,354082;-0,09999604;-0,706491;0,40861788;-0,18268467;-0,15604308;-0,11215762;0,0753389;0,087690465;-0,0126818;-0,34084347;-0,34403184
são marcos;Rio Grande do Sul;Não;0,0010029065;-0,46879825;-1,3855157;0,27215603;0,3367467;-0,33351347;0,15609977;0,28461853;-0,47618258;-1,6236149;0,5326343;-0,5216647;-0,51473576;-0,2089375;-0,27266365;-1,3178937;-1,0042827;0,11929757;-0,6402978;0,64378905;-0,17251708;-0,004033912;-0,07278592;-0,57531595;0,3298656;-0,04525341;0,05656887;0,3356418;-0,035456304;0,26471022;-0,17225596;0,32189882;0,5642842;-0,44813693;-0,11896368;-0,016814388;-0,5135567;0,36450008;0,16632251
quatro barras;Paraná;Não;0,0010018884;-0,5586872;-0,40415162;-1,1246446;-1,2764534;-0,16769049;0,12928471;0,26294842;0,14311837;0,19129114;0,47655213;0,30909005;-0,63482046;-0,14767215;-0,2641784;-1,3926989;-0,98953843;0,3611731;-0,26710778;-1,3078685;-0,16376553;0,08249847;-0,046324372;-0,54571706;-0,36921623;-0,09667585;-0,3059428;0,45466;-0,054262176;0,27656016;-0,52657485;0,16831282;0,57278484;0,4335091;0,135244;-0,022347592;-0,10746801;0,45168212;0,13002552
esteio;Rio Grande do Sul;Não;0,0009970132;-0,18914565;1,700556;0,069792464;0,28409064;0,060672946;-0,30341133;0,24859834;0,3945284;0,31720832;-0,14516425;-0,3626048;1,011915;-0,20380121;-0,027975058;-2,2678647;-0,5906679;-0,14572203;-0,6561747;-1,8799706;0,14318065;0,0073565086;-0,51755637;-0,9189286;0,38741642;0,019488674;0,097697735;-0,96132064;0,03935219;0,19352403;-0,9051963;-0,06352259;-0,29379892;0,08132631;0,0026481317;-0,020609168;-0,16925569;-0,71609133;0,07947124
tucuruí;Pará;Não;0,0009916221;-0,091887504;-2,7042284;-0,870803;-0,9123327;-0,2635143;0,18448025;-0,6616519;-0,15538363;0,17885126;-1,2380537;-0,41972858;1,0204421;-0,073740736;-0,09835622;-0,8154146;-0,6144113;0,50825286;0,23420034;-0,5501922;-0,15019189;-0,21894296;-0,47169024;-0,5428493;-0,5752762;0,1606992;0,06958348;0,17584154;-0,0973707;0,38438976;0,6315175;-0,06468112;0,42018193;0,64851785;0,19746111;0,07874782;0,06565927;0,39785442;0,02863623
castanhal;Pará;Não;0,0009864118;-0,01596799;-0,61007375;-0,9776128;-1,0340564;-0,32897633;0,12805878;-0,75341284;-0,22262745;0,018659588;-1,6537893;-0,11030009;0,7404211;0,016536726;0,22308181;0,041611146;-0,8344278;0,50819135;0,26163194;-0,6498054;-0,20599511;-0,2812654;-0,34310317;-0,75055313;0,12938568;-0,035456974;0,09028236;0,23133975;0,026579939;0,5710722;0,24169102;-0,11618487;0,061506994;-0,43691137;-0,5220767;0,10213766;0,10530276;0,12163633;0,052817665
são roque;São Paulo;Não;0,00097457063;-0,20380078;0,5960859;0,05891541;0,28661;-0,05474642;0,13147002;0,24884124;-0,5407355;-2,5969367;-0,22390196;-0,24443302;0,7855074;-0,22747368;-0,14805828;-0,21688563;-0,8446205;-0,01290473;-0,32382506;0,6116272;-0,19991577;0,14286974;-0,17927541;-1,0095646;-0,5477328;-0,18397519;0,07194244;0,62061757;0,0023780214;-0,5411316;0,3619773;-0,11505448;-0,42498556;-0,50996363;-0,046952236;0,058882304;0,13962178;-0,55296755;-0,39025357
