nomeLocalidade;estado;Probabilidade
jangada;Mato Grosso;0
jauru;Mato Grosso;0
juruena;Mato Grosso;0
juscimeira;Mato Grosso;0
lambari d'oeste;Mato Grosso;0
luciara;Mato Grosso;0
marcelândia;Mato Grosso;0
matupá;Mato Grosso;0
nobres;Mato Grosso;0
nortelândia;Mato Grosso;0
conquista d'oeste;Mato Grosso;0
colniza;Mato Grosso;0
vila rica;Mato Grosso;0
apiacás;Mato Grosso;0
turiaçu;Maranhão;0
turilândia;Maranhão;0
urbano santos;Maranhão;0
vargem grande;Maranhão;0
vila nova dos martírios;Maranhão;0
zé doca;Maranhão;0
acorizal;Mato Grosso;0
alto araguaia;Mato Grosso;0
alto boa vista;Mato Grosso;0
alto garças;Mato Grosso;0
alto paraguai;Mato Grosso;0
alto taquari;Mato Grosso;0
araguaiana;Mato Grosso;0
cocalinho;Mato Grosso;0
araguainha;Mato Grosso;0
arenápolis;Mato Grosso;0
aripuanã;Mato Grosso;0
barão de melgaço;Mato Grosso;0
bom jesus do araguaia;Mato Grosso;0
brasnorte;Mato Grosso;0
campinápolis;Mato Grosso;0
canabrava do norte;Mato Grosso;0
carlinda;Mato Grosso;0
castanheira;Mato Grosso;0
chapada dos guimarães;Mato Grosso;0
cláudia;Mato Grosso;0
nossa senhora do livramento;Mato Grosso;0
nova bandeirantes;Mato Grosso;0
nova brasilândia;Mato Grosso;0
são félix do araguaia;Mato Grosso;0
ribeirãozinho;Mato Grosso;0
rio branco;Mato Grosso;0
rondolândia;Mato Grosso;0
rosário oeste;Mato Grosso;0
salto do céu;Mato Grosso;0
santa carmem;Mato Grosso;0
santa cruz do xingu;Mato Grosso;0
santa rita do trivelato;Mato Grosso;0
santa terezinha;Mato Grosso;0
santo afonso;Mato Grosso;0
santo antônio do leste;Mato Grosso;0
santo antônio do leverger;Mato Grosso;0
são josé do povo;Mato Grosso;0
nova canaã do norte;Mato Grosso;0
são josé do rio claro;Mato Grosso;0
são josé do xingu;Mato Grosso;0
são pedro da cipa;Mato Grosso;0
serra nova dourada;Mato Grosso;0
tabaporã;Mato Grosso;0
terra nova do norte;Mato Grosso;0
tesouro;Mato Grosso;0
torixoréu;Mato Grosso;0
união do sul;Mato Grosso;0
vale de são domingos;Mato Grosso;0
vera;Mato Grosso;0
vila bela da santíssima trindade;Mato Grosso;0
ribeirão cascalheira;Mato Grosso;0
reserva do cabaçal;Mato Grosso;0
querência;Mato Grosso;0
poxoréo;Mato Grosso;0
nova guarita;Mato Grosso;0
nova lacerda;Mato Grosso;0
nova marilândia;Mato Grosso;0
nova maringá;Mato Grosso;0
nova monte verde;Mato Grosso;0
nova nazaré;Mato Grosso;0
nova santa helena;Mato Grosso;0
nova ubiratã;Mato Grosso;0
nova xavantina;Mato Grosso;0
novo horizonte do norte;Mato Grosso;0
novo mundo;Mato Grosso;0
novo santo antônio;Mato Grosso;0
novo são joaquim;Mato Grosso;0
paranaíta;Mato Grosso;0
paranatinga;Mato Grosso;0
pedra preta;Mato Grosso;0
peixoto de azevedo;Mato Grosso;0
planalto da serra;Mato Grosso;0
poconé;Mato Grosso;0
pontal do araguaia;Mato Grosso;0
ponte branca;Mato Grosso;0
porto alegre do norte;Mato Grosso;0
porto dos gaúchos;Mato Grosso;0
porto esperidião;Mato Grosso;0
porto estrela;Mato Grosso;0
iaciara;Goiás;0
hidrolina;Goiás;0
hidrolândia;Goiás;0
esplanada;Bahia;0
condeúba;Bahia;0
contendas do sincorá;Bahia;0
cordeiros;Bahia;0
coribe;Bahia;0
coronel joão sá;Bahia;0
correntina;Bahia;0
cotegipe;Bahia;0
cristópolis;Bahia;0
curaçá;Bahia;0
dom basílio;Bahia;0
encruzilhada;Bahia;0
érico cardoso;Bahia;0
feira da mata;Bahia;0
cocos;Bahia;0
formosa do rio preto;Bahia;0
gavião;Bahia;0
gentio do ouro;Bahia;0
glória;Bahia;0
guajeru;Bahia;0
guaratinga;Bahia;0
iaçu;Bahia;0
ibiassucê;Bahia;0
ibicoara;Bahia;0
ibicuí;Bahia;0
ibipeba;Bahia;0
ibipitanga;Bahia;0
conde;Bahia;0
chorrochó;Bahia;0
ibirapuã;Bahia;0
campo alegre de lourdes;Bahia;0
boninal;Bahia;0
bonito;Bahia;0
boquira;Bahia;0
botuporã;Bahia;0
brejolândia;Bahia;0
brotas de macaúbas;Bahia;0
buritirama;Bahia;0
caatiba;Bahia;0
caém;Bahia;0
caetanos;Bahia;0
caetité;Bahia;0
cafarnaum;Bahia;0
campo formoso;Bahia;0
caturama;Bahia;0
canápolis;Bahia;0
canavieiras;Bahia;0
candeal;Bahia;0
cândido sales;Bahia;0
cansanção;Bahia;0
canudos;Bahia;0
capela do alto alegre;Bahia;0
caraíbas;Bahia;0
caravelas;Bahia;0
carinhanha;Bahia;0
casa nova;Bahia;0
catolândia;Bahia;0
ibiquera;Bahia;0
ibitiara;Bahia;0
heitoraí;Goiás;0
licínio de almeida;Bahia;0
jeremoabo;Bahia;0
joão dourado;Bahia;0
jucuruçu;Bahia;0
jussara;Bahia;0
jussari;Bahia;0
jussiape;Bahia;0
lafaiete coutinho;Bahia;0
lagoa real;Bahia;0
lajedão;Bahia;0
lajedinho;Bahia;0
lajedo do tabocal;Bahia;0
lençóis;Bahia;0
livramento de nossa senhora;Bahia;0
jaguaripe;Bahia;0
macajuba;Bahia;0
macarani;Bahia;0
macaúbas;Bahia;0
macururé;Bahia;0
maetinga;Bahia;0
maiquinique;Bahia;0
mairi;Bahia;0
malhada;Bahia;0
malhada de pedras;Bahia;0
manoel vitorino;Bahia;0
mansidão;Bahia;0
maracás;Bahia;0
jandaíra;Bahia;0
jaguarari;Bahia;0
ibotirama;Bahia;0
itambé;Bahia;0
igaporã;Bahia;0
igrapiúna;Bahia;0
ipirá;Bahia;0
ipupiara;Bahia;0
irajuba;Bahia;0
iramaia;Bahia;0
iraquara;Bahia;0
itaeté;Bahia;0
itagibá;Bahia;0
itagimirim;Bahia;0
itaguaçu da bahia;Bahia;0
itaju do colônia;Bahia;0
itanagra;Bahia;0
jacaraci;Bahia;0
itanhém;Bahia;0
itapé;Bahia;0
itapebi;Bahia;0
itapicuru;Bahia;0
itapitanga;Bahia;0
itaquara;Bahia;0
itarantim;Bahia;0
itatim;Bahia;0
itiúba;Bahia;0
ituaçu;Bahia;0
iuiú;Bahia;0
jaborandi;Bahia;0
bom jesus da serra;Bahia;0
bom jesus da lapa;Bahia;0
boa vista do tupim;Bahia;0
barreirinha;Amazonas;0
porto grande;Amapá;0
pracuúba;Amapá;0
tartarugalzinho;Amapá;0
vitória do jari;Amapá;0
alvarães;Amazonas;0
amaturá;Amazonas;0
anamã;Amazonas;0
anori;Amazonas;0
apuí;Amazonas;0
atalaia do norte;Amazonas;0
autazes;Amazonas;0
barcelos;Amazonas;0
benjamin constant;Amazonas;0
oiapoque;Amapá;0
beruri;Amazonas;0
boa vista do ramos;Amazonas;0
boca do acre;Amazonas;0
borba;Amazonas;0
caapiranga;Amazonas;0
canutama;Amazonas;0
carauari;Amazonas;0
careiro;Amazonas;0
careiro da várzea;Amazonas;0
coari;Amazonas;0
codajás;Amazonas;0
eirunepé;Amazonas;0
pedra branca do amapari;Amapá;0
mazagão;Amapá;0
boa nova;Bahia;0
porto walter;Acre;0
brasiléia;Acre;0
bujari;Acre;0
capixaba;Acre;0
cruzeiro do sul;Acre;0
epitaciolândia;Acre;0
feijó;Acre;0
jordão;Acre;0
mâncio lima;Acre;0
manoel urbano;Acre;0
marechal thaumaturgo;Acre;0
plácido de castro;Acre;0
porto acre;Acre;0
rodrigues alves;Acre;0
laranjal do jari;Amapá;0
santa rosa do purus;Acre;0
sena madureira;Acre;0
senador guiomard;Acre;0
tarauacá;Acre;0
xapuri;Acre;0
belo monte;Alagoas;0
pindoba;Alagoas;0
amapá;Amapá;0
calçoene;Amapá;0
cutias;Amapá;0
ferreira gomes;Amapá;0
itaubal;Amapá;0
envira;Amazonas;0
fonte boa;Amazonas;0
guajará;Amazonas;0
anagé;Bahia;0
tapauá;Amazonas;0
tefé;Amazonas;0
tonantins;Amazonas;0
uarini;Amazonas;0
urucará;Amazonas;0
urucurituba;Amazonas;0
abaíra;Bahia;0
abaré;Bahia;0
adustina;Bahia;0
água fria;Bahia;0
alcobaça;Bahia;0
américa dourada;Bahia;0
andaraí;Bahia;0
humaitá;Amazonas;0
andorinha;Bahia;0
angical;Bahia;0
araças;Bahia;0
aracatu;Bahia;0
arataca;Bahia;0
baianópolis;Bahia;0
baixa grande;Bahia;0
barra;Bahia;0
barra da estiva;Bahia;0
barra do mendes;Bahia;0
belmonte;Bahia;0
belo campo;Bahia;0
tabatinga;Amazonas;0
silves;Amazonas;0
são sebastião do uatumã;Amazonas;0
são paulo de olivença;Amazonas;0
ipixuna;Amazonas;0
iranduba;Amazonas;0
itacoatiara;Amazonas;0
itamarati;Amazonas;0
itapiranga;Amazonas;0
japurá;Amazonas;0
juruá;Amazonas;0
jutaí;Amazonas;0
lábrea;Amazonas;0
manacapuru;Amazonas;0
manaquiri;Amazonas;0
manicoré;Amazonas;0
maraã;Amazonas;0
maués;Amazonas;0
nhamundá;Amazonas;0
nova olinda do norte;Amazonas;0
novo airão;Amazonas;0
novo aripuanã;Amazonas;0
parintins;Amazonas;0
pauini;Amazonas;0
presidente figueiredo;Amazonas;0
rio preto da eva;Amazonas;0
santa isabel do rio negro;Amazonas;0
santo antônio do içá;Amazonas;0
são gabriel da cachoeira;Amazonas;0
maraú;Bahia;0
marcionílio souza;Bahia;0
mascote;Bahia;0
abadiânia;Goiás;0
águia branca;Espírito Santo;0
alfredo chaves;Espírito Santo;0
conceição da barra;Espírito Santo;0
ecoporanga;Espírito Santo;0
laranja da terra;Espírito Santo;0
montanha;Espírito Santo;0
mucurici;Espírito Santo;0
pinheiros;Espírito Santo;0
ponto belo;Espírito Santo;0
presidente kennedy;Espírito Santo;0
santa leopoldina;Espírito Santo;0
vila pavão;Espírito Santo;0
acreúna;Goiás;0
uruoca;Ceará;0
adelândia;Goiás;0
água fria de goiás;Goiás;0
água limpa;Goiás;0
aloândia;Goiás;0
alto horizonte;Goiás;0
alvorada do norte;Goiás;0
amaralina;Goiás;0
amorinópolis;Goiás;0
anhanguera;Goiás;0
anicuns;Goiás;0
aparecida do rio doce;Goiás;0
aporé;Goiás;0
água doce do norte;Espírito Santo;0
tejuçuoca;Ceará;0
irauçuba;Ceará;0
parambu;Ceará;0
jaguaretama;Ceará;0
jaguaribara;Ceará;0
jaguaribe;Ceará;0
jati;Ceará;0
jucás;Ceará;0
madalena;Ceará;0
miraíma;Ceará;0
mombaça;Ceará;0
monsenhor tabosa;Ceará;0
morada nova;Ceará;0
moraújo;Ceará;0
palhano;Ceará;0
paramoti;Ceará;0
tauá;Ceará;0
poranga;Ceará;0
potiretama;Ceará;0
quiterianópolis;Ceará;0
quixeramobim;Ceará;0
saboeiro;Ceará;0
salitre;Ceará;0
santa quitéria;Ceará;0
santana do cariri;Ceará;0
senador sá;Ceará;0
solonópole;Ceará;0
tamboril;Ceará;0
tarrafas;Ceará;0
araçu;Goiás;0
araguapaz;Goiás;0
arenópolis;Goiás;0
doverlândia;Goiás;0
colinas do sul;Goiás;0
córrego do ouro;Goiás;0
corumbá de goiás;Goiás;0
corumbaíba;Goiás;0
cristianópolis;Goiás;0
crixás;Goiás;0
cromínia;Goiás;0
cumari;Goiás;0
damianópolis;Goiás;0
davinópolis;Goiás;0
diorama;Goiás;0
divinópolis de goiás;Goiás;0
edealina;Goiás;0
aruanã;Goiás;0
edéia;Goiás;0
estrela do norte;Goiás;0
faina;Goiás;0
fazenda nova;Goiás;0
flores de goiás;Goiás;0
formoso;Goiás;0
gameleira de goiás;Goiás;0
goiandira;Goiás;0
gouvelândia;Goiás;0
guaraíta;Goiás;0
guarani de goiás;Goiás;0
guarinos;Goiás;0
cocalzinho de goiás;Goiás;0
cezarina;Goiás;0
cavalcante;Goiás;0
caturaí;Goiás;0
aurilândia;Goiás;0
avelinópolis;Goiás;0
baliza;Goiás;0
barro alto;Goiás;0
bela vista de goiás;Goiás;0
bom jardim de goiás;Goiás;0
bom jesus de goiás;Goiás;0
bonópolis;Goiás;0
britânia;Goiás;0
buriti alegre;Goiás;0
buriti de goiás;Goiás;0
buritinópolis;Goiás;0
cabeceiras;Goiás;0
cachoeira alta;Goiás;0
cachoeira de goiás;Goiás;0
cachoeira dourada;Goiás;0
caiapônia;Goiás;0
caldazinha;Goiás;0
campestre de goiás;Goiás;0
campinaçu;Goiás;0
campinorte;Goiás;0
campo alegre de goiás;Goiás;0
campos verdes;Goiás;0
carmo do rio verde;Goiás;0
castelândia;Goiás;0
itatira;Ceará;0
iracema;Ceará;0
matina;Bahia;0
remanso;Bahia;0
pindaí;Bahia;0
pintadas;Bahia;0
piripá;Bahia;0
piritiba;Bahia;0
planaltino;Bahia;0
potiraguá;Bahia;0
prado;Bahia;0
presidente jânio quadros;Bahia;0
queimadas;Bahia;0
quijingue;Bahia;0
quixabeira;Bahia;0
rafael jambeiro;Bahia;0
riachão das neves;Bahia;0
piatã;Bahia;0
riacho de santana;Bahia;0
ribeira do amparo;Bahia;0
ribeirão do largo;Bahia;0
rio de contas;Bahia;0
rio do antônio;Bahia;0
rio do pires;Bahia;0
rodelas;Bahia;0
ruy barbosa;Bahia;0
santa brígida;Bahia;0
santa cruz cabrália;Bahia;0
santa cruz da vitória;Bahia;0
santa luzia;Bahia;0
pilão arcado;Bahia;0
pedro alexandre;Bahia;0
ipaporanga;Ceará;0
muquém de são francisco;Bahia;0
medeiros neto;Bahia;0
miguel calmon;Bahia;0
mirangaba;Bahia;0
mirante;Bahia;0
monte santo;Bahia;0
morpará;Bahia;0
morro do chapéu;Bahia;0
mortugaba;Bahia;0
mucugê;Bahia;0
mucuri;Bahia;0
mulungu do morro;Bahia;0
mundo novo;Bahia;0
nova canaã;Bahia;0
pé de serra;Bahia;0
nova fátima;Bahia;0
nova itarana;Bahia;0
nova redenção;Bahia;0
nova soure;Bahia;0
novo horizonte;Bahia;0
oliveira dos brejinhos;Bahia;0
ourolândia;Bahia;0
palmas de monte alto;Bahia;0
palmeiras;Bahia;0
paramirim;Bahia;0
paratinga;Bahia;0
pau brasil;Bahia;0
santa maria da vitória;Bahia;0
santa rita de cássia;Bahia;0
santa teresinha;Bahia;0
canindé;Ceará;0
wanderley;Bahia;0
xique-xique;Bahia;0
acopiara;Ceará;0
aiuaba;Ceará;0
alto santo;Ceará;0
apuiarés;Ceará;0
araripe;Ceará;0
arneiroz;Ceará;0
assaré;Ceará;0
banabuiú;Ceará;0
boa viagem;Ceará;0
campos sales;Ceará;0
caridade;Ceará;0
santaluz;Bahia;0
cariré;Ceará;0
cariús;Ceará;0
catunda;Ceará;0
choró;Ceará;0
crateús;Ceará;0
croatá;Ceará;0
deputado irapuan pinheiro;Ceará;0
ererê;Ceará;0
granja;Ceará;0
hidrolândia;Ceará;0
ibaretama;Ceará;0
independência;Ceará;0
wagner;Bahia;0
vereda;Bahia;0
várzea nova;Bahia;0
urandi;Bahia;0
santana;Bahia;0
são desidério;Bahia;0
são félix do coribe;Bahia;0
são gabriel;Bahia;0
são josé do jacuípe;Bahia;0
sátiro dias;Bahia;0
saúde;Bahia;0
seabra;Bahia;0
sebastião laranjeiras;Bahia;0
sento sé;Bahia;0
serra do ramalho;Bahia;0
serra dourada;Bahia;0
sítio do mato;Bahia;0
sítio do quinto;Bahia;0
sobradinho;Bahia;0
souto soares;Bahia;0
tabocas do brejo velho;Bahia;0
tanhaçu;Bahia;0
tanque novo;Bahia;0
tapiramutá;Bahia;0
tremedal;Bahia;0
tucano;Bahia;0
uauá;Bahia;0
uibaí;Bahia;0
umburanas;Bahia;0
campo azul;Minas Gerais;0
campo florido;Minas Gerais;0
campos altos;Minas Gerais;0
marquinho;Paraná;0
lindoeste;Paraná;0
lobato;Paraná;0
luiziana;Paraná;0
mallet;Paraná;0
mamborê;Paraná;0
manfrinópolis;Paraná;0
mangueirinha;Paraná;0
manoel ribas;Paraná;0
maria helena;Paraná;0
marilândia do sul;Paraná;0
mariluz;Paraná;0
maripá;Paraná;0
marumbi;Paraná;0
laranjal;Paraná;0
mato rico;Paraná;0
mirador;Paraná;0
miraselva;Paraná;0
nossa senhora das graças;Paraná;0
nova aliança do ivaí;Paraná;0
nova aurora;Paraná;0
nova cantu;Paraná;0
nova esperança do sudoeste;Paraná;0
nova laranjeiras;Paraná;0
nova tebas;Paraná;0
novo itacolomi;Paraná;0
ortigueira;Paraná;0
leópolis;Paraná;0
kaloré;Paraná;0
ouro verde do oeste;Paraná;0
guaraqueçaba;Paraná;0
fênix;Paraná;0
fernandes pinheiro;Paraná;0
flor da serra do sul;Paraná;0
foz do jordão;Paraná;0
francisco alves;Paraná;0
godoy moreira;Paraná;0
goioxim;Paraná;0
grandes rios;Paraná;0
guairaçá;Paraná;0
guapirama;Paraná;0
guaporema;Paraná;0
guaraci;Paraná;0
honório serpa;Paraná;0
juranda;Paraná;0
icaraíma;Paraná;0
iguaraçu;Paraná;0
iguatu;Paraná;0
inácio martins;Paraná;0
inajá;Paraná;0
itaguajé;Paraná;0
itambé;Paraná;0
ivaí;Paraná;0
ivaté;Paraná;0
janiópolis;Paraná;0
jardim olinda;Paraná;0
jundiaí do sul;Paraná;0
ourizona;Paraná;0
palmital;Paraná;0
trairão;Pará;0
são jerônimo da serra;Paraná;0
rondon;Paraná;0
rosário do ivaí;Paraná;0
salgado filho;Paraná;0
santa cruz de monte castelo;Paraná;0
santa inês;Paraná;0
santa isabel do ivaí;Paraná;0
santa maria do oeste;Paraná;0
santa mônica;Paraná;0
santana do itararé;Paraná;0
santo antônio do caiuá;Paraná;0
santo antônio do paraíso;Paraná;0
santo inácio;Paraná;0
são joão do caiuá;Paraná;0
rio branco do ivaí;Paraná;0
são joão do triunfo;Paraná;0
são jorge do ivaí;Paraná;0
são jorge do patrocínio;Paraná;0
são jorge d'oeste;Paraná;0
são josé da boa vista;Paraná;0
são josé das palmeiras;Paraná;0
são manoel do paraná;Paraná;0
são pedro do iguaçu;Paraná;0
são pedro do paraná;Paraná;0
são tomé;Paraná;0
sapopema;Paraná;0
sengés;Paraná;0
roncador;Paraná;0
rio bonito do iguaçu;Paraná;0
paranapoema;Paraná;0
prado ferreira;Paraná;0
paula freitas;Paraná;0
paulo frontin;Paraná;0
perobal;Paraná;0
pinhão;Paraná;0
piraí do sul;Paraná;0
pitanga;Paraná;0
pitangueiras;Paraná;0
planaltina do paraná;Paraná;0
porto amazonas;Paraná;0
porto barreiro;Paraná;0
porto rico;Paraná;0
porto vitória;Paraná;0
pranchita;Paraná;0
rio bom;Paraná;0
prudentópolis;Paraná;0
quarto centenário;Paraná;0
querência do norte;Paraná;0
quinta do sol;Paraná;0
ramilândia;Paraná;0
rancho alegre;Paraná;0
rancho alegre d'oeste;Paraná;0
renascença;Paraná;0
reserva;Paraná;0
reserva do iguaçu;Paraná;0
ribeirão claro;Paraná;0
rio azul;Paraná;0
faxinal;Paraná;0
farol;Paraná;0
espigão alto do iguaçu;Paraná;0
salgadinho;Paraíba;0
juru;Paraíba;0
mãe d'água;Paraíba;0
nova palmeira;Paraíba;0
olivedos;Paraíba;0
ouro velho;Paraíba;0
parari;Paraíba;0
passagem;Paraíba;0
paulista;Paraíba;0
pedra lavrada;Paraíba;0
prata;Paraíba;0
quixabá;Paraíba;0
riacho de santo antônio;Paraíba;0
santa helena;Paraíba;0
gurjão;Paraíba;0
santa inês;Paraíba;0
santa teresinha;Paraíba;0
santana de mangueira;Paraíba;0
santana dos garrotes;Paraíba;0
santo andré;Paraíba;0
são bentinho;Paraíba;0
são domingos;Paraíba;0
são domingos do cariri;Paraíba;0
são joão do cariri;Paraíba;0
são joão do tigre;Paraíba;0
são josé da lagoa tapada;Paraíba;0
são josé de espinharas;Paraíba;0
ibiara;Paraíba;0
frei martinho;Paraíba;0
esperança nova;Paraná;0
barra de são miguel;Paraíba;0
ulianópolis;Pará;0
uruará;Pará;0
viseu;Pará;0
vitória do xingu;Pará;0
xinguara;Pará;0
aguiar;Paraíba;0
alcantil;Paraíba;0
algodão de jandaíra;Paraíba;0
amparo;Paraíba;0
areia de baraúnas;Paraíba;0
barra de santa rosa;Paraíba;0
barra de santana;Paraíba;0
belém do brejo do cruz;Paraíba;0
emas;Paraíba;0
boa vista;Paraíba;0
cabaceiras;Paraíba;0
cacimba de areia;Paraíba;0
cajazeirinhas;Paraíba;0
camalaú;Paraíba;0
caraúbas;Paraíba;0
catingueira;Paraíba;0
condado;Paraíba;0
congo;Paraíba;0
coxixola;Paraíba;0
curral velho;Paraíba;0
diamante;Paraíba;0
são josé do bonfim;Paraíba;0
são josé do brejo do cruz;Paraíba;0
são josé do sabugi;Paraíba;0
cerro azul;Paraná;0
braganey;Paraná;0
brasilândia do sul;Paraná;0
cafeara;Paraná;0
cafezal do sul;Paraná;0
campina da lagoa;Paraná;0
campina do simão;Paraná;0
campo bonito;Paraná;0
campo do tenente;Paraná;0
cândido de abreu;Paraná;0
candói;Paraná;0
cantagalo;Paraná;0
catanduvas;Paraná;0
clevelândia;Paraná;0
são josé dos cordeiros;Paraíba;0
congonhinhas;Paraná;0
conselheiro mairinck;Paraná;0
coronel domingos soares;Paraná;0
corumbataí do sul;Paraná;0
cruz machado;Paraná;0
cruzeiro do sul;Paraná;0
cruzmaltina;Paraná;0
curiúva;Paraná;0
diamante do norte;Paraná;0
diamante do sul;Paraná;0
diamante d'oeste;Paraná;0
doutor ulysses;Paraná;0
borrazópolis;Paraná;0
bom sucesso do sul;Paraná;0
bom sucesso;Paraná;0
bom jesus do sul;Paraná;0
são mamede;Paraíba;0
são sebastião do umbuzeiro;Paraíba;0
serra branca;Paraíba;0
soledade;Paraíba;0
sossêgo;Paraíba;0
sumé;Paraíba;0
assis brasil;Acre;0
várzea;Paraíba;0
zabelê;Paraíba;0
adrianópolis;Paraná;0
altamira do paraná;Paraná;0
alto paraíso;Paraná;0
alto piquiri;Paraná;0
amaporã;Paraná;0
antonina;Paraná;0
antônio olinto;Paraná;0
arapoti;Paraná;0
arapuã;Paraná;0
ariranha do ivaí;Paraná;0
barbosa ferraz;Paraná;0
barra do jacaré;Paraná;0
bituruna;Paraná;0
boa esperança;Paraná;0
boa ventura de são roque;Paraná;0
bocaiúva do sul;Paraná;0
serranópolis do iguaçu;Paraná;0
sertaneja;Paraná;0
sulina;Paraná;0
nossa senhora dos remédios;Piauí;0
miguel alves;Piauí;0
miguel leão;Piauí;0
milton brandão;Piauí;0
monsenhor gil;Piauí;0
monsenhor hipólito;Piauí;0
monte alegre do piauí;Piauí;0
morro cabeça no tempo;Piauí;0
morro do chapéu do piauí;Piauí;0
murici dos portelas;Piauí;0
nazaré do piauí;Piauí;0
nazária;Piauí;0
nossa senhora de nazaré;Piauí;0
nova santa rita;Piauí;0
marcos parente;Piauí;0
novo oriente do piauí;Piauí;0
novo santo antônio;Piauí;0
oeiras;Piauí;0
olho d'água do piauí;Piauí;0
padre marcos;Piauí;0
paes landim;Piauí;0
pajeú do piauí;Piauí;0
palmeira do piauí;Piauí;0
palmeirais;Piauí;0
paquetá;Piauí;0
parnaguá;Piauí;0
passagem franca do piauí;Piauí;0
massapê do piauí;Piauí;0
manoel emídio;Piauí;0
francisco macedo;Piauí;0
jaicós;Piauí;0
fronteiras;Piauí;0
geminiano;Piauí;0
gilbués;Piauí;0
guadalupe;Piauí;0
guaribas;Piauí;0
hugo napoleão;Piauí;0
inhuma;Piauí;0
ipiranga do piauí;Piauí;0
isaías coelho;Piauí;0
itainópolis;Piauí;0
itaueira;Piauí;0
jacobina do piauí;Piauí;0
jardim do mulato;Piauí;0
landri sales;Piauí;0
jatobá do piauí;Piauí;0
jerumenha;Piauí;0
joão costa;Piauí;0
joaquim pires;Piauí;0
josé de freitas;Piauí;0
juazeiro do piauí;Piauí;0
júlio borges;Piauí;0
jurema;Piauí;0
lagoa alegre;Piauí;0
lagoa do barro do piauí;Piauí;0
lagoa do piauí;Piauí;0
lagoa do sítio;Piauí;0
patos do piauí;Piauí;0
pau d'arco do piauí;Piauí;0
paulistana;Piauí;0
sebastião barros;Piauí;0
são joão da varjota;Piauí;0
são joão do piauí;Piauí;0
são josé do divino;Piauí;0
são josé do peixe;Piauí;0
são josé do piauí;Piauí;0
são julião;Piauí;0
são lourenço do piauí;Piauí;0
são luis do piauí;Piauí;0
são miguel da baixa grande;Piauí;0
são miguel do fidalgo;Piauí;0
são miguel do tapuio;Piauí;0
são raimundo nonato;Piauí;0
sebastião leal;Piauí;0
pavussu;Piauí;0
sigefredo pacheco;Piauí;0
simões;Piauí;0
simplício mendes;Piauí;0
socorro do piauí;Piauí;0
tamboril do piauí;Piauí;0
tanque do piauí;Piauí;0
uruçuí;Piauí;0
valença do piauí;Piauí;0
várzea branca;Piauí;0
várzea grande;Piauí;0
vera mendes;Piauí;0
vila nova do piauí;Piauí;0
são joão da serra;Piauí;0
são joão da fronteira;Piauí;0
são joão da canabrava;Piauí;0
são gonçalo do gurguéia;Piauí;0
pedro ii;Piauí;0
pedro laurentino;Piauí;0
pimenteiras;Piauí;0
pio ix;Piauí;0
piracuruca;Piauí;0
porto alegre do piauí;Piauí;0
prata do piauí;Piauí;0
queimada nova;Piauí;0
redenção do gurguéia;Piauí;0
regeneração;Piauí;0
riacho frio;Piauí;0
ribeira do piauí;Piauí;0
ribeiro gonçalves;Piauí;0
rio grande do piauí;Piauí;0
santa cruz do piauí;Piauí;0
santa cruz dos milagres;Piauí;0
santa filomena;Piauí;0
santa luz;Piauí;0
santa rosa do piauí;Piauí;0
santo antônio de lisboa;Piauí;0
santo inácio do piauí;Piauí;0
são braz do piauí;Piauí;0
são félix do piauí;Piauí;0
são francisco de assis do piauí;Piauí;0
são francisco do piauí;Piauí;0
francisco santos;Piauí;0
francisco ayres;Piauí;0
tamboara;Paraná;0
serrita;Pernambuco;0
ingazeira;Pernambuco;0
itacuruba;Pernambuco;0
itaíba;Pernambuco;0
jataúba;Pernambuco;0
lagoa grande;Pernambuco;0
mirandiba;Pernambuco;0
orocó;Pernambuco;0
parnamirim;Pernambuco;0
santa cruz;Pernambuco;0
santa filomena;Pernambuco;0
santa maria da boa vista;Pernambuco;0
são josé do belmonte;Pernambuco;0
sertânia;Pernambuco;0
iguaraci;Pernambuco;0
tacaratu;Pernambuco;0
verdejante;Pernambuco;0
acauã;Piauí;0
alagoinha do piauí;Piauí;0
alegrete do piauí;Piauí;0
alto longá;Piauí;0
alvorada do gurguéia;Piauí;0
amarante;Piauí;0
antônio almeida;Piauí;0
aroazes;Piauí;0
aroeiras do itaim;Piauí;0
arraial;Piauí;0
inajá;Pernambuco;0
ibimirim;Pernambuco;0
francinópolis;Piauí;0
virmond;Paraná;0
tapejara;Paraná;0
tapira;Paraná;0
teixeira soares;Paraná;0
terra rica;Paraná;0
tibagi;Paraná;0
tijucas do sul;Paraná;0
tomazina;Paraná;0
três barras do paraná;Paraná;0
tuneiras do oeste;Paraná;0
turvo;Paraná;0
ventania;Paraná;0
verê;Paraná;0
vitorino;Paraná;0
granito;Pernambuco;0
xambrê;Paraná;0
afrânio;Pernambuco;0
belém do são francisco;Pernambuco;0
betânia;Pernambuco;0
bodocó;Pernambuco;0
cabrobó;Pernambuco;0
carnaubeira da penha;Pernambuco;0
custódia;Pernambuco;0
dormentes;Pernambuco;0
exu;Pernambuco;0
flores;Pernambuco;0
floresta;Pernambuco;0
assunção do piauí;Piauí;0
avelino lopes;Piauí;0
baixa grande do ribeiro;Piauí;0
cristalândia do piauí;Piauí;0
caridade do piauí;Piauí;0
castelo do piauí;Piauí;0
caxingó;Piauí;0
cocal;Piauí;0
cocal de telha;Piauí;0
