nomeLocalidade,estado,Cidade tem Aluno,Probabilidade
mirandópolis,São Paulo,Não,0.8415199258572753
caicó,Rio Grande do Norte,Não,0.8415199258572753
pinhais,Paraná,Não,0.8415199258572753
nanuque,Minas Gerais,Não,0.8415199258572753
cáceres,Mato Grosso,Não,0.8415199258572753
contagem,Minas Gerais,Não,0.8415199258572753
cascavel,Paraná,Não,0.8415199258572753
amparo,São Paulo,Não,0.8415199258572753
ubatuba,São Paulo,Não,0.8415199258572753
saquarema,Rio de Janeiro,Não,0.8415199258572753
guarabira,Paraíba,Não,0.8415199258572753
cordeiro,Rio de Janeiro,Não,0.8415199258572753
mirassol,São Paulo,Não,0.8415199258572753
foz do iguaçu,Paraná,Não,0.8415199258572753
araçatuba,São Paulo,Não,0.8415199258572753
paranaguá,Paraná,Não,0.8415199258572753
sud mennucci,São Paulo,Não,0.8415199258572753
paraíso do norte,Paraná,Não,0.8415199258572753
taboão da serra,São Paulo,Não,0.8415199258572753
aparecida de goiânia,Goiás,Não,0.8415199258572753
anápolis,Goiás,Sim,0.8415199258572753
francisco beltrão,Paraná,Não,0.8415199258572753
mongaguá,São Paulo,Não,0.8415199258572753
caxias do sul,Rio Grande do Sul,Não,0.8415199258572753
santos dumont,Minas Gerais,Não,0.8415199258572753
araras,São Paulo,Não,0.8415199258572753
moji mirim,São Paulo,Não,0.8415199258572753
mogi guaçu,São Paulo,Não,0.8415199258572753
paranavaí,Paraná,Não,0.8415199258572753
mococa,São Paulo,Não,0.8415199258572753
pato branco,Paraná,Não,0.8415199258572753
tatuí,São Paulo,Não,0.8415199258572753
miguel pereira,Rio de Janeiro,Não,0.8415199258572753
sant'ana do livramento,Rio Grande do Sul,Não,0.8415199258572753
santiago,Rio Grande do Sul,Não,0.8415199258572753
rio grande,Rio Grande do Sul,Não,0.8415199258572753
itaocara,Rio de Janeiro,Não,0.8415199258572753
goiás,Goiás,Não,0.8415199258572753
porto ferreira,São Paulo,Não,0.8415199258572753
crixás,Goiás,Não,0.8415199258572753
mucuri,Bahia,Não,0.8415199258572753
cândido mota,São Paulo,Não,0.8415199258572753
praia grande,São Paulo,Não,0.8415199258572753
buritama,São Paulo,Não,0.8415199258572753
presidente bernardes,São Paulo,Não,0.8415199258572753
presidente epitácio,São Paulo,Não,0.8415199258572753
floriano,Piauí,Não,0.8415199258572753
presidente venceslau,São Paulo,Não,0.8415199258572753
ipatinga,Minas Gerais,Não,0.8415199258572753
quatá,São Paulo,Não,0.8415199258572753
itabira,Minas Gerais,Sim,0.8415199258572753
andirá,Paraná,Não,0.8415199258572753
itabirito,Minas Gerais,Não,0.8415199258572753
penápolis,São Paulo,Não,0.8415199258572753
goiandira,Goiás,Não,0.8415199258572753
são lourenço,Minas Gerais,Não,0.8415199258572753
rondonópolis,Mato Grosso,Não,0.8415199258572753
patos,Paraíba,Não,0.8415199258572753
jacarezinho,Paraná,Não,0.8415199258572753
campina grande,Paraíba,Não,0.8415199258572753
piracicaba,São Paulo,Não,0.8415199258572753
paulo afonso,Bahia,Não,0.8415199258572753
pirajuí,São Paulo,Não,0.8415199258572753
governador valadares,Minas Gerais,Não,0.8415199258572753
itatiaia,Rio de Janeiro,Não,0.8415199258572753
guarulhos,São Paulo,Não,0.8415199258572753
pirapozinho,São Paulo,Não,0.8415199258572753
cruzeiro do sul,Acre,Não,0.8415199258572753
peruíbe,São Paulo,Não,0.8415199258572753
caieiras,São Paulo,Não,0.8415199258572753
formosa,Goiás,Não,0.8415199258572753
pereira barreto,São Paulo,Não,0.8415199258572753
porto seguro,Bahia,Não,0.8415199258572753
regente feijó,São Paulo,Não,0.8415199258572753
bragança paulista,São Paulo,Sim,0.8415199258572753
barueri,São Paulo,Não,0.8415199258572753
sobral,Ceará,Não,0.8415199258572753
imperatriz,Maranhão,Não,0.8415199258572753
osasco,São Paulo,Sim,0.8415199258572753
santa bárbara d'oeste,São Paulo,Não,0.8415199258572753
orlândia,São Paulo,Não,0.8415199258572753
várzea grande,Mato Grosso,Não,0.8415199258572753
nobres,Mato Grosso,Não,0.8415199258572753
clementina,São Paulo,Não,0.8415199258572753
joão monlevade,Minas Gerais,Não,0.8415199258572753
colina,São Paulo,Não,0.8415199258572753
bebedouro,São Paulo,Não,0.8415199258572753
santa isabel,São Paulo,Não,0.8415199258572753
santa rita do passa quatro,São Paulo,Não,0.8415199258572753
são joão del rei,Minas Gerais,Não,0.8415199258572753
itabuna,Bahia,Não,0.8415199258572753
guararema,São Paulo,Não,0.8415199258572753
santa rosa de viterbo,São Paulo,Não,0.8415199258572753
vazante,Minas Gerais,Não,0.8415199258572753
bilac,São Paulo,Não,0.8415199258572753
birigui,São Paulo,Não,0.8415199258572753
salto,São Paulo,Não,0.8415199258572753
itaú de minas,Minas Gerais,Não,0.8415199258572753
jaboatão dos guararapes,Pernambuco,Não,0.8415199258572753
caraguatatuba,São Paulo,Não,0.8415199258572753
pariquera-açu,São Paulo,Não,0.8415199258572753
ceres,Goiás,Não,0.8415199258572753
carapicuíba,São Paulo,Não,0.8415199258572753
catalão,Goiás,Não,0.8415199258572753
bombinhas,Santa Catarina,Não,0.8415199258572753
paraguaçu paulista,São Paulo,Não,0.8415199258572753
osvaldo cruz,São Paulo,Não,0.8415199258572753
catanduva,São Paulo,Não,0.8415199258572753
cerquilho,São Paulo,Não,0.8415199258572753
jequié,Bahia,Não,0.8415199258572753
itumbiara,Goiás,Não,0.8415199258572753
caldas novas,Goiás,Não,0.8415199258572753
ourinhos,São Paulo,Não,0.8415199258572753
salesópolis,São Paulo,Não,0.8415199258572753
conselheiro lafaiete,Minas Gerais,Não,0.8415199258572753
bagé,Rio Grande do Sul,Não,0.8415199258572753
mauá,São Paulo,Não,0.8415199258572753
ji-paraná,Rondônia,Não,0.8415199258572753
cachoeiro de itapemirim,Espírito Santo,Não,0.8415199258572753
lucélia,São Paulo,Não,0.8415199258572753
jaraguá do sul,Santa Catarina,Não,0.8415199258572753
rio negro,Paraná,Não,0.8415199258572753
barra do piraí,Rio de Janeiro,Não,0.8415199258572753
quatis,Rio de Janeiro,Não,0.8415199258572753
colorado,Paraná,Não,0.8415199258572753
tramandaí,Rio Grande do Sul,Não,0.8415199258572753
pedro leopoldo,Minas Gerais,Não,0.8415199258572753
crato,Ceará,Não,0.8415199258572753
barra mansa,Rio de Janeiro,Não,0.8415199258572753
erechim,Rio Grande do Sul,Não,0.8415199258572753
uberaba,Minas Gerais,Não,0.8415199258572753
santo amaro da imperatriz,Santa Catarina,Não,0.8415199258572753
são miguel do oeste,Santa Catarina,Não,0.8415199258572753
poços de caldas,Minas Gerais,Não,0.8415199258572753
maceió,Alagoas,Não,0.8415199258572753
telêmaco borba,Paraná,Não,0.8415199258572753
macatuba,São Paulo,Não,0.8415199258572753
alagoinhas,Bahia,Não,0.8415199258572753
vilhena,Rondônia,Não,0.8415199258572753
ituverava,São Paulo,Não,0.8415199258572753
piraí,Rio de Janeiro,Não,0.8415199258572753
petrolina,Pernambuco,Sim,0.8415199258572753
terra roxa,Paraná,Não,0.8415199258572753
louveira,São Paulo,Não,0.8415199258572753
miracema do tocantins,Tocantins,Não,0.8415199258572753
são gonçalo,Rio de Janeiro,Não,0.8415199258572753
caeté,Minas Gerais,Não,0.8415199258572753
araruama,Rio de Janeiro,Não,0.8415199258572753
itá,Santa Catarina,Não,0.8415199258572753
angra dos reis,Rio de Janeiro,Não,0.8415199258572753
jandira,São Paulo,Não,0.8415199258572753
tijucas,Santa Catarina,Não,0.8415199258572753
pirapora,Minas Gerais,Não,0.8415199258572753
joão neiva,Espírito Santo,Não,0.8415199258572753
são josé dos pinhais,Paraná,Não,0.8415199258572753
santo antônio da platina,Paraná,Não,0.8415199258572753
pouso alegre,Minas Gerais,Não,0.8415199258572753
franca,São Paulo,Não,0.8415199258572753
armação dos búzios,Rio de Janeiro,Não,0.8415199258572753
santarém,Pará,Não,0.8415199258572753
campos dos goytacazes,Rio de Janeiro,Não,0.8415199258572753
três marias,Minas Gerais,Não,0.8415199258572753
rio bonito,Rio de Janeiro,Não,0.8415199258572753
propriá,Sergipe,Não,0.8415199258572753
parnaíba,Piauí,Não,0.8415199258572753
sete lagoas,Minas Gerais,Não,0.8415199258572753
cantagalo,Rio de Janeiro,Não,0.8415199258572753
esteio,Rio Grande do Sul,Não,0.8415199258572753
torres,Rio Grande do Sul,Não,0.8415199258572753
lençóis paulista,São Paulo,Não,0.8415199258572753
limeira,São Paulo,Não,0.8415199258572753
arcoverde,Pernambuco,Não,0.8415199258572753
juazeiro do norte,Ceará,Não,0.8415199258572753
são bento do sul,Santa Catarina,Não,0.8415199258572753
farroupilha,Rio Grande do Sul,Não,0.8415199258572753
vargem grande paulista,São Paulo,Não,0.8415199258572753
serra,Espírito Santo,Não,0.8415199258572753
mossoró,Rio Grande do Norte,Não,0.8415199258572753
itatiba,São Paulo,Não,0.8415199258572753
umuarama,Paraná,Não,0.8415199258572753
sarandi,Rio Grande do Sul,Não,0.8415199258572753
nova iguaçu,Rio de Janeiro,Não,0.8415199258572753
maracaí,São Paulo,Não,0.8415199258572753
bom jesus do itabapoana,Rio de Janeiro,Não,0.8415199258572753
carmo,Rio de Janeiro,Não,0.8415199258572753
itu,São Paulo,Não,0.8415199258572753
barbalha,Ceará,Não,0.8415199258572753
álvares machado,São Paulo,Não,0.8415199258572753
alto araguaia,Mato Grosso,Não,0.8415199258572753
votuporanga,São Paulo,Não,0.8415199258572753
alegrete,Rio Grande do Sul,Não,0.8415199258572753
são francisco do sul,Santa Catarina,Não,0.8415199258572753
guaimbê,São Paulo,Não,0.8415199258572753
barreiras,Bahia,Não,0.8415199258572753
guarapari,Espírito Santo,Não,0.8415199258572753
ponta grossa,Paraná,Não,0.8415199258572753
ouro branco,Minas Gerais,Não,0.8415199258572753
itapeva,São Paulo,Não,0.8415199258572753
cabo frio,Rio de Janeiro,Não,0.8415199258572753
laguna,Santa Catarina,Não,0.8415199258572753
são mateus,Espírito Santo,Não,0.8415199258572753
toledo,Paraná,Sim,0.8415199258572753
pinheiral,Rio de Janeiro,Sim,0.8415199258572753
paracambi,Rio de Janeiro,Não,0.8415199258572753
mairinque,São Paulo,Não,0.8415199258572753
mairiporã,São Paulo,Não,0.8415199258572753
cambará,Paraná,Não,0.8415199258572753
paracatu,Minas Gerais,Não,0.8415199258572753
guajará-mirim,Rondônia,Não,0.8415199258572753
patos de minas,Minas Gerais,Não,0.8415199258572753
além paraíba,Minas Gerais,Não,0.8415199258572753
varginha,Minas Gerais,Não,0.8415199258572753
são luís de montes belos,Goiás,Não,0.8415199258572753
congonhas,Minas Gerais,Não,0.8415199258572753
saltinho,São Paulo,Não,0.6652542372881356
antônio carlos,Santa Catarina,Não,0.6652542372881356
luzerna,Santa Catarina,Não,0.6652542372881356
canutama,Amazonas,Não,0.6652542372881356
mandirituba,Paraná,Não,0.6652542372881356
itaitinga,Ceará,Não,0.6652542372881356
aurora,Santa Catarina,Não,0.6652542372881356
palhoça,Santa Catarina,Não,0.6652542372881356
piracaia,São Paulo,Não,0.6652542372881356
bom sucesso do sul,Paraná,Não,0.6652542372881356
santa cruz do capibaribe,Pernambuco,Não,0.6652542372881356
são miguel do iguaçu,Paraná,Não,0.6652542372881356
bom jesus dos perdões,São Paulo,Não,0.6652542372881356
roseira,São Paulo,Não,0.6652542372881356
são cristovão do sul,Santa Catarina,Não,0.6652542372881356
cedral,São Paulo,Não,0.6652542372881356
eldorado do sul,Rio Grande do Sul,Não,0.6652542372881356
são joão nepomuceno,Minas Gerais,Não,0.6652542372881356
ibaté,São Paulo,Não,0.6652542372881356
cabreúva,São Paulo,Não,0.6652542372881356
alto do rodrigues,Rio Grande do Norte,Não,0.6652542372881356
santa cruz de minas,Minas Gerais,Não,0.6652542372881356
paulo lopes,Santa Catarina,Não,0.6652542372881356
igarapé,Minas Gerais,Não,0.6652542372881356
laurentino,Santa Catarina,Não,0.6652542372881356
poloni,São Paulo,Não,0.6652542372881356
hortolândia,São Paulo,Não,0.6652542372881356
lapa,Paraná,Não,0.6652542372881356
lauro muller,Santa Catarina,Não,0.6652542372881356
biguaçu,Santa Catarina,Não,0.6652542372881356
brodowski,São Paulo,Não,0.6652542372881356
crissiumal,Rio Grande do Sul,Não,0.6652542372881356
ivaí,Paraná,Não,0.6652542372881356
camargo,Rio Grande do Sul,Não,0.6652542372881356
araquari,Santa Catarina,Não,0.6652542372881356
jaci,São Paulo,Não,0.6652542372881356
campo magro,Paraná,Não,0.6652542372881356
caldas,Minas Gerais,Não,0.6652542372881356
sarandi,Paraná,Não,0.6652542372881356
solidão,Pernambuco,Não,0.6652542372881356
ibiraçu,Espírito Santo,Não,0.6652542372881356
siderópolis,Santa Catarina,Não,0.6652542372881356
estância velha,Rio Grande do Sul,Não,0.6652542372881356
iporã,Paraná,Não,0.6652542372881356
itaquaquecetuba,São Paulo,Não,0.6652542372881356
juatuba,Minas Gerais,Não,0.6652542372881356
jarinu,São Paulo,Não,0.6652542372881356
são joão do polêsine,Rio Grande do Sul,Não,0.6652542372881356
guaramirim,Santa Catarina,Não,0.6652542372881356
monte mor,São Paulo,Sim,0.6652542372881356
paiçandu,Paraná,Não,0.6652542372881356
harmonia,Rio Grande do Sul,Não,0.6652542372881356
herval d'oeste,Santa Catarina,Não,0.6652542372881356
renascença,Paraná,Não,0.6652542372881356
caucaia,Ceará,Não,0.6652542372881356
gravataí,Rio Grande do Sul,Não,0.6652542372881356
itaporanga d'ajuda,Sergipe,Não,0.6652542372881356
tapera,Rio Grande do Sul,Não,0.6652542372881356
alvorada,Rio Grande do Sul,Não,0.6652542372881356
são manuel,São Paulo,Não,0.6652542372881356
nerópolis,Goiás,Não,0.6652542372881356
capivari de baixo,Santa Catarina,Não,0.6652542372881356
sarzedo,Minas Gerais,Não,0.6652542372881356
glorinha,Rio Grande do Sul,Não,0.6652542372881356
barcarena,Pará,Não,0.6652542372881356
sumaré,São Paulo,Não,0.6652542372881356
suzano,São Paulo,Não,0.6652542372881356
rio branco do sul,Paraná,Não,0.6652542372881356
matozinhos,Minas Gerais,Não,0.6652542372881356
vanini,Rio Grande do Sul,Não,0.6652542372881356
campo limpo paulista,São Paulo,Sim,0.6652542372881356
mineiros do tietê,São Paulo,Não,0.6652542372881356
meleiro,Santa Catarina,Não,0.6652542372881356
votorantim,São Paulo,Não,0.6652542372881356
pires do rio,Goiás,Não,0.6652542372881356
monte sião,Minas Gerais,Não,0.6652542372881356
araçariguama,São Paulo,Não,0.6652542372881356
sapucaia do sul,Rio Grande do Sul,Não,0.6652542372881356
embu-guaçu,São Paulo,Não,0.6652542372881356
dumont,São Paulo,Não,0.6652542372881356
engenheiro coelho,São Paulo,Não,0.6652542372881356
são leopoldo,Rio Grande do Sul,Não,0.6652542372881356
paripueira,Alagoas,Não,0.6652542372881356
fazenda rio grande,Paraná,Não,0.6652542372881356
quatro barras,Paraná,Não,0.6652542372881356
gravatal,Santa Catarina,Não,0.6652542372881356
nova prata do iguaçu,Paraná,Não,0.6652542372881356
rio do campo,Santa Catarina,Não,0.6652542372881356
capela de santana,Rio Grande do Sul,Não,0.6652542372881356
vila maria,Rio Grande do Sul,Não,0.6652542372881356
santa izabel do oeste,Paraná,Não,0.6652542372881356
lucas do rio verde,Mato Grosso,Não,0.6652542372881356
nova londrina,Paraná,Não,0.6652542372881356
santa tereza do oeste,Paraná,Não,0.6652542372881356
aquiraz,Ceará,Não,0.6652542372881356
águas mornas,Santa Catarina,Não,0.6652542372881356
mercedes,Paraná,Não,0.6652542372881356
feliz,Rio Grande do Sul,Não,0.6652542372881356
marilândia,Espírito Santo,Não,0.6652542372881356
mauá da serra,Paraná,Não,0.6652542372881356
matupá,Mato Grosso,Não,0.6652542372881356
ferraz de vasconcelos,São Paulo,Não,0.6652542372881356
iguaraçu,Paraná,Não,0.6652542372881356
nova santa rita,Rio Grande do Sul,Não,0.6652542372881356
toritama,Pernambuco,Não,0.6652542372881356
extremoz,Rio Grande do Norte,Não,0.6652542372881356
vargem,São Paulo,Não,0.6652542372881356
araripina,Pernambuco,Não,0.6652542372881356
taquari,Rio Grande do Sul,Não,0.6652542372881356
nazaré paulista,São Paulo,Não,0.6652542372881356
eusébio,Ceará,Não,0.6652542372881356
maracajá,Santa Catarina,Não,0.6652542372881356
nossa senhora do socorro,Sergipe,Não,0.6652542372881356
agronômica,Santa Catarina,Não,0.6652542372881356
rio das flores,Rio de Janeiro,Não,0.6652542372881356
simões filho,Bahia,Não,0.6652542372881356
ulianópolis,Pará,Não,0.6307692307692307
tapejara,Rio Grande do Sul,Não,0.6307692307692307
ipaussu,São Paulo,Não,0.6307692307692307
imbituva,Paraná,Não,0.6307692307692307
cidade gaúcha,Paraná,Não,0.6307692307692307
são sebastião do caí,Rio Grande do Sul,Não,0.6307692307692307
veranópolis,Rio Grande do Sul,Não,0.6307692307692307
estrela d'oeste,São Paulo,Não,0.6307692307692307
ampére,Paraná,Não,0.6307692307692307
santa clara do sul,Rio Grande do Sul,Não,0.6307692307692307
armazém,Santa Catarina,Não,0.6307692307692307
agrolândia,Santa Catarina,Não,0.6307692307692307
nova europa,São Paulo,Não,0.6307692307692307
riozinho,Rio Grande do Sul,Não,0.6307692307692307
caçu,Goiás,Não,0.6307692307692307
cafelândia,Paraná,Não,0.6307692307692307
extrema,Minas Gerais,Não,0.6307692307692307
são marcos,Rio Grande do Sul,Não,0.6307692307692307
nuporanga,São Paulo,Não,0.6307692307692307
carmo da mata,Minas Gerais,Não,0.6307692307692307
pedreira,São Paulo,Não,0.6307692307692307
serafina corrêa,Rio Grande do Sul,Não,0.6307692307692307
cláudio,Minas Gerais,Não,0.6307692307692307
bataguassu,Mato Grosso do Sul,Não,0.6307692307692307
itapagé,Ceará,Não,0.6307692307692307
ibitinga,São Paulo,Não,0.6307692307692307
capinópolis,Minas Gerais,Não,0.6307692307692307
rolante,Rio Grande do Sul,Não,0.6307692307692307
paulistana,Piauí,Não,0.6307692307692307
três coroas,Rio Grande do Sul,Não,0.6307692307692307
nova roma do sul,Rio Grande do Sul,Não,0.6307692307692307
astolfo dutra,Minas Gerais,Não,0.6307692307692307
taguaí,São Paulo,Não,0.6307692307692307
encantado,Rio Grande do Sul,Não,0.6307692307692307
são lourenço do oeste,Santa Catarina,Não,0.6307692307692307
paranacity,Paraná,Não,0.6307692307692307
são miguel dos campos,Alagoas,Não,0.6307692307692307
marau,Rio Grande do Sul,Não,0.6307692307692307
mateus leme,Minas Gerais,Não,0.6307692307692307
sertãozinho,São Paulo,Não,0.6307692307692307
mar de espanha,Minas Gerais,Não,0.6307692307692307
lindóia do sul,Santa Catarina,Não,0.6307692307692307
morro redondo,Rio Grande do Sul,Não,0.6307692307692307
capinzal,Santa Catarina,Sim,0.6307692307692307
dois irmãos,Rio Grande do Sul,Não,0.6307692307692307
serra negra do norte,Rio Grande do Norte,Não,0.6307692307692307
cruzeiro do sul,Rio Grande do Sul,Não,0.6307692307692307
salgueiro,Pernambuco,Não,0.6307692307692307
juruaia,Minas Gerais,Não,0.6307692307692307
cotiporã,Rio Grande do Sul,Não,0.6307692307692307
nova hartz,Rio Grande do Sul,Não,0.6307692307692307
campo alegre,Santa Catarina,Não,0.6307692307692307
nova prata,Rio Grande do Sul,Não,0.6307692307692307
maravilha,Santa Catarina,Não,0.6307692307692307
tapejara,Paraná,Não,0.6307692307692307
saudades,Santa Catarina,Não,0.6307692307692307
jeceaba,Minas Gerais,Não,0.6307692307692307
arroio do meio,Rio Grande do Sul,Não,0.6307692307692307
guaporé,Rio Grande do Sul,Não,0.6307692307692307
paraisópolis,Minas Gerais,Não,0.6307692307692307
gaspar,Santa Catarina,Não,0.6307692307692307
rondon,Paraná,Não,0.6307692307692307
indaial,Santa Catarina,Não,0.6307692307692307
são raimundo das mangabeiras,Maranhão,Não,0.6307692307692307
nossa senhora das dores,Sergipe,Não,0.6307692307692307
urussanga,Santa Catarina,Não,0.6307692307692307
garibaldi,Rio Grande do Sul,Não,0.6307692307692307
igrejinha,Rio Grande do Sul,Não,0.6307692307692307
ipumirim,Santa Catarina,Não,0.6307692307692307
vicência,Pernambuco,Não,0.6307692307692307
flores da cunha,Rio Grande do Sul,Não,0.6307692307692307
trombudo central,Santa Catarina,Não,0.6307692307692307
aldeias altas,Maranhão,Não,0.6307692307692307
treze tílias,Santa Catarina,Não,0.6307692307692307
timbó,Santa Catarina,Não,0.6307692307692307
itapiranga,Santa Catarina,Não,0.6307692307692307
monsenhor paulo,Minas Gerais,Não,0.6307692307692307
estação,Rio Grande do Sul,Não,0.6307692307692307
seara,Santa Catarina,Não,0.6307692307692307
matelândia,Paraná,Não,0.6307692307692307
são joão batista,Santa Catarina,Não,0.6307692307692307
