nomeLocalidade,estado,Cidade tem Aluno,Probabilidade
salvador das missões,Rio Grande do Sul,Não,1.0294313e-05
água preta,Pernambuco,Não,1.029395e-05
itupiranga,Pará,Não,1.0286119e-05
córrego do bom jesus,Minas Gerais,Não,1.0283147e-05
bonfim,Minas Gerais,Não,1.0282451e-05
pau d'arco,Pará,Não,1.02816275e-05
joaquim távora,Paraná,Não,1.0274775e-05
são joão do manhuaçu,Minas Gerais,Não,1.027263e-05
ritápolis,Minas Gerais,Não,1.0262222e-05
ponte alta do norte,Santa Catarina,Não,1.0247308e-05
nova colinas,Maranhão,Não,1.0242774e-05
bonfim,Roraima,Não,1.0239609e-05
mirassol d'oeste,Mato Grosso,Não,1.0237569e-05
acari,Rio Grande do Norte,Não,1.0234465e-05
ribeirão branco,São Paulo,Não,1.0226162e-05
segredo,Rio Grande do Sul,Não,1.0220039e-05
pesqueira,Pernambuco,Não,1.02130925e-05
bom lugar,Maranhão,Não,1.0200876e-05
guaporema,Paraná,Não,1.0197745e-05
maraã,Amazonas,Não,1.01782825e-05
novo lino,Alagoas,Não,1.0176769e-05
morro grande,Santa Catarina,Não,1.0158549e-05
queimadas,Bahia,Não,1.0136157e-05
catas altas da noruega,Minas Gerais,Não,1.0135267e-05
realeza,Paraná,Não,1.01326195e-05
sobrado,Paraíba,Não,1.0122545e-05
brejetuba,Espírito Santo,Não,1.0117817e-05
são francisco de assis,Rio Grande do Sul,Não,1.0117373e-05
poconé,Mato Grosso,Não,1.010581e-05
campo limpo de goiás,Goiás,Não,1.0099606e-05
timon,Maranhão,Não,1.00951665e-05
itabaianinha,Sergipe,Não,1.0090874e-05
coronel vivida,Paraná,Não,1.0090633e-05
oliveira de fátima,Tocantins,Não,1.0089651e-05
padre carvalho,Minas Gerais,Não,1.0077121e-05
pedro teixeira,Minas Gerais,Não,1.007643e-05
fátima,Tocantins,Não,1.0043044e-05
zortéa,Santa Catarina,Não,1.0039884e-05
junqueiro,Alagoas,Não,1.0039491e-05
santa rosa de goiás,Goiás,Não,1.00369925e-05
nova londrina,Paraná,Não,1.0032954e-05
crissiumal,Rio Grande do Sul,Não,1.0025867e-05
restinga,São Paulo,Não,1.0014582e-05
cristiano otoni,Minas Gerais,Não,1.001059e-05
ribeirão vermelho,Minas Gerais,Não,1.0007917e-05
ouro verde,São Paulo,Não,1.0006266e-05
cana verde,Minas Gerais,Não,9.995299e-06
palmeiras do tocantins,Tocantins,Não,9.987285e-06
paulistânia,São Paulo,Não,9.977917e-06
cabeceiras,Goiás,Não,9.976757e-06
nova rosalândia,Tocantins,Não,9.976005e-06
tapurah,Mato Grosso,Não,9.975215e-06
sucupira,Tocantins,Não,9.970013e-06
buri,São Paulo,Não,9.95541e-06
planaltina do paraná,Paraná,Não,9.94555e-06
nazaré paulista,São Paulo,Não,9.945236e-06
matinha,Maranhão,Não,9.94279e-06
brejão,Pernambuco,Não,9.935009e-06
parecis,Rondônia,Não,9.923816e-06
ribas do rio pardo,Mato Grosso do Sul,Não,9.903555e-06
gonçalves,Minas Gerais,Não,9.903111e-06
planaltina,Goiás,Não,9.89856e-06
malhada,Bahia,Não,9.893134e-06
tarumã,São Paulo,Não,9.878492e-06
araruna,Paraíba,Não,9.874424e-06
tefé,Amazonas,Não,9.8554765e-06
porto vera cruz,Rio Grande do Sul,Não,9.836481e-06
palestina do pará,Pará,Não,9.835627e-06
pacajá,Pará,Não,9.835609e-06
areiópolis,São Paulo,Não,9.83468e-06
novo cabrais,Rio Grande do Sul,Não,9.833151e-06
timburi,São Paulo,Não,9.8308265e-06
machadinho d'oeste,Rondônia,Não,9.822111e-06
riachinho,Tocantins,Não,9.814423e-06
presidente kubitschek,Minas Gerais,Não,9.812542e-06
bocaiúva do sul,Paraná,Não,9.799076e-06
iraquara,Bahia,Não,9.79475e-06
apiacá,Espírito Santo,Não,9.793985e-06
porto estrela,Mato Grosso,Não,9.76918e-06
palmácia,Ceará,Não,9.76673e-06
plácido de castro,Acre,Não,9.763527e-06
carutapera,Maranhão,Não,9.74654e-06
lima duarte,Minas Gerais,Não,9.741345e-06
itapuca,Rio Grande do Sul,Não,9.737899e-06
anhembi,São Paulo,Não,9.715015e-06
pinhal,Rio Grande do Sul,Não,9.712848e-06
santo antônio do leste,Mato Grosso,Não,9.707569e-06
são pedro do sul,Rio Grande do Sul,Não,9.699981e-06
correntina,Bahia,Não,9.693175e-06
mariápolis,São Paulo,Não,9.684582e-06
pindaré-mirim,Maranhão,Não,9.653885e-06
santa luzia do itanhy,Sergipe,Não,9.644581e-06
dom viçoso,Minas Gerais,Não,9.639156e-06
barra da estiva,Bahia,Não,9.61944e-06
são bento do una,Pernambuco,Não,9.61844e-06
itacajá,Tocantins,Não,9.616377e-06
marliéria,Minas Gerais,Não,9.616037e-06
chapada dos guimarães,Mato Grosso,Não,9.601018e-06
estiva,Minas Gerais,Não,9.5941905e-06
corumbá de goiás,Goiás,Não,9.581874e-06
angélica,Mato Grosso do Sul,Não,9.579982e-06
senhora de oliveira,Minas Gerais,Não,9.573042e-06
curralinho,Pará,Não,9.5521855e-06
pratânia,São Paulo,Não,9.542725e-06
mirante do paranapanema,São Paulo,Não,9.539149e-06
douradoquara,Minas Gerais,Não,9.509675e-06
cocalzinho de goiás,Goiás,Não,9.49733e-06
itueta,Minas Gerais,Não,9.494505e-06
ituiutaba,Minas Gerais,Não,9.487942e-06
nossa senhora das graças,Paraná,Não,9.4831485e-06
grão pará,Santa Catarina,Não,9.483103e-06
engenheiro navarro,Minas Gerais,Não,9.47438e-06
conceição do coité,Bahia,Não,9.473368e-06
turilândia,Maranhão,Não,9.4583465e-06
barra do corda,Maranhão,Não,9.4572915e-06
ibaté,São Paulo,Não,9.427557e-06
itanagra,Bahia,Não,9.426865e-06
esperança,Paraíba,Não,9.424852e-06
coração de maria,Bahia,Não,9.421949e-06
pardinho,São Paulo,Não,9.412877e-06
panamá,Goiás,Não,9.410607e-06
são simão,Goiás,Não,9.404964e-06
serra do salitre,Minas Gerais,Não,9.377674e-06
beberibe,Ceará,Não,9.3718445e-06
santópolis do aguapeí,São Paulo,Não,9.359858e-06
bom despacho,Minas Gerais,Não,9.35322e-06
itamaraju,Bahia,Não,9.346479e-06
perobal,Paraná,Não,9.328633e-06
são domingos do azeitão,Maranhão,Não,9.325547e-06
itapicuru,Bahia,Não,9.319768e-06
santa rita,Maranhão,Não,9.3114695e-06
ananás,Tocantins,Não,9.310431e-06
itati,Rio Grande do Sul,Não,9.295039e-06
palestina de goiás,Goiás,Não,9.281114e-06
várzea,Paraíba,Não,9.278459e-06
cruzmaltina,Paraná,Não,9.269704e-06
coimbra,Minas Gerais,Não,9.268519e-06
riacho dos machados,Minas Gerais,Não,9.262493e-06
buriti,Maranhão,Não,9.257733e-06
alambari,São Paulo,Não,9.254149e-06
potiraguá,Bahia,Não,9.251016e-06
itatuba,Paraíba,Não,9.25009e-06
amapá,Amapá,Não,9.242181e-06
nova iguaçu de goiás,Goiás,Não,9.239502e-06
candeias do jamari,Rondônia,Não,9.232517e-06
brasilândia do sul,Paraná,Não,9.231372e-06
nipoã,São Paulo,Não,9.209082e-06
campos do jordão,São Paulo,Não,9.208862e-06
pilõezinhos,Paraíba,Não,9.205535e-06
goianésia do pará,Pará,Não,9.203753e-06
santa cruz cabrália,Bahia,Não,9.201971e-06
paranapuã,São Paulo,Não,9.195506e-06
carlos chagas,Minas Gerais,Não,9.193481e-06
araguanã,Tocantins,Não,9.177704e-06
curral de dentro,Minas Gerais,Não,9.176548e-06
pires do rio,Goiás,Não,9.174781e-06
tapiraí,São Paulo,Não,9.168649e-06
rodelas,Bahia,Não,9.164514e-06
senador amaral,Minas Gerais,Não,9.159526e-06
mariana pimentel,Rio Grande do Sul,Não,9.143153e-06
planalto da serra,Mato Grosso,Não,9.135143e-06
toledo,Minas Gerais,Não,9.12499e-06
áurea,Rio Grande do Sul,Não,9.115137e-06
carmo do rio verde,Goiás,Não,9.103835e-06
são vicente do sul,Rio Grande do Sul,Não,9.100597e-06
campo do tenente,Paraná,Não,9.076968e-06
japira,Paraná,Não,9.074951e-06
novo jardim,Tocantins,Não,9.073325e-06
são luís gonzaga do maranhão,Maranhão,Não,9.0714475e-06
quaraí,Rio Grande do Sul,Não,9.067641e-06
ivaí,Paraná,Não,9.066803e-06
ubiratã,Paraná,Não,9.061832e-06
mariano moro,Rio Grande do Sul,Não,9.061815e-06
rio bonito do iguaçu,Paraná,Não,9.055422e-06
cabrália paulista,São Paulo,Não,9.030155e-06
cachoeira do arari,Pará,Não,9.02066e-06
missão velha,Ceará,Não,9.017194e-06
cristália,Minas Gerais,Não,9.011796e-06
borebi,São Paulo,Não,9.007972e-06
ribamar fiquene,Maranhão,Não,9.007809e-06
portel,Pará,Não,8.99978e-06
monte alegre dos campos,Rio Grande do Sul,Não,8.9818595e-06
pontão,Rio Grande do Sul,Não,8.973863e-06
são domingos do prata,Minas Gerais,Não,8.962838e-06
porto alegre do norte,Mato Grosso,Não,8.955525e-06
cerrito,Rio Grande do Sul,Não,8.954261e-06
serro,Minas Gerais,Não,8.944088e-06
palmitinho,Rio Grande do Sul,Não,8.934387e-06
jaicós,Piauí,Não,8.933731e-06
cocos,Bahia,Não,8.931823e-06
rio claro,Rio de Janeiro,Não,8.9148025e-06
muqui,Espírito Santo,Não,8.913043e-06
novo progresso,Pará,Não,8.91164e-06
amparo do serra,Minas Gerais,Não,8.907681e-06
vitorino,Paraná,Não,8.893735e-06
floresta azul,Bahia,Não,8.892725e-06
araguacema,Tocantins,Não,8.882089e-06
japurá,Amazonas,Não,8.870432e-06
grossos,Rio Grande do Norte,Não,8.859256e-06
trabiju,São Paulo,Não,8.853859e-06
turvelândia,Goiás,Não,8.842585e-06
novais,São Paulo,Não,8.816549e-06
pau brasil,Bahia,Não,8.812867e-06
rio das antas,Santa Catarina,Não,8.81212e-06
riversul,São Paulo,Não,8.810245e-06
pirambu,Sergipe,Não,8.807851e-06
cabixi,Rondônia,Não,8.802217e-06
nazaré,Tocantins,Não,8.784589e-06
água fria de goiás,Goiás,Não,8.756811e-06
feliz natal,Mato Grosso,Não,8.748865e-06
vanini,Rio Grande do Sul,Não,8.744486e-06
santa rita do pardo,Mato Grosso do Sul,Não,8.727731e-06
coqueiro baixo,Rio Grande do Sul,Não,8.722514e-06
poço das antas,Rio Grande do Sul,Não,8.721931e-06
glória d'oeste,Mato Grosso,Não,8.720909e-06
curaçá,Bahia,Não,8.716677e-06
coronel macedo,São Paulo,Não,8.709016e-06
dom macedo costa,Bahia,Não,8.70826e-06
nova brasilândia,Mato Grosso,Não,8.706633e-06
ouro verde do oeste,Paraná,Não,8.688177e-06
paranapoema,Paraná,Não,8.686794e-06
lagoa da confusão,Tocantins,Não,8.679308e-06
são pedro do butiá,Rio Grande do Sul,Não,8.6780165e-06
gameleira de goiás,Goiás,Não,8.677181e-06
xavantina,Santa Catarina,Não,8.674707e-06
guzolândia,São Paulo,Não,8.668149e-06
glorinha,Rio Grande do Sul,Não,8.666372e-06
acará,Pará,Não,8.65334e-06
iracema do oeste,Paraná,Não,8.650683e-06
rio real,Bahia,Não,8.638514e-06
virmond,Paraná,Não,8.632124e-06
araguaçu,Tocantins,Não,8.623386e-06
macieira,Santa Catarina,Não,8.622177e-06
caranaíba,Minas Gerais,Não,8.617212e-06
belmonte,Bahia,Não,8.614263e-06
novo horizonte,São Paulo,Não,8.586802e-06
choró,Ceará,Não,8.5804995e-06
águas mornas,Santa Catarina,Não,8.5698275e-06
são geraldo do baixio,Minas Gerais,Não,8.565798e-06
constantina,Rio Grande do Sul,Não,8.565292e-06
manoel viana,Rio Grande do Sul,Não,8.5647125e-06
barreiras do piauí,Piauí,Não,8.555732e-06
catuji,Minas Gerais,Não,8.553554e-06
gararu,Sergipe,Não,8.552534e-06
baixo guandu,Espírito Santo,Não,8.548628e-06
lambari d'oeste,Mato Grosso,Não,8.546949e-06
santaluz,Bahia,Não,8.545238e-06
cacimbas,Paraíba,Não,8.544822e-06
minas do leão,Rio Grande do Sul,Não,8.52093e-06
urucurituba,Amazonas,Não,8.517981e-06
lucianópolis,São Paulo,Não,8.51634e-06
guajará,Amazonas,Não,8.506365e-06
acrelândia,Acre,Não,8.502715e-06
joanésia,Minas Gerais,Não,8.502391e-06
goioxim,Paraná,Não,8.497445e-06
goianinha,Rio Grande do Norte,Não,8.4951125e-06
bela vista de goiás,Goiás,Não,8.468993e-06
brunópolis,Santa Catarina,Não,8.46544e-06
presidente médici,Rondônia,Não,8.464277e-06
jitaúna,Bahia,Não,8.4420835e-06
são martinho,Rio Grande do Sul,Não,8.4340445e-06
guará,São Paulo,Não,8.432332e-06
luzinópolis,Tocantins,Não,8.425893e-06
catarina,Ceará,Não,8.419845e-06
santa cruz do escalvado,Minas Gerais,Não,8.40582e-06
pacatuba,Sergipe,Não,8.403504e-06
jerumenha,Piauí,Não,8.401196e-06
casa branca,São Paulo,Não,8.398016e-06
mazagão,Amapá,Não,8.397511e-06
flexeiras,Alagoas,Não,8.392636e-06
bonito,Bahia,Não,8.381838e-06
xambrê,Paraná,Não,8.376931e-06
ituverava,São Paulo,Não,8.374152e-06
caxias,Maranhão,Não,8.369361e-06
vigia,Pará,Não,8.355971e-06
lucélia,São Paulo,Não,8.3547275e-06
senador josé porfírio,Pará,Não,8.3389505e-06
carlos gomes,Rio Grande do Sul,Não,8.338942e-06
porto alegre do tocantins,Tocantins,Não,8.338816e-06
aral moreira,Mato Grosso do Sul,Não,8.332663e-06
lagoa dos gatos,Pernambuco,Não,8.321576e-06
santa rosa do tocantins,Tocantins,Não,8.310798e-06
itapirapuã paulista,São Paulo,Não,8.30549e-06
itabaiana,Paraíba,Não,8.305228e-06
são lourenço do sul,Rio Grande do Sul,Não,8.29512e-06
munhoz,Minas Gerais,Não,8.293887e-06
tururu,Ceará,Não,8.291601e-06
boa vista,Paraíba,Não,8.281588e-06
piranga,Minas Gerais,Não,8.274404e-06
vale de são domingos,Mato Grosso,Não,8.271816e-06
belém de maria,Pernambuco,Não,8.269434e-06
são gotardo,Minas Gerais,Não,8.255243e-06
são joão do oriente,Minas Gerais,Não,8.253858e-06
iporã do oeste,Santa Catarina,Não,8.253503e-06
santana,Bahia,Não,8.241423e-06
floriano,Piauí,Não,8.240417e-06
chaves,Pará,Não,8.2380675e-06
rubim,Minas Gerais,Não,8.237226e-06
crucilândia,Minas Gerais,Não,8.236103e-06
itapé,Bahia,Não,8.219242e-06
aiquara,Bahia,Não,8.214046e-06
itapemirim,Espírito Santo,Não,8.213718e-06
tapera,Rio Grande do Sul,Não,8.2134975e-06
pantano grande,Rio Grande do Sul,Não,8.211602e-06
piranguinho,Minas Gerais,Não,8.21053e-06
pimenteiras do oeste,Rondônia,Não,8.202515e-06
barra do ouro,Tocantins,Não,8.200271e-06
são francisco do brejão,Maranhão,Não,8.199395e-06
natividade,Tocantins,Não,8.194009e-06
paiva,Minas Gerais,Não,8.191228e-06
bias fortes,Minas Gerais,Não,8.17406e-06
senador guiomard,Acre,Não,8.16718e-06
amparo de são francisco,Sergipe,Não,8.158243e-06
antônio joão,Mato Grosso do Sul,Não,8.154291e-06
governador newton bello,Maranhão,Não,8.14606e-06
gracho cardoso,Sergipe,Não,8.142301e-06
guaraniaçu,Paraná,Não,8.136169e-06
ipojuca,Pernambuco,Não,8.133997e-06
ministro andreazza,Rondônia,Não,8.132779e-06
ibirubá,Rio Grande do Sul,Não,8.124926e-06
lajedão,Bahia,Não,8.124299e-06
arauá,Sergipe,Não,8.117661e-06
oratórios,Minas Gerais,Não,8.114132e-06
são félix do tocantins,Tocantins,Não,8.112291e-06
lago do junco,Maranhão,Não,8.11147e-06
feira nova,Sergipe,Não,8.105679e-06
alpercata,Minas Gerais,Não,8.1037e-06
pacaraima,Roraima,Não,8.094037e-06
itacarambi,Minas Gerais,Não,8.090611e-06
castanheiras,Rondônia,Não,8.074701e-06
fernando de noronha,Pernambuco,Não,8.067597e-06
ribeirão do largo,Bahia,Não,8.0608825e-06
montes claros de goiás,Goiás,Não,8.05217e-06
pedro velho,Rio Grande do Norte,Não,8.038988e-06
jaquirana,Rio Grande do Sul,Não,8.033854e-06
joaquim felício,Minas Gerais,Não,8.0316395e-06
cidelândia,Maranhão,Não,8.027819e-06
centenário,Tocantins,Não,8.022629e-06
muquém de são francisco,Bahia,Não,8.016587e-06
itaguatins,Tocantins,Não,8.002785e-06
remanso,Bahia,Não,8.002601e-06
são josé do herval,Rio Grande do Sul,Não,7.999595e-06
pontalinda,São Paulo,Não,7.995042e-06
salto do itararé,Paraná,Não,7.992153e-06
porto seguro,Bahia,Não,7.990148e-06
nazaré,Bahia,Não,7.978377e-06
pitangueiras,Paraná,Não,7.978012e-06
são fidélis,Rio de Janeiro,Não,7.976376e-06
dionísio cerqueira,Santa Catarina,Não,7.97366e-06
são bernardino,Santa Catarina,Não,7.967609e-06
itaeté,Bahia,Não,7.965581e-06
sapucaia,Pará,Não,7.9570245e-06
inajá,Paraná,Não,7.949341e-06
central de minas,Minas Gerais,Não,7.948727e-06
palmares paulista,São Paulo,Não,7.941794e-06
pedra preta,Rio Grande do Norte,Não,7.936274e-06
jacareacanga,Pará,Não,7.928158e-06
casa grande,Minas Gerais,Não,7.919875e-06
placas,Pará,Não,7.919664e-06
brejo grande do araguaia,Pará,Não,7.916463e-06
são caitano,Pernambuco,Não,7.915858e-06
anta gorda,Rio Grande do Sul,Não,7.915361e-06
itaubal,Amapá,Não,7.908803e-06
ernestina,Rio Grande do Sul,Não,7.90878e-06
nova porteirinha,Minas Gerais,Não,7.907415e-06
gilbués,Piauí,Não,7.903232e-06
sítio do mato,Bahia,Não,7.901837e-06
água limpa,Goiás,Não,7.899931e-06
marilândia do sul,Paraná,Não,7.895232e-06
josé boiteux,Santa Catarina,Não,7.890098e-06
franciscópolis,Minas Gerais,Não,7.877166e-06
doutor pedrinho,Santa Catarina,Não,7.851494e-06
muricilândia,Tocantins,Não,7.8449675e-06
alto paraíso,Paraná,Não,7.840016e-06
frei paulo,Sergipe,Não,7.839934e-06
combinado,Tocantins,Não,7.839134e-06
estrela velha,Rio Grande do Sul,Não,7.832745e-06
campo bonito,Paraná,Não,7.831027e-06
rio vermelho,Minas Gerais,Não,7.819221e-06
caridade,Ceará,Não,7.8148605e-06
são sebastião da bela vista,Minas Gerais,Não,7.814547e-06
santa rosa de lima,Sergipe,Não,7.810665e-06
montadas,Paraíba,Não,7.8062785e-06
ruy barbosa,Bahia,Não,7.804396e-06
tapiramutá,Bahia,Não,7.796361e-06
cuité de mamanguape,Paraíba,Não,7.796243e-06
jaru,Rondônia,Não,7.794258e-06
barra do rocha,Bahia,Não,7.790015e-06
santa ernestina,São Paulo,Não,7.7848235e-06
capão alto,Santa Catarina,Não,7.780118e-06
aporé,Goiás,Não,7.7700415e-06
ribeirópolis,Sergipe,Não,7.768374e-06
chã preta,Alagoas,Não,7.767411e-06
itarana,Espírito Santo,Não,7.764937e-06
itaju do colônia,Bahia,Não,7.746409e-06
santa helena,Santa Catarina,Não,7.7454415e-06
acorizal,Mato Grosso,Não,7.741388e-06
verdelândia,Minas Gerais,Não,7.73614e-06
barra de são miguel,Alagoas,Não,7.732534e-06
pereiras,São Paulo,Não,7.7189625e-06
simão dias,Sergipe,Não,7.711516e-06
turvânia,Goiás,Não,7.709075e-06
são francisco de goiás,Goiás,Não,7.694979e-06
sena madureira,Acre,Não,7.686663e-06
tibau do sul,Rio Grande do Norte,Não,7.685775e-06
tarumirim,Minas Gerais,Não,7.684998e-06
santa inês,Paraná,Não,7.683745e-06
sarandi,Paraná,Não,7.680441e-06
damolândia,Goiás,Não,7.679671e-06
paraguaçu paulista,São Paulo,Não,7.67921e-06
carrapateira,Paraíba,Não,7.676801e-06
são joão do itaperiú,Santa Catarina,Não,7.668196e-06
cachoeira do piriá,Pará,Não,7.667305e-06
santa rosa de lima,Santa Catarina,Não,7.664841e-06
indiaroba,Sergipe,Não,7.6645265e-06
caapiranga,Amazonas,Não,7.663628e-06
ibitirama,Espírito Santo,Não,7.65376e-06
palmitos,Santa Catarina,Não,7.653228e-06
amaralina,Goiás,Não,7.649054e-06
santa rita do novo destino,Goiás,Não,7.6440365e-06
fortaleza dos nogueiras,Maranhão,Não,7.638505e-06
natalândia,Minas Gerais,Não,7.638134e-06
consolação,Minas Gerais,Não,7.637588e-06
divino de são lourenço,Espírito Santo,Não,7.6303295e-06
colinas do sul,Goiás,Não,7.630104e-06
sul brasil,Santa Catarina,Não,7.629944e-06
monte negro,Rondônia,Não,7.6198503e-06
são pedro do suaçuí,Minas Gerais,Não,7.616203e-06
maracaçumé,Maranhão,Não,7.6152664e-06
itobi,São Paulo,Não,7.6131246e-06
nova nazaré,Mato Grosso,Não,7.613096e-06
patu,Rio Grande do Norte,Não,7.585534e-06
ponte preta,Rio Grande do Sul,Não,7.578976e-06
ipiguá,São Paulo,Não,7.5781372e-06
butiá,Rio Grande do Sul,Não,7.577733e-06
angelina,Santa Catarina,Não,7.5770536e-06
novo machado,Rio Grande do Sul,Não,7.576129e-06
taquaraçu de minas,Minas Gerais,Não,7.575623e-06
são bento do tocantins,Tocantins,Não,7.5745606e-06
flores de goiás,Goiás,Não,7.564253e-06
marianópolis do tocantins,Tocantins,Não,7.561014e-06
ibema,Paraná,Não,7.5484277e-06
são geraldo do araguaia,Pará,Não,7.545916e-06
nova olinda do maranhão,Maranhão,Não,7.545707e-06
bonfinópolis,Goiás,Não,7.541527e-06
caculé,Bahia,Não,7.536538e-06
ortigueira,Paraná,Não,7.533893e-06
itaiópolis,Santa Catarina,Não,7.5325142e-06
itacaré,Bahia,Não,7.532212e-06
encruzilhada,Bahia,Não,7.53084e-06
anaurilândia,Mato Grosso do Sul,Não,7.528816e-06
bom sucesso,Minas Gerais,Não,7.528141e-06
gongogi,Bahia,Não,7.515673e-06
jussari,Bahia,Não,7.513788e-06
cássia dos coqueiros,São Paulo,Não,7.5118605e-06
miguel calmon,Bahia,Não,7.501924e-06
centenário,Rio Grande do Sul,Não,7.49922e-06
barreirinha,Amazonas,Não,7.4958452e-06
treze de maio,Santa Catarina,Não,7.493151e-06
são josé do ouro,Rio Grande do Sul,Não,7.4880145e-06
ubiretama,Rio Grande do Sul,Não,7.479657e-06
tupi paulista,São Paulo,Não,7.476548e-06
porto alegre do piauí,Piauí,Não,7.4711306e-06
coaraci,Bahia,Não,7.4597037e-06
paranaíba,Mato Grosso do Sul,Não,7.456027e-06
cerro negro,Santa Catarina,Não,7.450511e-06
anapu,Pará,Não,7.4503055e-06
currais,Piauí,Não,7.4493746e-06
jequitaí,Minas Gerais,Não,7.4487853e-06
são domingos do araguaia,Pará,Não,7.4464697e-06
talismã,Tocantins,Não,7.4444247e-06
bom jardim,Maranhão,Não,7.4404356e-06
irecê,Bahia,Não,7.4330956e-06
maximiliano de almeida,Rio Grande do Sul,Não,7.4319396e-06
cumaru do norte,Pará,Não,7.4310183e-06
inácio martins,Paraná,Não,7.430125e-06
ninheira,Minas Gerais,Não,7.426796e-06
carrancas,Minas Gerais,Não,7.4234677e-06
rio paranaíba,Minas Gerais,Não,7.417637e-06
riachão do jacuípe,Bahia,Não,7.4143763e-06
formigueiro,Rio Grande do Sul,Não,7.408192e-06
riqueza,Santa Catarina,Não,7.4042364e-06
pirangi,São Paulo,Não,7.3981664e-06
teófilo otoni,Minas Gerais,Não,7.3938427e-06
painel,Santa Catarina,Não,7.3857595e-06
piçarra,Pará,Não,7.384168e-06
nova redenção,Bahia,Não,7.3812594e-06
orobó,Pernambuco,Não,7.379507e-06
são tomás de aquino,Minas Gerais,Não,7.372262e-06
inocência,Mato Grosso do Sul,Não,7.3697456e-06
munhoz de melo,Paraná,Não,7.3697247e-06
itaberaba,Bahia,Não,7.3646515e-06
itinga do maranhão,Maranhão,Não,7.3612605e-06
aroazes,Piauí,Não,7.3602287e-06
eldorado dos carajás,Pará,Não,7.3574565e-06
serra do mel,Rio Grande do Norte,Não,7.3525257e-06
água santa,Rio Grande do Sul,Não,7.346511e-06
itaiçaba,Ceará,Não,7.338375e-06
upanema,Rio Grande do Norte,Não,7.3364013e-06
são josé do alegre,Minas Gerais,Não,7.33622e-06
canabrava do norte,Mato Grosso,Não,7.332086e-06
guarantã do norte,Mato Grosso,Não,7.3310935e-06
mandirituba,Paraná,Não,7.325153e-06
guarda-mor,Minas Gerais,Não,7.3133774e-06
piranguçu,Minas Gerais,Não,7.3021433e-06
arapoema,Tocantins,Não,7.296741e-06
campanário,Minas Gerais,Não,7.29471e-06
lagoa dos patos,Minas Gerais,Não,7.2872563e-06
erebango,Rio Grande do Sul,Não,7.2843236e-06
cromínia,Goiás,Não,7.2747503e-06
porto calvo,Alagoas,Não,7.2739804e-06
piraquê,Tocantins,Não,7.269348e-06
monjolos,Minas Gerais,Não,7.2663674e-06
aparecida do rio doce,Goiás,Não,7.2662842e-06
corumbataí do sul,Paraná,Não,7.2660278e-06
francisco alves,Paraná,Não,7.26388e-06
jutaí,Amazonas,Não,7.2616913e-06
são patrício,Goiás,Não,7.2592265e-06
matias cardoso,Minas Gerais,Não,7.2562984e-06
santa teresinha,Paraíba,Não,7.2518233e-06
lagoa grande,Minas Gerais,Não,7.2508337e-06
ubaporanga,Minas Gerais,Não,7.2455186e-06
cerejeiras,Rondônia,Não,7.2391917e-06
peri mirim,Maranhão,Não,7.2356856e-06
capixaba,Acre,Não,7.233305e-06
ilha das flores,Sergipe,Não,7.2303255e-06
bonópolis,Goiás,Não,7.228182e-06
pocrane,Minas Gerais,Não,7.227968e-06
cruzaltense,Rio Grande do Sul,Não,7.2204725e-06
nova glória,Goiás,Não,7.2038065e-06
boa nova,Bahia,Não,7.1982718e-06
anitápolis,Santa Catarina,Não,7.1902236e-06
quixeramobim,Ceará,Não,7.190121e-06
santa luzia,Bahia,Não,7.1795757e-06
guiratinga,Mato Grosso,Não,7.1741206e-06
pompéu,Minas Gerais,Não,7.1726636e-06
santa maria do pará,Pará,Não,7.1717063e-06
arambaré,Rio Grande do Sul,Não,7.166531e-06
santa rita do tocantins,Tocantins,Não,7.1660315e-06
rio dos bois,Tocantins,Não,7.1660315e-06
carnaubais,Rio Grande do Norte,Não,7.1615573e-06
cachoeirinha,Pernambuco,Não,7.1570234e-06
itauçu,Goiás,Não,7.1553172e-06
camocim,Ceará,Não,7.148987e-06
autazes,Amazonas,Não,7.143944e-06
vitória do xingu,Pará,Não,7.1373593e-06
berizal,Minas Gerais,Não,7.134896e-06
moiporá,Goiás,Não,7.128353e-06
miranda,Mato Grosso do Sul,Não,7.123548e-06
santa rita de ibitipoca,Minas Gerais,Não,7.119052e-06
normandia,Roraima,Não,7.1173213e-06
amontada,Ceará,Não,7.1164595e-06
divinópolis de goiás,Goiás,Não,7.0951e-06
caseara,Tocantins,Não,7.0937394e-06
domingos mourão,Piauí,Não,7.081249e-06
tigrinhos,Santa Catarina,Não,7.0754436e-06
feijó,Acre,Não,7.0731903e-06
jaguaruana,Ceará,Não,7.073001e-06
cajueiro da praia,Piauí,Não,7.072462e-06
alexânia,Goiás,Não,7.071039e-06
minduri,Minas Gerais,Não,7.0696897e-06
governador jorge teixeira,Rondônia,Não,7.067998e-06
vera,Mato Grosso,Não,7.0594087e-06
itapura,São Paulo,Não,7.05153e-06
são miguel de taipu,Paraíba,Não,7.04675e-06
santa cecília do pavão,Paraná,Não,7.04595e-06
umburatiba,Minas Gerais,Não,7.0364017e-06
são miguel,Rio Grande do Norte,Não,7.0322026e-06
senhora dos remédios,Minas Gerais,Não,7.0283477e-06
colinas,Maranhão,Não,7.027255e-06
buriticupu,Maranhão,Não,7.0270135e-06
rafael godeiro,Rio Grande do Norte,Não,7.0238575e-06
