nomeLocalidade,estado,Cidade tem Aluno,Probabilidade
caeté,Minas Gerais,Não,6.4214684e-05
rondon do pará,Pará,Não,6.4179054e-05
teixeira soares,Paraná,Não,6.41495e-05
são gabriel do oeste,Mato Grosso do Sul,Não,6.38929e-05
venâncio aires,Rio Grande do Sul,Não,6.376155e-05
miraselva,Paraná,Não,6.369094e-05
boa vista do sul,Rio Grande do Sul,Não,6.35463e-05
estrela do sul,Minas Gerais,Não,6.3429274e-05
japeri,Rio de Janeiro,Não,6.338755e-05
tupaciguara,Minas Gerais,Não,6.332623e-05
duas barras,Rio de Janeiro,Não,6.325398e-05
gurupi,Tocantins,Não,6.3107094e-05
cajobi,São Paulo,Não,6.3070394e-05
buerarema,Bahia,Não,6.3041894e-05
são francisco do conde,Bahia,Não,6.301527e-05
registro,São Paulo,Não,6.298283e-05
nova viçosa,Bahia,Não,6.289754e-05
guaíra,São Paulo,Não,6.239048e-05
três pontas,Minas Gerais,Não,6.233001e-05
guaranésia,Minas Gerais,Não,6.23224e-05
saquarema,Rio de Janeiro,Não,6.2049316e-05
ourizona,Paraná,Não,6.20299e-05
são joão del rei,Minas Gerais,Não,6.199561e-05
santo antônio do monte,Minas Gerais,Não,6.199041e-05
macaubal,São Paulo,Não,6.188486e-05
arapiraca,Alagoas,Não,6.177672e-05
matias barbosa,Minas Gerais,Não,6.1706356e-05
limeira do oeste,Minas Gerais,Não,6.154798e-05
floresta do araguaia,Pará,Não,6.143282e-05
cachoeira dourada,Minas Gerais,Não,6.125743e-05
paragominas,Pará,Não,6.113232e-05
extremoz,Rio Grande do Norte,Não,6.1087216e-05
selbach,Rio Grande do Sul,Não,6.1029627e-05
santa isabel do ivaí,Paraná,Não,6.084982e-05
marapoama,São Paulo,Não,6.082488e-05
ascurra,Santa Catarina,Não,6.06963e-05
valentim gentil,São Paulo,Não,6.055587e-05
querência,Mato Grosso,Não,6.0479753e-05
davinópolis,Goiás,Não,6.0408624e-05
canitar,São Paulo,Não,6.0361173e-05
campo florido,Minas Gerais,Não,6.0225077e-05
mairipotaba,Goiás,Não,6.0034025e-05
uraí,Paraná,Não,5.996359e-05
encantado,Rio Grande do Sul,Não,5.9733873e-05
monte sião,Minas Gerais,Não,5.96465e-05
herval d'oeste,Santa Catarina,Não,5.9633134e-05
tupãssi,Paraná,Não,5.958947e-05
ibiaçá,Rio Grande do Sul,Não,5.927464e-05
santa rita do trivelato,Mato Grosso,Não,5.919313e-05
iguaba grande,Rio de Janeiro,Não,5.919014e-05
álvaro de carvalho,São Paulo,Não,5.9063674e-05
mirassolândia,São Paulo,Não,5.895214e-05
virgínia,Minas Gerais,Não,5.8933143e-05
governador celso ramos,Santa Catarina,Não,5.8851598e-05
ribeirão claro,Paraná,Não,5.8719914e-05
galvão,Santa Catarina,Não,5.8633243e-05
amambai,Mato Grosso do Sul,Não,5.859579e-05
assis chateaubriand,Paraná,Não,5.8426445e-05
bento de abreu,São Paulo,Não,5.8305945e-05
buritizal,São Paulo,Não,5.8138216e-05
condado,Pernambuco,Não,5.8108337e-05
garuva,Santa Catarina,Não,5.7389123e-05
porto firme,Minas Gerais,Não,5.7126657e-05
pontes e lacerda,Mato Grosso,Não,5.7121757e-05
muritiba,Bahia,Não,5.7044505e-05
meridiano,São Paulo,Não,5.7020523e-05
fronteiras,Piauí,Não,5.6954876e-05
santiago,Rio Grande do Sul,Não,5.6840498e-05
jaguaruna,Santa Catarina,Não,5.670872e-05
pedra do indaiá,Minas Gerais,Não,5.6693578e-05
porciúncula,Rio de Janeiro,Não,5.620785e-05
anhanguera,Goiás,Não,5.5964334e-05
itaitinga,Ceará,Não,5.5574932e-05
piracaia,São Paulo,Não,5.5539593e-05
carneirinho,Minas Gerais,Não,5.5485543e-05
santa salete,São Paulo,Não,5.542472e-05
capivari do sul,Rio Grande do Sul,Não,5.5421446e-05
magda,São Paulo,Não,5.5295488e-05
descalvado,São Paulo,Não,5.5149725e-05
rancho alegre,Paraná,Não,5.514383e-05
são josé do inhacorá,Rio Grande do Sul,Não,5.4922468e-05
sobradinho,Bahia,Não,5.4859807e-05
joão alfredo,Pernambuco,Não,5.479503e-05
itapagé,Ceará,Não,5.4645265e-05
nossa senhora das dores,Sergipe,Não,5.4617238e-05
floraí,Paraná,Não,5.449342e-05
alterosa,Minas Gerais,Não,5.447009e-05
dom pedro de alcântara,Rio Grande do Sul,Não,5.440608e-05
grão mogol,Minas Gerais,Não,5.4318007e-05
lourdes,São Paulo,Não,5.4214608e-05
ivinhema,Mato Grosso do Sul,Não,5.4115437e-05
itaocara,Rio de Janeiro,Não,5.4098407e-05
jordânia,Minas Gerais,Não,5.404205e-05
guapé,Minas Gerais,Não,5.388083e-05
gameleira,Pernambuco,Não,5.3827884e-05
general carneiro,Mato Grosso,Não,5.3821823e-05
santa branca,São Paulo,Não,5.3804735e-05
entre folhas,Minas Gerais,Não,5.3726493e-05
terra boa,Paraná,Não,5.3261105e-05
itaguajé,Paraná,Não,5.324983e-05
pratápolis,Minas Gerais,Não,5.31509e-05
cupira,Pernambuco,Não,5.3124753e-05
valparaíso de goiás,Goiás,Não,5.299572e-05
nova palma,Rio Grande do Sul,Não,5.280045e-05
treviso,Santa Catarina,Não,5.264941e-05
baía formosa,Rio Grande do Norte,Não,5.2559568e-05
cruzília,Minas Gerais,Não,5.2413016e-05
bonfinópolis de minas,Minas Gerais,Não,5.2249823e-05
são félix do coribe,Bahia,Não,5.216499e-05
urutaí,Goiás,Não,5.2141615e-05
muçum,Rio Grande do Sul,Não,5.213396e-05
getúlio vargas,Rio Grande do Sul,Não,5.202048e-05
general carneiro,Paraná,Não,5.18466e-05
brodowski,São Paulo,Não,5.1765728e-05
jaraguá,Goiás,Não,5.1753683e-05
lençóis paulista,São Paulo,Não,5.1668125e-05
carmópolis de minas,Minas Gerais,Não,5.1564017e-05
lagoa formosa,Minas Gerais,Não,5.1561856e-05
santa mariana,Paraná,Não,5.130367e-05
nanuque,Minas Gerais,Não,5.1294715e-05
areia branca,Rio Grande do Norte,Não,5.129281e-05
alcinópolis,Mato Grosso do Sul,Não,5.1274517e-05
italva,Rio de Janeiro,Não,5.102565e-05
altamira,Pará,Não,5.1008967e-05
ibicaraí,Bahia,Não,5.0995783e-05
guararapes,São Paulo,Não,5.099209e-05
caarapó,Mato Grosso do Sul,Não,5.095286e-05
itapaci,Goiás,Não,5.092765e-05
morro agudo,São Paulo,Não,5.0840597e-05
água boa,Minas Gerais,Não,5.075171e-05
brumado,Bahia,Não,5.0746337e-05
quedas do iguaçu,Paraná,Não,5.0572467e-05
barrocas,Bahia,Não,5.0510775e-05
tuiuti,São Paulo,Não,5.050119e-05
brumadinho,Minas Gerais,Não,5.0488143e-05
rafard,São Paulo,Não,5.0388047e-05
doutor ricardo,Rio Grande do Sul,Não,5.029328e-05
américo de campos,São Paulo,Não,5.009187e-05
são josé de ubá,Rio de Janeiro,Não,4.993e-05
mambaí,Goiás,Não,4.992167e-05
goianá,Minas Gerais,Não,4.9894305e-05
barreiros,Pernambuco,Não,4.9871516e-05
morada nova de minas,Minas Gerais,Não,4.9748207e-05
itaperuçu,Paraná,Não,4.9719656e-05
conceição do araguaia,Pará,Não,4.9556962e-05
onda verde,São Paulo,Não,4.952592e-05
balbinos,São Paulo,Não,4.9436643e-05
faxinal,Paraná,Não,4.920064e-05
divina pastora,Sergipe,Não,4.911523e-05
getulina,São Paulo,Não,4.9054517e-05
tietê,São Paulo,Não,4.8994443e-05
grajaú,Maranhão,Não,4.8901322e-05
picada café,Rio Grande do Sul,Não,4.8787246e-05
nova canaã,Bahia,Não,4.8707338e-05
caxambu,Minas Gerais,Não,4.8704595e-05
abadia dos dourados,Minas Gerais,Não,4.8682123e-05
bela vista,Mato Grosso do Sul,Não,4.862519e-05
indianópolis,Paraná,Não,4.8611837e-05
são josé dos quatro marcos,Mato Grosso,Não,4.8400216e-05
cesário lange,São Paulo,Não,4.839846e-05
bataguassu,Mato Grosso do Sul,Não,4.8382357e-05
marabá paulista,São Paulo,Não,4.8309375e-05
boa vista,Roraima,Não,4.8278103e-05
salgueiro,Pernambuco,Não,4.8266593e-05
arraial do cabo,Rio de Janeiro,Não,4.8211667e-05
cachoeira paulista,São Paulo,Não,4.8102964e-05
taiaçu,São Paulo,Não,4.7911006e-05
sagres,São Paulo,Não,4.7824233e-05
rio do oeste,Santa Catarina,Não,4.7657326e-05
estância,Sergipe,Não,4.7648966e-05
luiz alves,Santa Catarina,Não,4.762961e-05
campo belo do sul,Santa Catarina,Não,4.754643e-05
vila maria,Rio Grande do Sul,Não,4.7497848e-05
pinhais,Paraná,Não,4.7488516e-05
ribeirão grande,São Paulo,Não,4.748607e-05
são thomé das letras,Minas Gerais,Não,4.722726e-05
nova andradina,Mato Grosso do Sul,Não,4.7224465e-05
liberdade,Minas Gerais,Não,4.7085377e-05
condor,Rio Grande do Sul,Não,4.7071862e-05
leme,São Paulo,Não,4.6999514e-05
prudente de morais,Minas Gerais,Não,4.6979796e-05
mangaratiba,Rio de Janeiro,Não,4.6928304e-05
nova olímpia,Paraná,Não,4.6873425e-05
córrego fundo,Minas Gerais,Não,4.6824684e-05
ariranha,São Paulo,Não,4.6734214e-05
pedregulho,São Paulo,Não,4.6575646e-05
caiapônia,Goiás,Não,4.6554862e-05
sorriso,Mato Grosso,Não,4.650104e-05
guarantã,São Paulo,Não,4.6442146e-05
cruzália,São Paulo,Não,4.630196e-05
são francisco do sul,Santa Catarina,Não,4.6228855e-05
serranópolis do iguaçu,Paraná,Não,4.6187964e-05
cedral,São Paulo,Não,4.611486e-05
ipuã,São Paulo,Não,4.5935874e-05
coronel domingos soares,Paraná,Não,4.567235e-05
jacutinga,Rio Grande do Sul,Não,4.5616023e-05
ji-paraná,Rondônia,Não,4.56145e-05
nova pádua,Rio Grande do Sul,Não,4.5513174e-05
pedrinhas paulista,São Paulo,Não,4.54766e-05
nova olímpia,Mato Grosso,Não,4.5440185e-05
couto de magalhães de minas,Minas Gerais,Não,4.537484e-05
duartina,São Paulo,Não,4.52997e-05
luciara,Mato Grosso,Não,4.518446e-05
wagner,Bahia,Não,4.5165896e-05
rio formoso,Pernambuco,Não,4.515978e-05
poloni,São Paulo,Não,4.507523e-05
morrinhos,Goiás,Não,4.491574e-05
echaporã,São Paulo,Não,4.490251e-05
areal,Rio de Janeiro,Não,4.4890734e-05
cachoeiras de macacu,Rio de Janeiro,Não,4.4838664e-05
cândido rodrigues,São Paulo,Não,4.4728225e-05
cambira,Paraná,Não,4.4707926e-05
canguaretama,Rio Grande do Norte,Não,4.4692748e-05
babaçulândia,Tocantins,Não,4.467051e-05
uruana,Goiás,Não,4.465279e-05
montanha,Espírito Santo,Não,4.458977e-05
gastão vidigal,São Paulo,Não,4.4538774e-05
campina da lagoa,Paraná,Não,4.4531465e-05
rubinéia,São Paulo,Não,4.4444536e-05
muzambinho,Minas Gerais,Não,4.4207904e-05
lucena,Paraíba,Não,4.4196862e-05
porangatu,Goiás,Não,4.4066775e-05
perdões,Minas Gerais,Não,4.394445e-05
janaúba,Minas Gerais,Não,4.3879667e-05
catanduvas,Santa Catarina,Não,4.3780063e-05
nova marilândia,Mato Grosso,Não,4.3719814e-05
anastácio,Mato Grosso do Sul,Não,4.3678392e-05
cajuru,São Paulo,Não,4.36547e-05
são carlos do ivaí,Paraná,Não,4.3550834e-05
cubatão,São Paulo,Não,4.3494674e-05
nova venécia,Espírito Santo,Não,4.3362106e-05
sete quedas,Mato Grosso do Sul,Não,4.320711e-05
jataí,Goiás,Não,4.3151646e-05
juripiranga,Paraíba,Não,4.313823e-05
brazabrantes,Goiás,Não,4.309333e-05
lauro muller,Santa Catarina,Não,4.2736017e-05
sabino,São Paulo,Não,4.2690073e-05
clevelândia,Paraná,Não,4.2683518e-05
pinhal grande,Rio Grande do Sul,Não,4.2614865e-05
erval velho,Santa Catarina,Não,4.2592597e-05
tiros,Minas Gerais,Não,4.256255e-05
várzea da palma,Minas Gerais,Não,4.236914e-05
arealva,São Paulo,Não,4.2231866e-05
jacinto,Minas Gerais,Não,4.2212014e-05
cachoeira dourada,Goiás,Não,4.208749e-05
patrocínio,Minas Gerais,Não,4.2007014e-05
palmeira,Santa Catarina,Não,4.198531e-05
sananduva,Rio Grande do Sul,Não,4.193905e-05
são joão da paraúna,Goiás,Não,4.1764317e-05
santa cruz da esperança,São Paulo,Não,4.1703104e-05
joão pinheiro,Minas Gerais,Não,4.1694475e-05
varre-sai,Rio de Janeiro,Não,4.152326e-05
guaraciaba,Santa Catarina,Não,4.1432362e-05
mataraca,Paraíba,Não,4.12997e-05
taquari,Rio Grande do Sul,Não,4.125565e-05
formosa do rio preto,Bahia,Não,4.092981e-05
corbélia,Paraná,Não,4.0621566e-05
dirce reis,São Paulo,Não,4.0312956e-05
urupês,São Paulo,Não,4.025161e-05
machados,Pernambuco,Não,4.0226514e-05
ribeirão do sul,São Paulo,Não,4.0223982e-05
siriri,Sergipe,Não,4.021144e-05
águas vermelhas,Minas Gerais,Não,4.0148447e-05
vianópolis,Goiás,Não,4.0050436e-05
salto grande,São Paulo,Não,4.0018862e-05
lucas do rio verde,Mato Grosso,Não,3.982512e-05
santa rita do araguaia,Goiás,Não,3.9688708e-05
são bento do sapucaí,São Paulo,Não,3.96401e-05
imbituva,Paraná,Não,3.9607305e-05
ponte nova,Minas Gerais,Não,3.9570154e-05
rio tinto,Paraíba,Não,3.9560568e-05
santo antônio do planalto,Rio Grande do Sul,Não,3.945252e-05
arraias,Tocantins,Não,3.921493e-05
pains,Minas Gerais,Não,3.9207076e-05
orindiúva,São Paulo,Não,3.913543e-05
paulo bento,Rio Grande do Sul,Não,3.910398e-05
oriximiná,Pará,Não,3.902493e-05
alta floresta d'oeste,Rondônia,Não,3.88996e-05
goianorte,Tocantins,Não,3.88735e-05
paracuru,Ceará,Não,3.8843555e-05
são vicente de minas,Minas Gerais,Não,3.8834667e-05
aripuanã,Mato Grosso,Não,3.882026e-05
mari,Paraíba,Não,3.8750208e-05
lagoa de itaenga,Pernambuco,Não,3.8713308e-05
santo afonso,Mato Grosso,Não,3.868622e-05
liberato salzano,Rio Grande do Sul,Não,3.862547e-05
buenos aires,Pernambuco,Não,3.8596638e-05
mineiros,Goiás,Não,3.8557275e-05
clementina,São Paulo,Não,3.85411e-05
poxoréo,Mato Grosso,Não,3.8528127e-05
agrestina,Pernambuco,Não,3.8438287e-05
ângulo,Paraná,Não,3.8399012e-05
imaruí,Santa Catarina,Não,3.8373317e-05
santa rita de jacutinga,Minas Gerais,Não,3.832672e-05
serra negra,São Paulo,Não,3.831667e-05
imbituba,Santa Catarina,Não,3.828855e-05
campo do brito,Sergipe,Não,3.827161e-05
cacoal,Rondônia,Não,3.826263e-05
mathias lobato,Minas Gerais,Não,3.8222188e-05
cabo verde,Minas Gerais,Não,3.818397e-05
laurentino,Santa Catarina,Não,3.8113718e-05
são tomé,Paraná,Não,3.8088867e-05
madre de deus de minas,Minas Gerais,Não,3.8072198e-05
valente,Bahia,Não,3.7968755e-05
taiúva,São Paulo,Não,3.7934406e-05
canoinhas,Santa Catarina,Não,3.787549e-05
são josé do cerrito,Santa Catarina,Não,3.7848877e-05
timbé do sul,Santa Catarina,Não,3.782975e-05
cristais paulista,São Paulo,Não,3.7798127e-05
paranatinga,Mato Grosso,Não,3.763946e-05
jaguapitã,Paraná,Não,3.7624137e-05
gália,São Paulo,Não,3.7613197e-05
estreito,Maranhão,Não,3.7609e-05
água doce,Santa Catarina,Não,3.7585265e-05
nova aliança do ivaí,Paraná,Não,3.7546324e-05
alto alegre,Rio Grande do Sul,Não,3.7455346e-05
putinga,Rio Grande do Sul,Não,3.740391e-05
campos gerais,Minas Gerais,Não,3.7379803e-05
porto grande,Amapá,Não,3.7315163e-05
senador georgino avelino,Rio Grande do Norte,Não,3.7264843e-05
cachoeira de minas,Minas Gerais,Não,3.7221904e-05
ecoporanga,Espírito Santo,Não,3.7157355e-05
santa isabel do rio negro,Amazonas,Não,3.7117512e-05
florínia,São Paulo,Não,3.706474e-05
coronel freitas,Santa Catarina,Não,3.702443e-05
angelim,Pernambuco,Não,3.700717e-05
amaral ferrador,Rio Grande do Sul,Não,3.6971822e-05
sertanópolis,Paraná,Não,3.6951238e-05
araguainha,Mato Grosso,Não,3.6944544e-05
irineópolis,Santa Catarina,Não,3.6937075e-05
dom pedrito,Rio Grande do Sul,Não,3.6915597e-05
missal,Paraná,Não,3.6846835e-05
boa esperança do sul,São Paulo,Não,3.683461e-05
mimoso do sul,Espírito Santo,Não,3.675685e-05
flórida paulista,São Paulo,Não,3.672493e-05
posse,Goiás,Não,3.6610025e-05
nova luzitânia,São Paulo,Não,3.6571713e-05
além paraíba,Minas Gerais,Não,3.6555743e-05
pedras de fogo,Paraíba,Não,3.6188456e-05
iconha,Espírito Santo,Não,3.6130285e-05
lavrinhas,São Paulo,Não,3.612777e-05
piau,Minas Gerais,Não,3.6091922e-05
três passos,Rio Grande do Sul,Não,3.594741e-05
campo magro,Paraná,Não,3.5900204e-05
rondinha,Rio Grande do Sul,Não,3.580867e-05
tarabai,São Paulo,Não,3.5697587e-05
guaiúba,Ceará,Não,3.5672576e-05
muribeca,Sergipe,Não,3.5671113e-05
são josé do egito,Pernambuco,Não,3.5669276e-05
mundo novo,Mato Grosso do Sul,Não,3.5630655e-05
são luís do paraitinga,São Paulo,Não,3.5625457e-05
planalto,São Paulo,Não,3.557141e-05
urupema,Santa Catarina,Não,3.5537945e-05
urucânia,Minas Gerais,Não,3.5505866e-05
aiuruoca,Minas Gerais,Não,3.542909e-05
arco-íris,São Paulo,Não,3.532582e-05
bacabeira,Maranhão,Não,3.5306082e-05
cambuci,Rio de Janeiro,Não,3.525245e-05
campos novos,Santa Catarina,Não,3.5221674e-05
ronda alta,Rio Grande do Sul,Não,3.5101093e-05
mirador,Paraná,Não,3.5015906e-05
são martinho,Santa Catarina,Não,3.4993842e-05
itiquira,Mato Grosso,Não,3.4965353e-05
itinga,Minas Gerais,Não,3.4917935e-05
dores de campos,Minas Gerais,Não,3.4787015e-05
entre rios,Bahia,Não,3.472848e-05
atilio vivacqua,Espírito Santo,Não,3.4697594e-05
itaqui,Rio Grande do Sul,Não,3.4638942e-05
dom eliseu,Pará,Não,3.459603e-05
tabatinga,São Paulo,Não,3.457304e-05
santana do paraíso,Minas Gerais,Não,3.4569544e-05
panorama,São Paulo,Não,3.45616e-05
santa lúcia,São Paulo,Não,3.4527606e-05
santo amaro das brotas,Sergipe,Não,3.451835e-05
sant'ana do livramento,Rio Grande do Sul,Não,3.446546e-05
capitão poço,Pará,Não,3.443688e-05
mongaguá,São Paulo,Não,3.4391327e-05
feira nova,Pernambuco,Não,3.4298995e-05
santa bárbara do sul,Rio Grande do Sul,Não,3.423935e-05
petrolina de goiás,Goiás,Não,3.4209912e-05
mato leitão,Rio Grande do Sul,Não,3.411449e-05
são gonçalo do rio abaixo,Minas Gerais,Não,3.4104833e-05
lagoa dos três cantos,Rio Grande do Sul,Não,3.4101904e-05
iomerê,Santa Catarina,Não,3.4025954e-05
nova petrópolis,Rio Grande do Sul,Não,3.3977867e-05
canutama,Amazonas,Não,3.395354e-05
santa rita de caldas,Minas Gerais,Não,3.3942502e-05
são miguel do araguaia,Goiás,Não,3.390074e-05
turmalina,São Paulo,Não,3.389062e-05
mercês,Minas Gerais,Não,3.3882057e-05
novo horizonte do sul,Mato Grosso do Sul,Não,3.3825363e-05
atalaia,Alagoas,Não,3.3815304e-05
jaci,São Paulo,Não,3.3810175e-05
tambaú,São Paulo,Não,3.3736225e-05
angatuba,São Paulo,Não,3.368434e-05
piratini,Rio Grande do Sul,Não,3.3626762e-05
cortês,Pernambuco,Não,3.361673e-05
castelo,Espírito Santo,Não,3.354531e-05
bocaina,Piauí,Não,3.354477e-05
ipira,Santa Catarina,Não,3.354368e-05
ferreira gomes,Amapá,Não,3.3539585e-05
protásio alves,Rio Grande do Sul,Não,3.337457e-05
reserva,Paraná,Não,3.3358563e-05
queimados,Rio de Janeiro,Não,3.3343997e-05
candói,Paraná,Não,3.32737e-05
bueno brandão,Minas Gerais,Não,3.3255114e-05
santa helena,Paraná,Não,3.3187694e-05
cafeara,Paraná,Não,3.309667e-05
boa esperança,Espírito Santo,Não,3.3093165e-05
alto bela vista,Santa Catarina,Não,3.3026296e-05
campos novos paulista,São Paulo,Não,3.298758e-05
petrolândia,Pernambuco,Não,3.2975535e-05
tunápolis,Santa Catarina,Não,3.295683e-05
bom princípio,Rio Grande do Sul,Não,3.283029e-05
nova itaberaba,Santa Catarina,Não,3.272276e-05
nova boa vista,Rio Grande do Sul,Não,3.266929e-05
arroio dos ratos,Rio Grande do Sul,Não,3.2659726e-05
paraipaba,Ceará,Não,3.261158e-05
colorado,Rio Grande do Sul,Não,3.2588356e-05
buritis,Minas Gerais,Não,3.249913e-05
trindade do sul,Rio Grande do Sul,Não,3.2446424e-05
rosário do ivaí,Paraná,Não,3.2411015e-05
sooretama,Espírito Santo,Não,3.2321255e-05
icém,São Paulo,Não,3.2319655e-05
josé bonifácio,São Paulo,Não,3.231534e-05
alto boa vista,Mato Grosso,Não,3.2302953e-05
apodi,Rio Grande do Norte,Não,3.226493e-05
são luís do curu,Ceará,Não,3.2218715e-05
anamã,Amazonas,Não,3.2133416e-05
itambaracá,Paraná,Não,3.212211e-05
iúna,Espírito Santo,Não,3.211782e-05
salgado,Sergipe,Não,3.2021482e-05
jandaia,Goiás,Não,3.1971136e-05
ipaba,Minas Gerais,Não,3.1962176e-05
aquiraz,Ceará,Não,3.185968e-05
santo antônio do sudoeste,Paraná,Não,3.1848107e-05
nova aliança,São Paulo,Não,3.1843156e-05
carapebus,Rio de Janeiro,Não,3.183359e-05
são joão do triunfo,Paraná,Não,3.1813503e-05
baraúna,Rio Grande do Norte,Não,3.1804128e-05
engenheiro beltrão,Paraná,Não,3.1755455e-05
roque gonzales,Rio Grande do Sul,Não,3.174922e-05
tianguá,Ceará,Não,3.172894e-05
acaraú,Ceará,Não,3.1718107e-05
sertão santana,Rio Grande do Sul,Não,3.1713873e-05
tasso fragoso,Maranhão,Não,3.1659332e-05
piquerobi,São Paulo,Não,3.1614105e-05
água comprida,Minas Gerais,Não,3.1552754e-05
barra velha,Santa Catarina,Não,3.153573e-05
embaúba,São Paulo,Não,3.1516367e-05
taió,Santa Catarina,Não,3.1516123e-05
arenápolis,Mato Grosso,Não,3.1454e-05
jaborá,Santa Catarina,Não,3.140922e-05
braúna,São Paulo,Não,3.1382304e-05
bom retiro,Santa Catarina,Não,3.1342763e-05
guadalupe,Piauí,Não,3.1316442e-05
colômbia,São Paulo,Não,3.1294945e-05
nova ponte,Minas Gerais,Não,3.1284624e-05
porto união,Santa Catarina,Não,3.1248634e-05
general maynard,Sergipe,Não,3.1177253e-05
macau,Rio Grande do Norte,Não,3.1175947e-05
socorro,São Paulo,Não,3.1167445e-05
álvares florence,São Paulo,Não,3.1142754e-05
carmo da mata,Minas Gerais,Não,3.1131174e-05
gravatá,Pernambuco,Não,3.1052303e-05
ceará-mirim,Rio Grande do Norte,Não,3.1041585e-05
oliveira fortes,Minas Gerais,Não,3.0969557e-05
porteirão,Goiás,Não,3.095813e-05
orlândia,São Paulo,Não,3.0956773e-05
alvorada,Tocantins,Não,3.0947915e-05
salesópolis,São Paulo,Não,3.093986e-05
pongaí,São Paulo,Não,3.0903087e-05
ipixuna do pará,Pará,Não,3.0873307e-05
são pedro da união,Minas Gerais,Não,3.0858413e-05
paranaíta,Mato Grosso,Não,3.0857267e-05
papanduva,Santa Catarina,Não,3.0807456e-05
santa bárbara do pará,Pará,Não,3.075679e-05
mostardas,Rio Grande do Sul,Não,3.065281e-05
limoeiro de anadia,Alagoas,Não,3.0648487e-05
estrela do indaiá,Minas Gerais,Não,3.063075e-05
oliveira,Minas Gerais,Não,3.062164e-05
salto do jacuí,Rio Grande do Sul,Não,3.0610776e-05
carandaí,Minas Gerais,Não,3.0603274e-05
lebon régis,Santa Catarina,Não,3.0588246e-05
sanclerlândia,Goiás,Não,3.0584895e-05
diamante do norte,Paraná,Não,3.0523355e-05
quixeré,Ceará,Não,3.0430465e-05
platina,São Paulo,Não,3.0402476e-05
machacalis,Minas Gerais,Não,3.0385054e-05
nova canaã do norte,Mato Grosso,Não,3.0380708e-05
nova aurora,Goiás,Não,3.0329471e-05
são jorge d'oeste,Paraná,Não,3.0285279e-05
caconde,São Paulo,Não,3.0272082e-05
saldanha marinho,Rio Grande do Sul,Não,3.0158411e-05
são vendelino,Rio Grande do Sul,Não,3.0088344e-05
são félix,Bahia,Não,3.0072739e-05
denise,Mato Grosso,Não,3.006878e-05
capim branco,Minas Gerais,Não,3.003777e-05
cândido godói,Rio Grande do Sul,Não,3.0026631e-05
severiano de almeida,Rio Grande do Sul,Não,3.0018586e-05
fazenda rio grande,Paraná,Não,2.9967156e-05
guapiaçu,São Paulo,Não,2.9878127e-05
uchoa,São Paulo,Não,2.9807914e-05
boa esperança,Paraná,Não,2.980567e-05
santo anastácio,São Paulo,Não,2.9787312e-05
colméia,Tocantins,Não,2.9739742e-05
chorozinho,Ceará,Não,2.9699044e-05
santa leopoldina,Espírito Santo,Não,2.9679708e-05
almirante tamandaré do sul,Rio Grande do Sul,Não,2.9623547e-05
aracitaba,Minas Gerais,Não,2.960762e-05
monte alegre do sul,São Paulo,Não,2.959486e-05
vila rica,Mato Grosso,Não,2.9580073e-05
mariópolis,Paraná,Não,2.9526442e-05
lunardelli,Paraná,Não,2.950865e-05
camanducaia,Minas Gerais,Não,2.9458517e-05
guaraci,São Paulo,Não,2.9432375e-05
pindoretama,Ceará,Não,2.9419776e-05
nova castilho,São Paulo,Não,2.9384753e-05
jacaraú,Paraíba,Não,2.9361421e-05
chapada,Rio Grande do Sul,Não,2.9359851e-05
brazópolis,Minas Gerais,Não,2.9343058e-05
vitória brasil,São Paulo,Não,2.9334022e-05
itapiranga,Amazonas,Não,2.927045e-05
patrocínio do muriaé,Minas Gerais,Não,2.9262048e-05
lagoa vermelha,Rio Grande do Sul,Não,2.918079e-05
jardim do seridó,Rio Grande do Norte,Não,2.9050037e-05
cristalina,Goiás,Não,2.9044748e-05
arês,Rio Grande do Norte,Não,2.9034833e-05
ribeirão das neves,Minas Gerais,Não,2.903284e-05
senador salgado filho,Rio Grande do Sul,Não,2.897876e-05
santa luzia,Paraíba,Não,2.8968041e-05
paulicéia,São Paulo,Não,2.8943796e-05
santa mercedes,São Paulo,Não,2.876576e-05
rolim de moura,Rondônia,Não,2.8754954e-05
pradópolis,São Paulo,Não,2.8753173e-05
cascalho rico,Minas Gerais,Não,2.8677263e-05
caldas,Minas Gerais,Não,2.8661107e-05
paverama,Rio Grande do Sul,Não,2.8626086e-05
santana de cataguases,Minas Gerais,Não,2.8604774e-05
rosana,São Paulo,Não,2.8579007e-05
rio do fogo,Rio Grande do Norte,Não,2.8569333e-05
araquari,Santa Catarina,Não,2.8545614e-05
agudos,São Paulo,Não,2.8466151e-05
são gonçalo do gurguéia,Piauí,Não,2.8456054e-05
ponto belo,Espírito Santo,Não,2.8415272e-05
júlio de castilhos,Rio Grande do Sul,Não,2.8404786e-05
vista alegre do prata,Rio Grande do Sul,Não,2.8379984e-05
caicó,Rio Grande do Norte,Não,2.8375382e-05
biritiba-mirim,São Paulo,Não,2.8350092e-05
serra azul,São Paulo,Não,2.8347442e-05
senador josé bento,Minas Gerais,Não,2.8329798e-05
nova canaã paulista,São Paulo,Não,2.8276301e-05
pedranópolis,São Paulo,Não,2.8264223e-05
ivolândia,Goiás,Não,2.8230199e-05
bom jardim de goiás,Goiás,Não,2.8130764e-05
colíder,Mato Grosso,Não,2.8032135e-05
chavantes,São Paulo,Não,2.8009874e-05
